N	3gram	Ircho_Kome_2	FransuaR
1	то же время	3	9
2	в то же	3	9
3	для того чтобы	4	6
4	в том что	5	6
5	в связи с	3	5
6	в том числе	3	4
7	как мы видели	1	4
8	до сих пор	2	3
9	и во всех	1	3
10	в нем не	2	3
11	связи с этим	1	3
12	в чем же	1	2
13	как и во	1	2
14	в одной из	2	2
15	с точки зрения	1	2
16	в отличие от	2	2
17	мы находим в	1	2
18	том числе и	1	2
19	можно было бы	2	2
20	в то время	3	2
21	не может быть	1	2
22	в системе образов	1	2
23	в большинстве случаев	1	2
24	хотя бы в	1	2
25	друг с другом	2	2
26	в любовных делах	1	2
27	к тому же	10	2
28	у своего отца	1	1
29	в так называемой	1	1
30	ни о чем	1	1
31	многие из этих	1	1
32	потому что в	1	1
33	по отношению к	3	1
34	сущности одна и	1	1
35	в самом деле	1	1
36	же время он	1	1
37	сих пор не	1	1
38	и в то	1	1
39	что он не	1	1
40	и та же	1	1
41	по своему содержанию	1	1
42	независимо от того	2	1
43	то что в	1	1
44	больше того на	1	1
45	жизни в г	1	1
46	и не менее	1	1
47	вместе с тем	4	1
48	ему надо было	1	1
49	в это время	2	1
50	в самом начале	2	1
51	в сущности одна	1	1
52	как он был	1	1
53	для этой цели	1	1
54	едой и питьем	1	1
55	дошедших до нас	1	1
56	если бы и	1	1
57	внешней и внутренней	1	1
58	во время этой	1	1
59	не имеет значения	1	1
60	так и в	1	1
61	в свою очередь	1	1
62	того чтобы его	1	1
63	одна и та	1	1
64	о том что	4	1
65	в этой же	1	1
66	и в самом	1	1
67	идет в этой	1	1
68	той или иной	1	1
69	дошедшие до нас	1	1
70	друг от друга	1	1
71	в полной мере	1	1
72	после того как	2	1
73	концы с концами	1	1
74	до нас дошли	1	1
75	тем не менее	1	1
76	так как он	1	1
77	что и в	2	1
78	этим объясняется что	1	1
79	за пиршественным столом	1	1
