N	2gram	Vygotskiy__1	StatiiOP
1	и в	31	44
2	в том	30	36
3	и т	26	30
4	что в	23	30
5	том что	16	29
6	в этом	12	21
7	т д	8	21
8	вовсе не	6	19
9	не только	13	18
10	то что	32	18
11	было бы	6	17
12	о том	7	17
13	а в	6	17
14	а не	13	16
15	и не	16	16
16	может быть	22	15
17	т е	3	15
18	в области	11	14
19	как в	9	13
20	не в	11	12
21	самом деле	9	11
22	в этой	3	11
23	того чтобы	7	11
24	у нас	4	11
25	я думаю	2	11
26	точки зрения	15	11
27	но в	3	10
28	ясно что	19	10
29	для того	6	10
30	что он	7	10
31	только в	14	10
32	но и	2	10
33	как и	16	9
34	в то	5	9
35	так и	3	9
36	если бы	6	9
37	того что	10	9
38	в его	6	9
39	т п	16	9
40	с другой	5	9
41	например в	3	8
42	во всех	1	8
43	все же	5	8
44	это не	1	8
45	из них	2	8
46	с точки	2	8
47	у пушкина	3	8
48	и его	7	8
49	не может	17	8
50	на эти	2	7
51	я не	1	7
52	что они	2	7
53	в самом	11	7
54	в статье	1	7
55	таким образом	20	7
56	другой стороны	5	7
57	для нас	5	7
58	и об	1	7
59	этом отношении	2	7
60	до сих	3	7
61	прежде всего	4	7
62	сих пор	3	7
63	сказать что	7	7
64	по поводу	2	7
65	на самом	2	6
66	со стороны	4	6
67	из этих	6	6
68	в своей	3	6
69	потому что	10	6
70	что и	13	6
71	всяком случае	6	6
72	так что	5	6
73	для него	1	6
74	именно в	1	6
75	дело в	1	6
76	в той	1	6
77	что же	2	6
78	но это	3	6
79	хотя бы	1	6
80	во всяком	8	6
81	и то	2	5
82	то же	5	5
83	той же	3	5
84	в обеих	1	5
85	в целом	5	5
86	в нем	2	5
87	евгения онегина	1	5
88	и по	3	5
89	в слове	3	5
90	такой же	2	5
91	в котором	4	5
92	в которых	3	5
93	этой области	2	5
94	не менее	2	5
95	вплоть до	1	5
96	никогда не	8	5
97	могут быть	11	5
98	так как	18	5
99	и даже	6	5
100	там где	4	5
101	что мы	8	5
102	все это	8	5
103	была бы	1	5
104	совершенно не	5	5
105	жизни и	3	5
106	так же	12	5
107	речь идет	3	4
108	как это	4	4
109	это и	3	4
110	в которой	4	4
111	вопрос о	3	4
112	в основу	2	4
113	столь же	4	4
114	бы и	2	4
115	что это	6	4
116	на то	10	4
117	что она	6	4
118	по словам	1	4
119	и почему	1	4
120	является не	1	4
121	но все	1	4
122	но я	1	4
123	но если	1	4
124	том как	1	4
125	и сейчас	2	4
126	во времена	1	4
127	случае в	3	4
128	представление о	3	4
129	для изучения	1	4
130	и очень	2	4
131	можно ли	2	4
132	дело не	1	4
133	это слово	1	4
134	как будто	5	4
135	в ее	5	4
136	языка и	1	4
137	что у	3	4
138	на вопрос	2	4
139	и что	8	4
140	заключается в	7	4
141	во втором	1	4
142	в качестве	2	4
143	же и	1	4
144	никто не	1	4
145	мы находим	1	4
146	как раз	2	4
147	не было	3	4
148	на эту	1	4
149	должна была	2	4
150	научного изучения	2	4
151	в частности	3	4
152	как бы	5	4
153	это в	2	4
154	гораздо более	2	4
155	же как	4	3
156	я уже	1	3
157	того же	2	3
158	и без	2	3
159	тем же	3	3
160	должна быть	3	3
161	в деле	1	3
162	эпохи в	3	3
163	то это	1	3
164	в ней	1	3
165	еще не	1	3
166	в чем	2	3
167	из двух	1	3
168	своего рода	1	3
169	но не	3	3
170	ответ на	1	3
171	или иное	2	3
172	с этим	3	3
173	как к	2	3
174	говорит что	5	3
175	не являются	1	3
176	то в	1	3
177	это можно	2	3
178	точку зрения	3	3
179	во многих	1	3
180	задний план	1	3
181	ведь и	1	3
182	же это	1	3
183	в каждом	3	3
184	и с	2	3
185	и тем	2	3
186	даже в	2	3
187	ни в	9	3
188	чем в	1	3
189	тому что	4	3
190	в конце	3	3
191	себе целью	1	3
192	в основе	2	3
193	этих двух	2	3
194	п в	1	3
195	в каком	2	3
196	обстоятельство что	1	3
197	очень часто	4	3
198	здесь совершенно	1	3
199	должны быть	3	3
200	что оно	3	3
201	для пушкина	1	3
202	в применении	2	3
203	должен быть	1	3
204	для себя	1	3
205	то или	2	3
206	не трудно	1	3
207	об этом	1	3
208	поэтому в	1	3
209	и вообще	1	3
210	его жизни	1	3
211	тем или	2	3
212	между тем	4	3
213	и только	3	3
214	но с	1	3
215	в двух	1	3
216	в какой	5	3
217	и так	4	3
218	по мнению	2	3
219	по этому	2	3
220	с одной	5	3
221	если это	1	3
222	без всякой	1	3
223	а с	1	3
224	что для	2	3
225	говорит о	2	3
226	на этот	1	3
227	применении к	2	3
228	в тех	1	3
229	с этой	4	3
230	не является	5	3
231	и для	5	3
232	не существует	2	3
233	в результате	4	3
234	или иным	2	3
235	будто бы	2	3
236	в таком	3	3
237	мере в	1	2
238	в первом	1	2
239	а как	1	2
240	мы имеем	4	2
241	мы не	12	2
242	бы что	2	2
243	не была	1	2
244	оба эти	1	2
245	в сущности	10	2
246	время как	5	2
247	совпадает с	4	2
248	литературы и	1	2
249	быть в	2	2
250	совсем не	3	2
251	в сторону	1	2
252	отношение к	2	2
253	за пределы	1	2
254	идет о	2	2
255	в м	1	2
256	что как	1	2
257	в своем	3	2
258	есть в	7	2
259	смысле этого	2	2
260	целый ряд	6	2
261	к числу	2	2
262	уже приводил	1	2
263	пушкина до	1	2
264	думать что	1	2
265	в себе	4	2
266	и те	1	2
267	при этом	19	2
268	он не	3	2
269	он должен	1	2
270	этого вопроса	2	2
271	и более	1	2
272	что ни	1	2
273	тут не	1	2
274	что все	3	2
275	разница между	3	2
276	при помощи	20	2
277	в данной	1	2
278	его в	2	2
279	и творчества	1	2
280	ни одной	1	2
281	не всегда	2	2
282	и уже	1	2
283	места в	1	2
284	можно найти	1	2
285	в такой	2	2
286	одним и	1	2
287	бы мы	2	2
288	всякий раз	8	2
289	надо сказать	3	2
290	их в	2	2
291	тем самым	2	2
292	как можно	1	2
293	что эта	3	2
294	она не	5	2
295	что с	2	2
296	как о	1	2
297	случае не	2	2
298	ничего не	2	2
299	имеем дело	1	2
300	и сальери	1	2
301	тем не	2	2
302	убедиться в	1	2
303	в сознании	2	2
304	только с	1	2
305	что на	3	2
306	есть только	2	2
307	ли не	1	2
308	с исчерпывающей	2	2
309	числе и	1	2
310	и такие	1	2
311	что при	3	2
312	и это	3	2
313	однако ни	1	2
314	без всякого	2	2
315	то время	5	2
