N	2gram	Bakhtin_sl_2	Hudozhes
1	том что	5	16
2	и в	39	14
3	так и	15	13
4	не только	24	12
5	при этом	7	12
6	о том	2	12
7	в том	5	12
8	а не	14	12
9	и т	35	11
10	в себе	2	11
11	в этом	16	11
12	прежде всего	8	11
13	в своей	1	10
14	для него	7	10
15	то же	4	9
16	как и	6	9
17	что он	2	9
18	в качестве	1	9
19	у него	3	9
20	по отношению	4	8
21	в этой	1	8
22	как в	13	8
23	то что	2	8
24	т п	33	8
25	же время	4	8
26	ничего не	1	8
27	в его	7	8
28	между тем	3	8
29	отношению к	4	8
30	в то	4	8
31	еще не	7	7
32	это не	5	7
33	не в	9	7
34	уже не	5	7
35	именно в	2	7
36	не может	20	7
37	как бы	7	7
38	а в	4	7
39	человека в	5	6
40	никогда не	7	6
41	жизни в	2	6
42	что в	3	6
43	с его	7	5
44	перед нами	3	5
45	но в	6	5
46	об этом	1	5
47	ни в	4	5
48	точки зрения	8	5
49	не менее	4	5
50	и его	33	5
51	к себе	1	5
52	во второй	1	5
53	только в	5	5
54	друг друга	1	5
55	может быть	37	5
56	но и	21	5
57	в частности	1	5
58	интерес к	1	5
59	в этих	7	5
60	героя и	5	5
61	одновременно и	3	5
62	жизни и	6	5
63	мы уже	2	4
64	и о	1	4
65	в ней	3	4
66	в своем	6	4
67	и к	6	4
68	в самом	1	4
69	та же	1	4
70	на то	1	4
71	что она	1	4
72	он не	2	4
73	и с	9	4
74	несмотря на	1	4
75	тем не	1	4
76	с ним	7	4
77	она не	6	4
78	по своей	1	4
79	связи с	3	4
80	в духе	1	4
81	и это	1	4
82	можно сказать	1	4
83	того что	1	4
84	один из	5	4
85	себя в	8	4
86	в конце	1	4
87	как раз	1	4
88	не было	2	4
89	и все	5	4
90	и от	3	4
91	речь идет	1	3
92	по преимуществу	1	3
93	с точки	3	3
94	на тех	1	3
95	говорить о	3	3
96	в мире	1	3
97	и на	4	3
98	отнюдь не	1	3
99	идет о	1	3
100	как к	3	3
101	все же	6	3
102	но он	2	3
103	в нем	19	3
104	т д	2	3
105	и по	1	3
106	на этом	3	3
107	лишь в	3	3
108	его в	4	3
109	с этим	2	3
110	даже в	2	3
111	в своих	1	3
112	такой же	1	3
113	она в	1	3
114	все эти	6	3
115	тем что	1	3
116	этом отношении	3	3
117	что при	1	3
118	как мы	7	3
119	того чтобы	2	3
120	в пределах	13	3
121	приводит к	1	3
122	еще в	1	3
123	о нем	2	3
124	а также	3	3
125	романа в	5	3
126	же в	1	3
127	в литературе	1	3
128	но не	6	3
129	и даже	7	3
130	превращается в	1	3
