N	3gram	Bakhtin_Fr_7	slovoVRo
1	в значительной степени	2	6
2	в большинстве случаев	2	5
3	по отношению к	2	4
4	то же время	9	4
5	в то же	9	4
6	в том что	3	4
7	с точки зрения	3	3
8	в этом отношении	2	3
9	но в то	3	3
10	все эти формы	1	3
11	так и в	3	3
12	и связанные с	1	2
13	и в сущности	1	2
14	в свою очередь	3	2
15	а также и	1	2
16	более или менее	2	2
17	в мировой литературе	1	2
18	как мы сказали	1	2
19	же время это	1	2
20	не только в	1	2
21	в романе и	1	2
22	во всяком случае	1	2
23	и в романе	1	2
24	в связи с	1	2
25	как мы уже	1	2
26	и может быть	1	1
27	а следовательно и	2	1
28	пространстве и времени	1	1
29	и не в	1	1
30	имеет дело с	1	1
31	от него и	1	1
32	в чем же	1	1
33	мы уже сказали	1	1
34	же время и	1	1
35	в нем для	1	1
36	в том числе	4	1
37	в средние века	4	1
38	и до конца	2	1
39	xiv и xv	1	1
40	на первый план	1	1
41	но все это	2	1
42	но и в	1	1
43	слов и выражений	2	1
44	том числе и	2	1
45	в сущности как	1	1
46	со всех сторон	1	1
47	например в речах	1	1
48	в применении к	1	1
49	в себя момент	1	1
50	а также в	1	1
51	человеку и его	1	1
52	не приходится однако	1	1
53	в той же	1	1
54	говорить не приходится	1	1
55	таким образом на	1	1
56	но в нем	1	1
57	и в историческом	1	1
58	мы уже говорили	3	1
59	есть не только	1	1
60	в них и	1	1
61	дошедшие до нас	1	1
62	в себе все	2	1
63	хотя и в	1	1
64	все то что	3	1
65	неразрывно связано с	1	1
66	по ту сторону	1	1
67	о том что	1	1
68	проявляется в том	1	1
69	таким образом в	1	1
70	вместе с ним	1	1
71	все эти явления	1	1
72	как и в	2	1
73	к нему и	1	1
74	с самого начала	1	1
75	средние века и	1	1
76	нужно сказать что	1	1
77	в другом случае	1	1
78	мы не знаем	1	1
79	в его целом	2	1
80	до некоторой степени	1	1
81	мы увидим что	1	1
82	как мы видели	4	1
