N	2gram	Bakhtin_Fr_1	Literetu
1	а не	1	20
2	и в	65	19
3	может быть	6	17
4	своего рода	1	13
5	то же	1	12
6	и не	22	11
7	как и	5	10
8	в том	16	10
9	и т.п	17	10
10	но и	10	10
11	в этом	15	9
12	в то	1	9
13	же время	1	9
14	не может	3	9
15	не только	10	8
16	и даже	8	8
17	с другой	3	8
18	слова и	1	7
19	том что	6	7
20	так и	10	7
21	с одной	2	7
22	то что	3	7
23	и на	11	6
24	в себе	3	6
25	при этом	6	6
26	не менее	1	6
27	одной стороны	2	6
28	в году	6	5
29	но не	2	5
30	он не	2	5
31	одна из	1	5
32	так в	1	5
33	для всех	1	5
34	у нас	1	5
35	на фоне	3	5
36	то есть	45	5
37	того что	2	5
38	мы не	1	4
39	по отношению	1	4
40	человека в	1	4
41	для него	5	4
42	точки зрения	7	4
43	не в	4	4
44	даже в	3	4
45	в области	7	4
46	ли не	1	4
47	в ней	6	4
48	еще в	1	4
49	в его	9	4
50	один из	1	4
51	и других	3	4
52	тем что	1	4
53	прежде всего	11	4
54	в частности	5	4
55	в искусстве	3	4
56	жизни в	5	4
57	другой стороны	1	4
58	жизни и	7	4
59	что в	3	4
60	речь идет	1	3
61	одним из	2	3
62	в сущности	16	3
63	и он	2	3
64	во всех	9	3
65	как к	1	3
66	в этой	4	3
67	то и	1	3
68	в нем	13	3
69	перестает быть	3	3
70	такой же	1	3
71	в их	4	3
72	с точки	3	3
73	тем самым	1	3
74	вплоть до	1	3
75	имени в	1	3
76	не столько	1	3
77	никогда не	6	3
78	ничего не	3	3
79	сознания в	1	3
80	и его	10	3
81	в себя	3	3
82	всей своей	1	3
83	и с	3	3
84	но с	2	3
85	так как	6	3
86	этом отношении	3	3
87	и др	24	3
88	со стороны	1	3
89	но это	3	3
90	в начале	1	3
91	и для	2	3
92	и как	1	3
93	что он	3	3
94	отношению к	1	3
95	как на	1	3
96	и до	4	2
97	это прежде	1	2
98	на первом	1	2
99	что нам	1	2
100	жизни как	3	2
101	разумеется не	1	2
102	но как	3	2
103	есть по	1	2
104	все же	6	2
105	как уже	1	2
106	и наконец	2	2
107	и к	4	2
108	но в	14	2
109	в противоположность	2	2
110	в целом	2	2
111	жизнь как	1	2
112	в нашем	1	2
113	как он	1	2
114	о которой	1	2
115	и сам	1	2
116	свое время	2	2
117	на этом	1	2
118	а затем	2	2
119	в жизни	4	2
120	но уже	1	2
121	в них	5	2
122	нет в	1	2
123	а за	1	2
124	он и	3	2
125	и еще	4	2
126	как бы	22	2
127	и без	2	2
128	не к	2	2
129	мысли и	4	2
130	по преимуществу	1	2
131	одном из	1	2
132	что было	1	2
133	из ведущих	1	2
134	в основе	8	2
135	для кого	1	2
136	не вполне	2	2
137	в образах	1	2
138	могут быть	2	2
139	даже и	3	2
140	для того	1	2
141	в виду	3	2
142	в ее	3	2
143	это как	4	2
144	еще не	6	2
145	о том	2	2
146	для нас	4	2
147	а потому	1	2
148	и только	1	2
149	было бы	1	2
150	и одновременно	5	2
151	одной из	1	2
152	в какой	1	2
153	друг друга	3	2
154	потому что	5	2
155	уже не	3	2
156	уже в	1	2
157	из них	4	2
158	был бы	1	2
159	одно из	6	2
160	в одном	5	2
161	в конце	1	2
162	что и	1	2
163	вовсе не	18	2
164	при всей	2	2
165	у него	1	2
166	как раз	3	2
167	наконец в	1	2
168	себя и	1	2
169	что не	2	2
170	выше и	1	2
171	не было	1	2
172	до конца	2	2
173	него не	1	2
174	мира в	3	2
175	как это	1	2
176	из которых	1	2
177	к жизни	2	2
178	это его	2	2
179	на свете	1	2
180	под названием	1	2
181	при всем	1	2
182	не является	3	2
183	в результате	1	2
184	хотя бы	1	2
185	с ним	3	2
186	же в	2	2
187	из тех	2	2
188	не знает	6	2
189	враг и	1	2
190	в свое	2	2
191	сила и	1	2
192	в своих	5	2
193	все что	1	2
194	том числе	10	2
195	отношения к	2	1
196	многих отношениях	1	1
197	это и	1	1
198	что слово	1	1
199	здесь и	4	1
200	от своей	1	1
201	по которым	1	1
202	смерть в	2	1
203	прошлое и	1	1
204	из всех	2	1
205	мы имеем	1	1
206	и само	2	1
207	он знает	1	1
208	как мы	6	1
209	перейти в	1	1
210	начала в	4	1
211	меньшей степени	5	1
212	он был	2	1
213	земной мирской	1	1
214	в чем	2	1
215	нет другой	1	1
216	акт акт	1	1
217	самом деле	3	1
218	снова вернуть	1	1
219	целом ряде	1	1
220	остаются в	1	1
221	постановка проблемы	2	1
222	отличие от	5	1
223	за пределы	8	1
224	которые не	1	1
225	это мир	1	1
226	в произведениях	1	1
227	других произведениях	2	1
228	это самое	1	1
229	и вовсе	3	1
230	как в	5	1
231	есть в	5	1
232	как нам	1	1
233	в полном	1	1
234	что по	1	1
235	самом начале	1	1
236	и свою	1	1
237	площади в	1	1
238	от этого	1	1
239	в этот	1	1
240	поэтому он	1	1
241	для которого	1	1
242	в самом	4	1
243	и конечно	1	1
244	лежит на	1	1
245	все эти	10	1
246	во многих	2	1
247	приобретает характер	1	1
248	в известном	1	1
249	но он	1	1
250	праздников и	1	1
