N	3gram	Medvedev_F_3	Istorich
1	и т д	6	18
2	с другой стороны	5	8
3	в этом случае	1	7
4	с одной стороны	1	7
5	в этих случаях	1	6
6	вместе с тем	3	6
7	о том что	1	4
8	в связи с	4	4
9	но все же	1	4
10	тем не менее	2	4
11	т е в	1	3
12	так же как	1	3
13	не может быть	14	3
14	для того чтобы	4	3
15	в нем и	2	3
16	потому что он	3	2
17	по отношению к	3	2
18	о том как	2	2
19	до сих пор	1	2
20	в это время	1	2
21	т е на	1	2
22	в данном случае	4	2
23	не только в	1	2
24	и вместе с	1	2
25	но так как	1	2
26	мы видели что	2	2
27	друг с другом	1	2
28	в том что	3	2
29	на то что	1	2
30	как и в	1	2
31	уже знаем что	2	1
32	объясняется тем что	1	1
33	сводится к следующему	1	1
34	мере того как	1	1
35	иметь в виду	1	1
36	в виду что	1	1
37	а не в	3	1
38	уже тогда когда	1	1
39	из того что	1	1
40	на самом деле	12	1
41	в его состав	1	1
42	в том числе	1	1
43	себя в нем	1	1
44	и все эти	1	1
45	по мере того	1	1
46	в своей работе	1	1
47	можно утверждать что	1	1
48	с точки зрения	14	1
49	но для нас	1	1
50	в зависимости от	5	1
51	сам по себе	1	1
52	в отличие от	2	1
53	и тем не	1	1
54	с тем что	1	1
55	том числе и	1	1
56	то же время	7	1
57	только тем что	1	1
58	а иногда и	1	1
59	с этой точки	1	1
60	дело не в	2	1
61	что там где	1	1
62	не в том	1	1
63	которых идет речь	1	1
64	только один из	1	1
65	и на этом	1	1
66	нее т е	1	1
67	о которых идет	1	1
68	во всяком случае	6	1
69	мы увидим что	2	1
70	это время в	1	1
71	и в других	1	1
72	но мы видели	1	1
73	этой точки зрения	1	1
74	из нее т	1	1
75	мы уже знаем	2	1
76	этих случаях особенно	1	1
77	но уже в	2	1
78	т д их	1	1
79	что в его	1	1
80	с самого начала	1	1
81	в пределах одной	2	1
82	в самом деле	4	1
83	подобно тому как	4	1
84	можно сказать что	1	1
85	но и здесь	1	1
86	совершенно ясно в	1	1
87	совершенно очевидно что	1	1
88	в то же	7	1
89	же как мы	2	1
90	то же что	2	1
91	как мы знаем	4	1
92	как мы видели	2	1
93	в пределах одного	2	1
94	мы еще не	1	1
95	другой стороны в	1	1
