N	3gram	Losev_Vlad_1	Mirosoze
1	не может быть	3	17
2	о человеке и	1	6
3	вместе с тем	1	5
4	и вместе с	1	4
5	это и есть	1	4
6	потому что в	1	3
7	с тем что	1	3
8	и в конце	1	2
9	уже не только	1	2
10	и не может	1	2
11	что он не	3	2
12	но он не	1	2
13	он никогда не	1	2
14	то время как	1	2
15	не только в	2	2
16	в конце концов	3	2
17	в то время	2	2
18	для того чтобы	2	2
19	он не только	2	2
20	он был очень	1	1
21	что иное как	1	1
22	а не к	1	1
23	нет и не	1	1
24	и это было	1	1
25	в которой все	1	1
26	он был человек	1	1
27	не без основания	1	1
28	и он был	1	1
29	человек может быть	1	1
30	к жизни в	1	1
31	в самом деле	1	1
32	так и не	1	1
33	и действительно в	1	1
34	было для него	1	1
35	вл соловьева в	15	1
36	у него не	2	1
37	он не был	1	1
38	но это не	1	1
39	не было ничего	1	1
40	если он сам	1	1
41	он был и	1	1
42	большой мастер в	1	1
43	того ни с	1	1
44	не давала ему	1	1
45	жизнь и творения	1	1
46	был не только	1	1
47	и ничего не	1	1
48	с того ни	1	1
49	в этот момент	1	1
50	а во имя	1	1
51	ни с сего	1	1
52	во всяком случае	2	1
53	он был также	1	1
54	в разных местах	1	1
55	на протяжении всей	1	1
56	и в том	1	1
57	что он был	1	1
58	к богу но	1	1
59	даже и в	1	1
60	и никогда не	1	1
61	что и в	2	1
62	и по своим	2	1
63	о том что	7	1
64	ни с того	1	1
65	не что иное	1	1
66	в том что	7	1
67	выходят за пределы	1	1
68	ответ на это	2	1
69	от нее и	1	1
