N	4gram	Vinokur_Ku_3	Vladivir
1	только в том случае	1	3
2	обращает на себя внимание	1	2
3	что бы то ни	1	2
4	а с другой стороны	1	2
5	в то же время	1	2
6	и в то же	1	2
7	бы то ни стало	1	2
8	и вместе с тем	1	2
9	во что бы то	1	2
10	и тем не менее	3	1
11	которых он мог бы	1	1
12	на которых он мог	1	1
13	в самом деле ведь	1	1
14	не с точки зрения	1	1
15	не выходит за пределы	1	1
16	эта заключается в том	1	1
17	же при таких условиях	1	1
18	с этой точки зрения	1	1
19	сам по себе уже	1	1
20	заключается в том что	1	1
21	не принимая во внимание	1	1
22	мы должны сказать что	1	1
23	в том случае когда	3	1
