N	3gram	Ircho_Kome_3	DiskursI
1	в том что	9	13
2	по отношению к	3	9
3	с одной стороны	3	9
4	о том что	4	5
5	в отличие от	1	4
6	то же время	4	4
7	к тому же	4	4
8	но при этом	1	3
9	в свою очередь	6	3
10	с другой стороны	2	3
11	в то же	4	3
12	не говоря уже	1	2
13	подобно тому как	1	2
14	в том числе	1	2
15	в соответствии с	1	2
16	то же самое	3	2
17	одной стороны и	1	2
18	говоря уже о	1	2
19	том числе и	1	2
20	в основе своей	1	2
21	по крайней мере	1	2
22	на мой взгляд	1	2
23	в том чтобы	1	2
24	не сводится к	1	2
25	по своему происхождению	1	2
26	состоит в том	2	2
27	едва ли не	1	2
28	более или менее	1	2
29	можно сказать что	1	2
30	в этом случае	2	1
31	и тому же	1	1
32	следует понимать как	1	1
33	одной из сторон	1	1
34	в нем только	1	1
35	прежде всего это	1	1
36	х годов в	1	1
37	о том как	3	1
38	тем же словом	1	1
39	с точки зрения	3	1
40	тому как мы	1	1
41	не было и	1	1
42	до сих пор	9	1
43	событие о котором	1	1
44	и не может	1	1
45	и в то	1	1
46	что он не	2	1
47	в первую очередь	1	1
48	к точке зрения	1	1
49	вместе с тем	3	1
50	и далеко не	1	1
51	еще не знает	1	1
52	как уже говорилось	1	1
53	таким же образом	1	1
54	то что и	1	1
55	к себе и	1	1
56	далеко не всегда	1	1
57	кто из вас	1	1
58	они принадлежат к	1	1
59	в связи с	3	1
60	к лицу с	1	1
61	vi в и	1	1
62	свою принадлежность к	1	1
63	во всяком случае	3	1
64	к мысли что	1	1
65	в свое время	1	1
66	в этом отношении	2	1
67	одной стороны он	1	1
68	так и в	1	1
69	к этому времени	1	1
70	как и всякий	1	1
71	том что человек	1	1
72	с самого начала	4	1
73	в конечном счете	2	1
74	и тем более	1	1
75	к одному и	1	1
76	о котором он	1	1
77	речь идет о	3	1
78	в известной степени	2	1
79	на то что	1	1
80	трагедии и в	2	1
81	к одной из	1	1
82	тем не менее	3	1
83	но все же	2	1
84	лицом к лицу	1	1
85	сводится к одной	1	1
86	одному и тому	1	1
