N	2gram	Vygotskiy__6	Morfolog
1	может быть	13	52
2	таким образом	18	20
3	представляет собой	3	17
4	не может	19	17
5	в этих	2	16
6	могут быть	5	15
7	с этим	4	14
8	и в	28	13
9	в этом	27	13
10	так как	10	12
11	и др	2	12
12	перед нами	1	11
13	связи с	3	11
14	мы видим	7	11
15	видим что	1	10
16	представляют собой	3	10
17	то же	7	9
18	мы имеем	4	9
19	так и	6	9
20	этом случае	2	9
21	прежде всего	2	9
22	а не	3	9
23	в связи	2	9
24	и не	11	9
25	что и	4	8
26	с другой	2	8
27	по существу	2	8
28	в результате	1	8
29	вопрос о	5	7
30	в качестве	4	7
31	в тех	1	7
32	все же	2	7
33	но если	4	7
34	но не	10	6
35	это не	5	6
36	во время	1	6
37	подобно тому	1	6
38	не могут	5	6
39	и здесь	3	6
40	в том	28	6
41	а в	2	6
42	мы не	6	5
43	во всех	4	5
44	в море	1	5
45	тому как	1	5
46	то что	28	5
47	в ходе	3	5
48	далеко не	1	5
49	не менее	2	5
50	потому что	22	5
51	образом мы	2	5
52	этот момент	1	5
53	один из	3	5
54	мы увидим	1	5
55	если мы	2	5
56	как бы	11	5
57	и другие	2	5
58	увидим ниже	2	4
59	задачи в	1	4
60	тех же	1	4
61	показать что	5	4
62	к началу	1	4
63	что его	1	4
64	как в	3	4
65	не хватает	2	4
66	хотя и	3	4
67	и как	6	4
68	не только	16	4
69	на его	3	4
70	на этом	4	4
71	об этом	1	4
72	его в	6	4
73	было бы	9	4
74	вовсе не	1	4
75	как и	6	4
76	несмотря на	2	4
77	точки зрения	13	4
78	с точки	10	4
79	тем не	1	4
80	на котором	2	4
81	что функции	2	4
82	тем что	8	4
83	очень часто	1	4
84	в других	2	4
85	как мы	10	4
86	раньше чем	2	4
87	по отношению	10	4
88	и затем	1	4
89	другой стороны	2	4
90	там где	7	4
91	так же	15	4
92	на пути	1	4
93	оно может	1	4
94	отношению к	10	4
95	что в	17	4
96	начинается с	3	3
97	самом деле	2	3
98	на самом	1	3
99	в первом	4	3
100	момент когда	1	3
101	между собой	9	3
102	трудные задачи	1	3
103	независимо от	3	3
104	целый ряд	4	3
105	как таковое	2	3
106	но в	5	3
107	в целом	3	3
108	в нашем	4	3
109	в пределах	5	3
110	он должен	4	3
111	может существовать	2	3
112	и по	3	3
113	прежде чем	1	3
114	но все	1	3
115	в ход	1	3
116	а по	3	3
117	вопрос как	1	3
118	входит в	1	3
119	из них	2	3
120	ни в	1	3
121	том что	19	3
122	в то	6	3
123	в сущности	7	3
124	того чтобы	10	3
125	от того	10	3
126	раз он	2	3
127	то здесь	1	3
128	если бы	7	3
129	с того	3	3
130	но и	10	3
131	он не	7	3
132	во втором	3	3
133	значит что	1	3
134	к нему	1	3
135	требует в	1	3
136	и ее	1	3
137	в начале	1	3
138	друг друга	4	3
139	мы можем	9	3
140	в руки	1	3
141	что они	2	3
142	то можно	1	3
143	из которых	1	3
144	но это	2	3
145	кроме того	1	3
146	и вызывает	2	3
147	мы должны	3	3
148	только что	2	3
149	первом случае	3	3
150	смысле слова	1	2
151	эти функции	2	2
152	как это	3	2
153	относятся к	1	2
154	тем же	1	2
155	что эти	1	2
156	собственном смысле	1	2
157	есть нечто	1	2
158	время как	5	2
159	мы получаем	1	2
160	а с	1	2
161	и к	6	2
162	мы определяем	1	2
163	то в	5	2
164	животных и	2	2
165	как то	1	2
166	переходит на	1	2
167	из его	1	2
168	не значит	1	2
169	состоит в	2	2
170	которое может	1	2
171	в нее	1	2
172	можно было	7	2
173	и за	1	2
174	сделать из	1	2
175	бы они	1	2
176	затем уже	1	2
177	в другом	2	2
178	мы уже	2	2
179	это было	1	2
180	в ином	3	2
181	оно как	1	2
182	то как	1	2
183	с тем	5	2
184	и тогда	1	2
185	на первый	1	2
186	для него	6	2
187	и при	1	2
188	что такое	3	2
189	мы приходим	1	2
190	за которым	1	2
191	настоящее время	1	2
192	и более	2	2
193	и наоборот	1	2
194	же может	1	2
195	заставляет его	1	2
196	все эти	2	2
197	что эта	2	2
198	и функции	2	2
199	с теми	1	2
200	не имеет	6	2
201	одна из	1	2
202	и сразу	1	2
203	и его	3	2
204	в каком	1	2
205	один раз	5	2
206	они и	1	2
207	перейти к	2	2
208	для того	8	2
209	оно не	4	2
210	совершается в	3	2
211	в собственном	1	2
212	то время	6	2
213	и что	6	2
214	не с	2	2
215	ясно что	4	2
216	является в	1	2
217	означает что	2	2
218	о том	1	2
219	с одной	1	2
220	можно сказать	6	2
221	в различных	1	2
222	может не	1	2
223	так если	2	2
224	не означает	1	2
225	и только	3	2
226	того что	24	2
227	как например	1	2
228	идет по	2	2
229	этот вопрос	3	2
230	что он	18	2
231	только в	18	2
232	уже не	1	2
233	в виде	1	2
234	его и	1	2
235	как их	1	2
236	без всякой	1	2
237	живой и	1	2
238	а на	1	2
239	не знает	3	2
240	сказать что	13	2
241	что мы	11	2
242	в частности	4	2
243	к другой	6	2
244	одной стороны	1	2
245	самого себя	1	2
246	есть и	1	2
247	нам еще	1	2
