N	2gram	Propp_Morf_1	Istorich
1	в сказке	15	44
2	и в	13	28
3	и т	41	25
4	может быть	52	25
5	т д	39	22
6	а не	11	15
7	не может	14	15
8	мы имеем	9	13
9	мы должны	3	13
10	для нас	2	13
11	то же	7	12
12	не только	4	12
13	что в	8	12
14	мы видим	13	11
15	только в	2	11
16	мы не	8	10
17	все же	7	10
18	и что	2	10
19	что он	4	10
20	мы увидим	8	10
21	что сказка	3	10
22	но и	4	10
23	прежде всего	9	10
24	волшебной сказки	2	10
25	т е	21	10
26	не в	3	9
27	так и	6	9
28	о том	2	9
29	то что	8	9
30	видим что	10	9
31	в том	6	9
32	и не	12	9
33	царских детей	2	8
34	в этом	14	8
35	но в	2	8
36	что это	1	8
37	в лес	7	8
38	таким образом	21	8
39	не всегда	9	8
40	если бы	2	8
41	в лесу	1	8
42	здесь мы	3	7
43	это не	6	7
44	исторической действительности	1	7
45	еще не	3	7
46	и здесь	5	7
47	этот вопрос	2	7
48	и др	10	7
49	что мы	2	7
50	так же	3	7
51	том что	4	7
52	было бы	3	7
53	в этих	13	7
54	а в	7	7
55	иное царство	5	6
56	сказки и	3	6
57	в этой	2	6
58	его в	2	6
59	так например	3	6
60	для изучения	1	6
61	тем не	5	6
62	не менее	5	6
63	сказки с	5	6
64	к тому	4	6
65	что и	7	6
66	вслед за	5	6
67	так как	16	6
68	представляют собой	11	6
69	с другой	8	6
70	вход в	1	6
71	видно что	1	6
72	из дома	9	6
73	например в	2	5
74	должна быть	1	5
75	вопрос о	7	5
76	на курьих	1	5
77	мы будем	3	5
78	что они	2	5
79	более или	2	5
80	увидим что	1	5
81	что она	2	5
82	в силу	1	5
83	по существу	12	5
84	их в	1	5
85	курьих ножках	1	5
86	или менее	2	5
87	не будем	4	5
88	дело не	2	5
89	изучения сказки	5	5
90	можно было	2	5
91	из дому	2	5
92	в его	1	5
93	что здесь	1	5
94	но не	4	5
95	в качестве	5	5
96	в одном	1	5
97	до сих	1	5
98	сих пор	1	5
99	или в	4	5
100	не знает	1	5
101	сказать что	2	5
102	другой стороны	4	5
103	героя в	4	5
104	ее в	1	5
105	и даже	1	4
106	и для	2	4
107	и на	1	4
108	между собой	4	4
109	то мы	4	4
110	одним словом	1	4
111	чем это	2	4
112	не все	6	4
113	с этим	11	4
114	представляет собой	17	4
115	все эти	2	4
116	на то	2	4
117	волшебная сказка	1	4
118	но все	3	4
119	об этом	4	4
120	и с	1	4
121	с тем	2	4
122	как и	3	4
123	даже в	1	4
124	со сказкой	2	4
125	на него	3	4
126	в основе	1	4
127	находится в	1	4
128	в иное	5	4
129	связи с	10	4
130	иногда не	1	4
131	должны быть	1	4
132	здесь не	2	4
133	в пределах	3	4
134	означает что	2	4
135	раньше чем	3	4
136	того что	3	4
137	с одной	1	4
138	потому что	3	4
139	так что	1	4
140	в большинстве	3	4
141	большинстве случаев	3	4
142	не покидать	1	4
143	должны будем	2	4
144	а именно	1	4
145	избушка на	1	4
146	и пр	37	4
147	один из	5	4
148	установить что	1	4
149	одной стороны	1	4
150	могут быть	16	4
151	там где	5	4
152	друг с	1	4
153	как будто	2	4
154	сказки не	3	4
155	в связи	9	4
156	это так	2	4
157	хотя бы	4	4
158	но это	6	4
159	обстоит дело	1	4
160	но оно	2	4
161	и другие	6	4
162	они не	1	4
163	также и	4	3
164	начинается с	3	3
165	по отдельным	1	3
166	требует специального	1	3
167	время как	3	3
168	ему в	1	3
169	то это	3	3
170	не совсем	1	3
171	высока терема	1	3
172	там и	1	3
173	по отношению	4	3
174	сказку с	1	3
175	перед нами	10	3
176	могли бы	1	3
177	ход действия	5	3
178	к чему	3	3
179	точку зрения	1	3
180	очень много	1	3
181	при этом	1	3
182	д все	2	3
183	в сад	2	3
184	и по	2	3
185	на этом	3	3
186	же не	1	3
187	в другом	2	3
188	из них	3	3
189	не с	2	3
190	волшебное средство	10	3
191	и тогда	1	3
192	этот материал	1	3
193	во время	6	3
194	некоторые сказки	1	3
195	тесно связаны	1	3
196	бы быть	1	3
197	что например	1	3
198	в то	3	3
199	на котором	3	3
200	дело в	1	3
201	того как	2	3
202	с религией	1	3
203	в руки	3	3
204	с другом	1	3
205	сказки в	2	3
206	детей в	1	3
207	очень часто	6	3
208	на сказки	1	3
209	же самое	1	3
210	утверждать что	3	3
211	как мы	6	3
212	волшебных сказок	7	3
213	действия и	1	3
214	в образе	4	3
215	с того	3	3
216	сказке в	1	3
217	или на	3	3
218	покидать высока	1	3
219	ли он	1	3
220	в какой	3	3
221	во всем	1	3
222	и его	1	3
223	уже не	2	3
224	не можем	1	3
225	если мы	5	3
226	в начале	3	3
227	и их	2	3
228	то время	3	3
229	которые могут	1	3
230	тем что	4	3
231	в форме	6	3
232	эти формы	2	3
233	мы еще	1	3
234	на эту	1	3
235	к сказке	1	3
236	как это	3	3
237	сказки так	2	3
238	из которых	3	3
239	наряду с	5	3
240	сравнивать сказку	1	3
241	что же	2	3
242	герой или	1	3
243	элементы сказки	2	3
244	отношению к	4	3
245	точно так	1	3
246	одним из	1	2
247	лесной избушки	1	2
248	увидим ниже	5	2
249	мы привели	1	2
250	вопрос мы	1	2
251	оно может	3	2
252	в доме	1	2
253	по его	1	2
254	другой вопрос	2	2
255	связаны между	1	2
256	большую роль	1	2
257	а для	1	2
258	не вполне	1	2
259	очень простой	1	2
260	что вопрос	1	2
261	когда мы	1	2
262	не ходи	1	2
263	это время	1	2
264	большей частью	4	2
265	бы то	3	2
266	так если	2	2
267	во всех	4	2
268	как таковая	2	2
269	трудные задачи	3	2
270	мы нашли	1	2
271	значение и	1	2
272	задача может	1	2
273	ответ на	1	2
274	отличие от	1	2
275	дает сказка	2	2
276	первый взгляд	3	2
277	как в	3	2
278	как уже	2	2
279	и как	5	2
280	в круг	1	2
281	ходу действия	1	2
282	так тесно	1	2
283	в целом	3	2
284	тут и	1	2
285	в тех	6	2
286	которые в	1	2
287	право на	2	2
