N	3gram	Savitsky_E_1	KulturaY
1	для того чтобы	5	15
2	в том что	6	15
3	и т д	1	14
4	с точки зрения	16	9
5	с другой стороны	2	6
6	в этом отношении	3	5
7	во всяком случае	3	5
8	что же касается	1	4
9	хотя бы в	2	4
10	более или менее	1	3
11	в этом смысле	3	3
12	в соответствии с	1	3
13	того или иного	4	3
14	только в том	2	3
15	можно было бы	3	3
16	в связи с	1	3
17	в свою очередь	2	3
18	не может быть	2	3
19	и того же	1	2
20	того что в	2	2
21	чуть ли не	1	2
22	на то что	2	2
23	рано или поздно	2	2
24	в ряде случаев	1	2
25	так и в	2	2
26	по большей части	1	2
27	в тех случаях	1	2
28	то же время	14	2
29	заключается в том	2	2
30	хотя бы и	3	2
31	этой точки зрения	5	2
32	речь идет о	1	2
33	одного и того	1	2
34	тех случаях когда	1	2
35	в то же	15	2
36	к тому что	1	2
37	мы увидим что	1	2
38	говоря уже об	1	1
39	в пределах данной	1	1
40	что в этом	1	1
41	в силу этого	1	1
42	к настоящему моменту	3	1
43	между ними и	2	1
44	ответить на этот	1	1
45	не говоря уже	2	1
46	есть нечто абсолютно	1	1
47	во многих случаях	1	1
48	что в тех	1	1
49	слова т е	1	1
50	с одной стороны	8	1
51	и во многих	1	1
52	во многих других	1	1
53	том случае если	1	1
54	и в то	8	1
55	в отличие от	1	1
56	к тому чтобы	2	1
57	на этот вопрос	1	1
58	в противном случае	1	1
59	в европе и	1	1
60	в любой из	1	1
61	с этой точки	5	1
62	и не в	1	1
63	всегда в известной	1	1
64	в том случае	1	1
65	рассматривать как одно	1	1
66	в применении к	3	1
67	не только в	4	1
68	и с точки	1	1
69	в самом процессе	1	1
70	чтобы ответить на	1	1
71	тех или иных	1	1
72	всех этих случаях	1	1
73	но тем самым	1	1
74	во всех этих	1	1
75	относиться только к	1	1
76	в том смысле	1	1
77	та или иная	1	1
78	как одно из	1	1
79	было бы неправильно	1	1
80	само по себе	4	1
81	так же как	5	1
82	вместо того чтобы	1	1
83	это потому что	1	1
84	как и всякая	1	1
85	очевидно что в	2	1
86	но было бы	2	1
87	дело там где	1	1
88	по своим природным	1	1
89	в стороне от	1	1
90	вовсе не в	1	1
91	том смысле что	1	1
92	мы сказали бы	1	1
93	с тем что	1	1
94	обстоит дело в	2	1
95	и тем самым	1	1
96	той или иной	4	1
97	поскольку речь идет	1	1
98	смысле этого слова	1	1
99	друг от друга	2	1
100	для нас значение	1	1
101	в большинстве случаев	2	1
102	что оно не	1	1
103	состоит вовсе не	1	1
104	с течением времени	2	1
105	т е не	1	1
106	именно в той	1	1
107	на этот раз	1	1
108	на юге в	1	1
109	только тогда когда	1	1
