N	2gram	Potebnia_M_1	VeschiIm
1	не есть	10	49
2	не может	22	33
3	не только	21	31
4	может быть	27	29
5	и не	18	28
6	и в	39	26
7	то что	10	24
8	и есть	2	23
9	значит что	1	22
10	это значит	1	22
11	и т	6	21
12	т д	4	20
13	а не	21	20
14	есть только	11	17
15	что я	1	16
16	и следовательно	2	15
17	в смысле	4	15
18	что она	1	14
19	только в	25	14
20	по себе	10	13
21	и что	10	13
22	того что	8	13
23	и то	3	12
24	есть не	2	12
25	все же	6	12
26	что это	3	12
27	было бы	12	12
28	и ее	1	12
29	но и	20	12
30	сказать что	3	12
31	а и	1	11
32	таким образом	13	11
33	с нею	4	11
34	что же	2	11
35	то же	6	10
36	есть нечто	4	10
37	в ней	7	10
38	как бы	6	10
39	что такое	1	10
40	потому что	52	10
41	уже не	2	10
42	что мы	4	10
43	предполагает что	1	9
44	бы то	2	9
45	в самом	3	9
46	то ни	3	9
47	и с	3	9
48	в том	26	9
49	что не	10	9
50	еще и	1	9
51	прежде всего	4	9
52	есть явление	2	9
53	ни было	2	9
54	что иное	2	8
55	с ее	2	8
56	иное как	2	8
57	сущности и	1	8
58	в себе	13	8
59	на то	2	8
60	и это	3	8
61	ничего не	1	8
62	себя и	1	8
63	она есть	1	8
64	но это	5	8
65	не что	2	8
66	в этом	15	7
67	не будет	2	7
68	его в	1	7
69	с другими	1	7
70	том что	16	7
71	в то	4	7
72	что оно	2	7
73	указывает на	1	7
74	д и	1	7
75	себя в	1	7
76	и их	3	7
77	так как	21	7
78	совершенно не	1	7
79	со стороны	8	6
80	что они	1	6
81	и как	6	6
82	но в	9	6
83	одно и	1	6
84	точки зрения	8	6
85	но если	2	6
86	по крайней	2	6
87	с ним	3	6
88	ее не	1	6
89	она не	3	6
90	можно было	1	6
91	должно быть	7	6
92	и только	2	6
93	крайней мере	2	6
94	так что	16	6
95	если мы	3	6
96	для него	4	6
97	но что	1	6
98	относится к	3	6
99	то не	3	6
100	когда мы	2	6
101	быть только	5	6
102	в результате	1	6
103	жизни и	2	6
104	что в	22	6
105	того же	3	5
106	в сущности	2	5
107	и бытия	1	5
108	на себя	1	5
109	в чем	1	5
110	но не	8	5
111	должна быть	3	5
112	это не	7	5
113	с тем	5	5
114	а есть	1	5
115	не в	15	5
116	тем не	6	5
117	есть всегда	1	5
118	в отношении	1	5
119	не менее	6	5
120	у нас	2	5
121	для себя	3	5
122	свою очередь	4	5
123	в ее	1	5
124	должны быть	7	5
125	если бы	14	5
126	для этого	2	5
127	отлично от	1	5
128	еще не	6	5
129	что для	3	5
130	ни от	1	5
131	с этой	2	5
132	и для	5	5
133	из себя	5	5
134	а в	5	5
135	в свою	4	5
136	но тогда	2	4
137	явления и	1	4
138	собственном смысле	1	4
139	мы не	10	4
140	то это	5	4
141	в их	2	4
142	во всех	5	4
143	для всякого	2	4
144	независимо от	6	4
145	его на	2	4
146	с этим	7	4
147	в своем	3	4
148	же не	1	4
149	не предполагает	1	4
150	и мы	1	4
151	в природу	1	4
152	как и	9	4
153	между собою	6	4
154	с точки	3	4
155	и более	2	4
156	что есть	1	4
157	на себе	2	4
158	же время	4	4
159	точке зрения	2	4
160	должен быть	1	4
161	и о	2	4
162	только то	2	4
163	смысле и	1	4
164	о том	2	4
165	с другой	7	4
166	судить о	3	4
167	что и	6	4
168	с а	2	4
169	оно и	3	4
170	этот вопрос	2	4
171	то и	7	4
172	из них	1	4
173	бытия и	3	4
174	явлением и	1	4
175	тем что	9	4
176	и даже	4	4
177	как же	1	4
178	знания и	1	4
179	и потому	5	4
180	в данном	1	4
181	быть не	4	4
182	как только	1	4
183	говорить что	1	4
184	не существует	2	4
185	и все	3	4
186	собственно говоря	1	4
187	от того	4	4
188	между ними	1	4
189	оно не	3	4
190	сам по	1	3
191	самом деле	1	3
192	и всем	1	3
193	в чисто	1	3
194	отношения к	1	3
195	с в	5	3
196	или ее	1	3
197	мы имеем	1	3
198	вопрос о	4	3
199	из того	2	3
200	не то	1	3
201	явлений и	3	3
202	более или	1	3
203	себе не	1	3
204	вопроса о	2	3
205	как оно	1	3
206	в нем	20	3
207	перестает быть	1	3
208	в понятии	2	3
209	подобно тому	3	3
210	на этом	1	3
211	могла бы	2	3
212	было в	1	3
213	понятие не	1	3
214	в жизни	3	3
215	несмотря на	5	3
216	значит не	1	3
217	нисколько не	2	3
218	или менее	1	3
219	в своей	3	3
220	существуют и	1	3
221	не понимает	1	3
222	все это	1	3
223	есть еще	1	3
224	их в	1	3
225	чтобы она	1	3
226	между прочим	2	3
227	как можно	1	3
228	и другое	3	3
229	тогда когда	9	3
230	и притом	4	3
231	ее с	2	3
232	в уме	1	3
233	само по	4	3
234	того чтобы	2	3
235	или как	1	3
236	к ней	2	3
237	к тому	4	3
238	на это	1	3
239	и самое	2	3
240	можно и	1	3
241	но понимание	1	3
242	в собственном	2	3
243	так и	13	3
244	нужно было	3	3
245	и вообще	3	3
246	есть тоже	1	3
247	один из	1	3
248	мы видим	4	3
249	что он	1	3
250	но как	3	3
251	но то	1	3
252	без этого	1	3
253	только на	3	3
254	отличны от	1	3
255	сама по	3	3
256	мы находим	1	3
257	в одном	8	3
258	даже и	2	3
259	никогда не	4	3
260	вместе с	8	3
261	что именно	2	3
262	тому как	4	3
263	есть как	2	3
264	да и	1	3
265	к пониманию	1	3
266	она может	3	3
267	бы в	4	3
268	тем более	2	3
269	хотя бы	2	3
270	по законам	2	2
271	от этого	1	2
272	переход от	1	2
273	тем же	2	2
274	в первом	5	2
275	из его	1	2
276	поэтому и	1	2
277	той же	3	2
278	как мы	2	2
279	человека и	1	2
280	оба эти	1	2
281	с но	4	2
282	бы ни	4	2
283	явление не	1	2
284	мысли и	9	2
285	на их	1	2
286	то очевидно	1	2
287	мы будем	2	2
288	а только	4	2
289	не все	2	2
290	тогда как	2	2
291	себе и	1	2
292	и таким	1	2
293	есть предмет	1	2
294	как в	10	2
295	и нет	1	2
296	когда он	1	2
297	и понимания	9	2
298	что на	6	2
299	то в	5	2
300	от чего	1	2
301	образом и	2	2
302	приводит к	1	2
303	всем прочим	1	2
304	если он	1	2
305	и если	2	2
306	он не	3	2
307	для того	3	2
308	существует и	1	2
309	и этот	1	2
310	себя самой	1	2
311	но все	2	2
312	и может	2	2
313	различие между	1	2
314	на все	2	2
315	то есть	42	2
316	от одного	1	2
317	и тем	3	2
318	звуки и	2	2
319	только одно	1	2
320	ни в	1	2
321	но уже	2	2
322	все равно	1	2
323	в слове	8	2
324	и уже	1	2
325	не мог	3	2
326	же есть	1	2
327	признать что	1	2
328	и эти	1	2
329	для нее	2	2
330	тому что	3	2
331	или что	1	2
332	она могла	1	2
333	что ему	1	2
334	дело в	2	2
335	в науке	1	2
336	на него	3	2
337	но только	1	2
338	для всего	1	2
339	в разных	2	2
340	в самой	3	2
341	как она	3	2
342	и его	5	2
343	этого предмета	1	2
344	отвлеченное понятие	1	2
345	не потому	2	2
346	полную независимость	1	2
347	из самого	3	2
348	быть совершенно	1	2
349	если же	5	2
350	то она	2	2
351	и логически	1	2
352	об отношении	3	2
353	не с	1	2
