N	2gram	Vygotskiy__4	slovoVRo
1	и в	20	39
2	может быть	12	37
3	и его	5	33
4	не только	15	24
5	и не	8	22
6	но и	9	21
7	не может	6	20
8	в нем	2	19
9	в этом	24	16
10	все это	1	16
11	так и	5	15
12	а не	7	14
13	отличие от	2	13
14	как в	5	13
15	в процессе	27	13
16	слова в	9	13
17	во всех	1	12
18	в отличие	2	12
19	в истории	10	11
20	слово в	6	11
21	и с	4	9
22	не в	4	9
23	словом и	4	8
24	таким образом	25	8
25	себя в	3	8
26	прежде всего	2	8
27	слова и	5	8
28	точки зрения	24	8
29	еще не	2	7
30	в него	2	7
31	при этом	12	7
32	в этих	3	7
33	для него	2	7
34	с ним	1	7
35	никогда не	5	7
36	могут быть	7	7
37	как мы	13	7
38	в его	11	7
39	и даже	1	7
40	и потому	1	7
41	как бы	7	7
42	в сущности	4	6
43	но не	3	6
44	в своем	4	6
45	все же	5	6
46	и к	5	6
47	но в	3	6
48	все эти	5	6
49	так сказать	1	6
50	в слове	2	6
51	как и	9	6
52	языка в	1	6
53	этом случае	3	6
54	например в	1	5
55	и слова	1	5
56	это не	5	5
57	том что	35	5
58	по себе	1	5
59	мышления и	14	5
60	слово и	2	5
61	не могут	3	5
62	но все	1	5
63	с другой	12	5
64	один из	3	5
65	в том	42	5
66	с ними	1	5
67	с одной	9	5
68	конечно не	1	5
69	уже не	1	5
70	со словом	2	5
71	и их	1	5
72	одной стороны	9	5
73	в плане	1	5
74	и для	4	5
75	только в	10	5
76	для нас	4	5
77	в зависимости	1	4
78	его не	1	4
79	и на	6	4
80	по отношению	1	4
81	словом в	1	4
82	связанные с	1	4
83	то же	16	4
84	слова не	3	4
85	его в	6	4
86	входит в	2	4
87	с другими	1	4
88	ни в	3	4
89	в отношении	10	4
90	слова к	3	4
91	не менее	3	4
92	в то	1	4
93	в основе	17	4
94	эти формы	1	4
95	во всем	3	4
96	зависимости от	2	4
97	что оно	4	4
98	здесь не	2	4
99	для этого	1	4
100	дело с	1	4
101	и других	3	4
102	так как	10	4
103	даже и	1	4
104	с помощью	31	4
105	в той	2	4
106	в основном	1	4
107	в смысле	4	4
108	а в	2	4
109	отношении к	1	4
110	слова с	1	4
111	отношению к	1	4
112	в таком	2	4
