N	2gram	Losev_Prob_5	Hudozhes
1	том что	17	16
2	и в	30	14
3	так и	7	13
4	не только	18	12
5	при этом	4	12
6	о том	12	12
7	в том	12	12
8	а не	5	12
9	и т	1	11
10	в себе	4	11
11	в этом	17	11
12	прежде всего	6	11
13	в рассказе	1	11
14	в своей	22	10
15	то же	2	9
16	как и	7	9
17	что он	7	9
18	в качестве	4	9
19	у него	11	9
20	по отношению	2	8
21	в этой	10	8
22	как в	2	8
23	то что	18	8
24	же время	1	8
25	ничего не	2	8
26	в его	12	8
27	между тем	2	8
28	отношению к	2	8
29	в то	4	8
30	еще не	3	7
31	это не	2	7
32	своего рода	1	7
33	не в	7	7
34	к тому	2	7
35	уже не	6	7
36	именно в	3	7
37	не может	5	7
38	как бы	6	7
39	а в	6	7
40	в первой	2	6
41	было бы	4	6
42	никогда не	7	6
43	жизни в	4	6
44	что в	5	6
45	самом деле	2	5
46	с его	1	5
47	перед нами	1	5
48	но в	9	5
49	об этом	4	5
50	ни в	4	5
51	точки зрения	10	5
52	не менее	5	5
53	и его	6	5
54	потому что	13	5
55	в городе	1	5
56	к себе	1	5
57	и он	4	5
58	можно было	2	5
59	только в	9	5
60	по мнению	2	5
61	может быть	7	5
62	но и	13	5
63	в частности	4	5
64	и а	1	5
65	героя и	1	5
66	жизни и	2	5
67	к другому	1	4
68	мы уже	1	4
69	и о	5	4
70	в ней	3	4
71	а только	1	4
72	в своем	11	4
73	и к	4	4
74	то в	1	4
75	в самом	5	4
76	на то	2	4
77	что она	1	4
78	он не	3	4
79	и с	5	4
80	несмотря на	6	4
81	тем не	5	4
82	тому что	1	4
83	с ним	3	4
84	она не	1	4
85	в русской	3	4
86	по своей	2	4
87	связи с	7	4
88	как будто	3	4
89	в духе	3	4
90	и это	1	4
91	можно сказать	6	4
92	того что	3	4
93	один из	2	4
94	из них	2	4
95	в я	1	4
96	в конце	8	4
97	как раз	5	4
98	не было	1	4
99	и все	9	4
100	человеческой жизни	2	4
101	xix в	4	4
102	бытия и	1	4
103	только что	1	4
104	и от	1	4
105	с точки	8	3
106	едва ли	4	3
107	видит в	3	3
108	и на	6	3
109	в ее	3	3
110	отнюдь не	4	3
111	все же	9	3
112	но он	5	3
113	в нем	6	3
114	т д	1	3
115	и по	1	3
116	его в	6	3
117	в предыдущей	1	3
118	с этим	1	3
119	даже в	1	3
120	и смерти	1	3
121	в своих	1	3
122	ничем не	1	3
123	такой же	1	3
124	возвращается к	1	3
125	все эти	2	3
126	тем что	2	3
127	этом отношении	1	3
128	для себя	5	3
129	как мы	2	3
