N	3gram	Losev_Prob_4	RusskieA
1	в том что	8	18
2	в данном случае	5	6
3	для того чтобы	2	6
4	и т д	3	5
5	вместе с тем	3	4
6	и в других	2	4
7	так же как	1	4
8	о том что	3	4
9	тем не менее	10	2
10	что иное как	2	2
11	же как и	1	2
12	мы не будем	2	2
13	на самом же	2	2
14	не будем здесь	2	2
15	не что иное	2	2
16	в том чтобы	2	2
17	самом же деле	2	2
18	бросается в глаза	1	2
19	в то время	2	2
20	в таком виде	1	2
21	по этому поводу	1	2
22	с одной стороны	1	2
23	потому что он	2	1
24	мы здесь имеем	1	1
25	еще далеко не	1	1
26	прежде всего как	1	1
27	отсюда видно что	1	1
28	иметь в виду	1	1
29	но так как	1	1
30	более или менее	2	1
31	в настоящее время	1	1
32	так что в	1	1
33	о том как	1	1
34	что здесь нет	1	1
35	не отличаются от	1	1
36	но все это	1	1
37	таким образом к	1	1
38	в первую очередь	1	1
39	а может быть	1	1
40	то что в	1	1
41	а вместе с	1	1
42	можно было бы	4	1
43	с места и	1	1
44	в это время	1	1
45	вся его жизнь	1	1
46	к нему часто	1	1
47	здесь мы имеем	2	1
48	во всяком случае	4	1
49	на первый взгляд	1	1
50	те или другие	1	1
51	что именно в	1	1
52	мы приведем только	1	1
53	то время как	2	1
54	всяком случае не	1	1
55	дело в том	1	1
56	том что они	1	1
57	с другой стороны	6	1
58	далеко не все	1	1
59	никогда не говорится	1	1
60	в свою очередь	1	1
61	во всем этом	1	1
62	к выводу что	1	1
63	жизни в этом	1	1
64	на то что	1	1
65	вопрос о том	1	1
66	дело не в	2	1
67	для нас не	1	1
68	как и в	1	1
69	это и есть	1	1
