N	3gram	Losev_Vlad_2	Literetu
1	то же время	3	9
2	в то же	3	9
3	не может быть	1	7
4	в том что	9	5
5	с точки зрения	3	3
6	в этом отношении	1	3
7	в данном случае	2	3
8	в том чтобы	2	3
9	но тем что	1	3
10	о том что	3	2
11	не говоря уже	2	2
12	в этом случае	1	2
13	говоря уже о	2	2
14	за то что	1	2
15	по крайней мере	4	2
16	в первый раз	1	2
17	в свое время	1	2
18	еще в году	1	2
19	в том числе	1	2
20	тем не менее	6	2
21	в сравнении с	1	2
22	а в конце	1	1
23	тех пор пока	1	1
24	а не с	1	1
25	и наконец в	1	1
26	может быть названа	1	1
27	но то что	1	1
28	но даже и	1	1
29	что же касается	5	1
30	случае мы не	1	1
31	он не может	1	1
32	в ноябре года	1	1
33	я в этом	1	1
34	вместе с тем	1	1
35	в отличие от	3	1
36	бы то ни	1	1
37	только то что	1	1
38	вместе с ним	1	1
39	можно было бы	2	1
40	до тех пор	1	1
41	что в сравнении	1	1
42	и то что	5	1
43	и в то	1	1
44	в году но	1	1
45	одно что со	1	1
46	в самом начале	1	1
47	и в году	2	1
48	ничего общего с	1	1
49	о гораздо более	1	1
50	в конце концов	3	1
51	к этой книге	1	1
52	не только как	1	1
53	нам представляется что	1	1
54	не в том	3	1
55	как нам представляется	1	1
56	а в том	2	1
57	в этом же	1	1
58	мы с ним	1	1
59	имел в виду	1	1
60	в свою очередь	2	1
61	речь шла о	1	1
62	как и следовало	1	1
63	и прежде всего	1	1
64	в стихотворении с	1	1
65	после того как	2	1
66	и притом в	1	1
67	для того чтобы	1	1
68	в своем внутреннем	1	1
69	а по существу	1	1
70	том что только	1	1
71	как мы видели	2	1
