N	2gram	Bakhtin_Pr_3	Marksizm
1	точки зрения	4	34
2	может быть	12	26
3	и не	15	26
4	не может	2	24
5	с точки	2	20
6	и в	53	19
7	и его	10	19
8	таким образом	6	17
9	в этом	8	16
10	как бы	14	15
11	в процессе	1	14
12	как мы	5	13
13	прежде всего	15	13
14	как и	11	12
15	так и	6	11
16	связи с	1	11
17	и для	4	11
18	в нем	10	10
19	в слове	1	10
20	и т.п	31	10
21	в самом	2	10
22	только в	4	9
23	в результате	1	9
24	не только	4	8
25	при этом	3	8
26	друг друга	1	8
27	до сих	5	8
28	но и	7	8
29	сих пор	5	8
30	то что	9	8
31	во всех	12	7
32	в ее	3	7
33	но в	5	7
34	все эти	9	7
35	то же	6	7
36	в каждом	4	7
37	а не	11	7
38	в связи	2	7
39	в направлении	1	7
40	кроме того	3	6
41	так сказать	5	6
42	мы не	4	6
43	в науке	1	6
44	ничего не	6	6
45	и здесь	1	6
46	в его	8	6
47	на почве	1	6
48	в том	14	6
49	с помощью	1	6
50	в смысле	2	6
51	другой стороны	1	6
52	того же	2	6
53	отличие от	1	5
54	конечно не	4	5
55	рядом с	1	5
56	в отличие	1	5
57	не в	2	5
58	совершается в	1	5
59	как ее	1	5
60	и все	10	5
61	в начале	2	5
62	в конце	3	5
63	вовсе не	3	5
64	с другой	2	5
65	за пределы	1	5
66	именно в	2	5
67	и потому	5	5
68	хотя бы	2	5
69	к этому	4	5
70	во всяком	1	5
71	и на	18	4
72	нет и	1	4
73	как в	7	4
74	так называемая	2	4
75	не будем	3	4
76	и тот	3	4
77	к одному	2	4
78	здесь мы	2	4
79	было бы	5	4
80	мысли и	1	4
81	не менее	3	4
82	самого начала	4	4
83	в единство	1	4
84	в ней	7	4
85	с самого	3	4
86	еще не	5	4
87	только на	1	4
88	для того	1	4
89	далеко не	2	4
90	с этим	2	4
91	дело идет	1	4
92	в условиях	4	4
93	форм и	2	4
94	тот же	2	4
95	а в	2	4
96	жизни в	3	4
97	между ними	2	4
98	сказать что	10	4
99	что в	2	4
100	формы и	3	3
101	на самом	1	3
102	между двумя	1	3
103	действительности и	2	3
104	теперь мы	4	3
105	имеет свою	1	3
106	в сущности	10	3
107	в большинстве	4	3
108	по отношению	2	3
109	один и	1	3
110	в истории	3	3
111	целый ряд	1	3
112	и к	5	3
113	ее целом	1	3
114	в которой	2	3
115	его в	2	3
116	но именно	1	3
117	он не	3	3
118	смысле совокупности	2	3
119	том что	5	3
120	в своей	3	3
121	и ее	6	3
122	в котором	1	3
123	более того	6	3
124	мы говорили	1	3
125	место в	2	3
126	в то	5	3
127	на язык	4	3
128	же время	5	3
129	этом отношении	1	3
130	в области	3	3
131	же самое	1	3
132	должны быть	1	3
133	и это	3	3
134	не существует	1	3
135	в дальнейшем	7	3
136	и ту	1	3
137	нашей работы	1	3
138	можно сказать	8	3
139	с другими	3	3
140	здесь в	10	3
141	все формы	1	3
142	конце концов	1	3
143	быть и	2	3
144	одной из	4	3
145	нуждается в	1	3
146	и действительно	1	3
147	между тем	2	3
148	языка а	1	3
149	не дает	1	3
150	большинстве случаев	4	3
151	из них	4	3
152	или иной	1	3
153	не было	4	3
154	все это	8	3
155	xix века	1	3
156	смысле этого	2	3
157	и формы	1	3
158	слова и	3	3
159	и от	3	3
160	нет ничего	2	3
161	сознания и	1	3
162	слово в	2	3
163	речи и	1	3
164	мы должны	4	3
165	всех других	2	3
166	они еще	1	3
167	это и	1	3
