N	2gram	Tiupa_Disk_1	KulturaY
1	потому что	4	25
2	и в	16	23
3	не только	28	20
4	в том	23	19
5	в этом	15	18
6	и не	11	16
7	было бы	1	15
8	может быть	17	15
9	ни к	6	15
10	точки зрения	3	14
11	если бы	1	12
12	в самом	3	12
13	но в	8	11
14	том что	19	11
15	в области	1	11
16	русском языке	1	10
17	по себе	3	10
18	а не	22	10
19	что в	4	10
20	самом деле	1	9
21	вопрос о	1	9
22	в сущности	2	9
23	хотя бы	3	9
24	то что	5	9
25	не может	9	9
26	только потому	1	8
27	с точки	1	8
28	не в	7	8
29	языка и	2	8
30	и что	2	8
31	в качестве	34	8
32	уже не	4	8
33	прежде всего	11	8
34	с другой	10	8
35	что это	1	7
36	все же	3	7
37	в нашем	1	7
38	в силу	5	7
39	не менее	2	7
40	но и	14	7
41	с помощью	1	7
42	другой стороны	3	7
43	то же	7	6
44	и на	5	6
45	но не	11	6
46	в этой	2	6
47	да и	1	6
48	это не	3	6
49	тем не	1	6
50	по крайней	2	6
51	между тем	4	6
52	крайней мере	2	6
53	вопроса о	1	6
54	слова в	2	6
55	что не	4	6
56	и то	1	5
57	также и	3	5
58	мы имеем	2	5
59	я не	1	5
60	еще не	14	5
61	целый ряд	2	5
62	не следует	2	5
63	об этом	2	5
64	лишь в	4	5
65	и тем	2	5
66	несмотря на	1	5
67	не могут	1	5
68	приводит к	2	5
69	в его	7	5
70	один из	3	5
71	что он	4	5
72	только в	7	5
73	всяком случае	1	5
74	вместе с	1	5
75	как это	1	5
76	что же	2	5
77	этого слова	1	5
78	слова и	1	5
79	этом смысле	1	5
80	таким образом	3	5
81	речи и	1	5
82	во всяком	2	5
83	говорить о	1	4
84	в данном	5	4
85	со стороны	7	4
86	отнюдь не	8	4
87	перед нами	3	4
88	хотя и	2	4
89	бы и	1	4
90	на то	1	4
91	в нем	9	4
92	так и	8	4
93	но все	1	4
94	свою речь	1	4
95	своего рода	8	4
96	в то	3	4
97	но только	1	4
98	не имеет	1	4
99	что на	1	4
100	к тому	5	4
101	но также	1	4
102	и о	4	4
103	в пределах	2	4
104	от того	1	4
105	или в	2	4
106	могут быть	4	4
107	можно сказать	5	4
108	это слово	1	4
109	в нашей	1	4
110	в конце	1	4
111	в них	4	4
112	в особенности	4	4
113	в каком	1	4
114	не было	7	4
115	в связи	1	4
116	как бы	5	4
117	в результате	1	4
118	сказать что	3	4
119	к этому	2	4
120	того же	3	3
121	это и	1	3
122	в первый	1	3
123	как не	3	3
124	меньшей степени	1	3
125	а только	1	3
126	не все	1	3
127	как в	10	3
128	с этим	3	3
129	всего лишь	1	3
130	то и	1	3
131	он не	1	3
132	всех этих	1	3
133	и по	2	3
134	на этом	2	3
135	что она	1	3
136	о которых	1	3
137	если и	1	3
138	что такое	1	3
139	в процессе	5	3
140	слова не	1	3
141	речи не	1	3
142	же время	4	3
143	и его	2	3
144	связи с	4	3
145	уже о	2	3
146	отличается от	2	3
147	всего в	1	3
148	как мы	2	3
149	в виду	2	3
150	здесь не	1	3
151	а в	5	3
152	те же	1	3
153	сводится к	5	3
154	а также	8	3
155	аналогии с	1	3
156	что и	3	3
157	в форме	2	3
158	того что	3	3
159	большей или	2	3
160	есть в	2	3
161	уже в	2	3
162	до конца	1	3
163	как раз	1	3
164	тем что	3	3
165	именно в	3	3
166	или меньшей	2	3
167	в соответствии	2	3
168	различие между	2	3
169	но для	1	3
170	своей собственной	2	3
171	в большей	1	3
172	этом отношении	1	3
173	но это	1	3
174	не знает	1	3
175	и это	1	3
176	широкое распространение	1	2
177	речь идет	1	2
178	отношения к	2	2
179	в обычном	1	2
180	чтобы не	1	2
181	и потому	3	2
182	на самом	1	2
183	и есть	2	2
184	тем же	1	2
185	не хочет	1	2
186	можно говорить	1	2
187	по преимуществу	1	2
188	и до	1	2
189	в году	2	2
190	той же	1	2
191	на такие	1	2
192	себе они	1	2
193	этого термина	2	2
194	они имеют	1	2
195	не то	1	2
196	конечном счете	1	2
197	очевидно что	1	2
198	отличие от	5	2
199	что они	1	2
200	наше время	2	2
201	речи но	1	2
202	в своем	6	2
203	что касается	2	2
204	его к	1	2
205	от этого	1	2
206	быть только	1	2
207	по словам	2	2
208	при этом	13	2
209	в основании	3	2
210	не как	4	2
211	данном отношении	1	2
212	свое время	1	2
213	состоит в	9	2
214	за счет	1	2
215	могла бы	2	2
216	в другом	2	2
217	том случае	1	2
218	на все	1	2
219	того или	2	2
220	заключается в	3	2
221	данном случае	2	2
222	только о	1	2
223	же образом	1	2
224	но уже	1	2
225	или о	1	2
226	соответствии с	2	2
227	с тем	1	2
228	как и	16	2
229	не всегда	2	2
230	мы видели	1	2
231	бы на	1	2
232	в своей	5	2
233	таким же	1	2
234	в их	5	2
235	если можно	1	2
236	в отличие	5	2
237	в которых	4	2
238	результате этого	1	2
239	данного речевого	1	2
240	и более	1	2
241	тем самым	1	2
242	в современном	2	2
243	не должно	1	2
244	стоит в	1	2
245	как можно	1	2
246	может служить	1	2
247	дело не	2	2
248	образом в	1	2
249	но здесь	1	2
250	и приводит	1	2
251	в наше	2	2
252	должны быть	3	2
253	оно не	2	2
254	с работой	1	2
255	свою очередь	3	2
256	говоря уже	2	2
257	в буквальном	1	2
258	характер и	2	2
259	роль в	7	2
260	на том	2	2
261	в плоскости	1	2
262	и вообще	2	2
263	одного из	2	2
264	английского языка	1	2
265	в конечном	1	2
266	к нему	1	2
267	а именно	1	2
268	в современной	1	2
269	с той	1	2
270	которое было	1	2
271	с ними	1	2
272	он уже	1	2
273	или же	1	2
274	во введении	1	2
275	с одной	9	2
276	следовало бы	1	2
277	большинстве случаев	1	2
278	при отсутствии	1	2
279	никогда не	2	2
280	и даже	3	2
281	выходит за	1	2
282	на примере	1	2
283	сюда же	1	2
284	еще и	1	2
285	обратить внимание	2	2
286	этот термин	1	2
287	не на	1	2
288	за год	1	2
289	однако и	2	2
290	но оно	1	2
291	в частности	9	2
292	на который	1	2
293	в иных	1	2
294	для обозначения	3	2
295	в той	1	2
296	за рамки	2	2
297	как будто	1	2
298	ли не	3	2
299	с этой	1	2
300	этом случае	1	2
301	строится на	1	2
302	и от	1	2
303	о котором	2	2
304	на максимальное	1	2
305	и все	2	2
306	не более	2	2
307	мы должны	1	2
308	но зато	2	2
309	будто бы	2	2
310	в свою	3	2
311	не говоря	2	2
312	или иного	1	2
313	в свое	1	2
314	себе не	3	2
315	случае если	1	2
316	в своих	3	2
317	это в	2	2
318	языка с	2	1
319	мы к	1	1
320	сам по	1	1
321	и без	2	1
322	термина они	1	1
323	думал о	1	1
324	которое мы	1	1
325	в котором	5	1
326	противном случае	1	1
327	едва ли	2	1
328	и должен	1	1
329	жизни для	1	1
330	языка которое	1	1
331	а как	1	1
332	мы не	1	1
333	совпадает с	2	1
334	мы и	1	1
335	первого и	2	1
336	и он	2	1
337	еще у	1	1
338	мог бы	1	1
339	себе вопрос	1	1
340	на них	1	1
341	столь же	3	1
342	нейтральное к	1	1
