N	4gram	Medvedev_F_2	Problemy
1	в то же время	5	10
2	но в то же	1	4
3	то же время не	1	3
4	сводится к тому чтобы	1	2
5	в такой же степени	1	2
6	дело идет лишь о	1	2
7	и в то же	3	2
8	но тем не менее	1	1
9	в большей или меньшей	1	1
10	и прежде всего в	1	1
11	в том или ином	1	1
12	тем что он есть	1	1
13	и дело идет лишь	1	1
14	и во всяком случае	1	1
15	в этом отношении очень	2	1
16	же степени как и	1	1
17	большей или меньшей степени	1	1
18	ни в чем не	1	1
19	и понять его нельзя	1	1
20	не чем иным как	1	1
21	во всяком случае в	1	1
22	все более и более	1	1
23	как раз и не	1	1
24	одну в высшей степени	1	1
25	или во всяком случае	1	1
