N	2gram	Bakhtin_Pr_1	Komedia
1	и в	23	26
2	едва ли	1	14
3	и не	34	14
4	и его	13	12
5	к тому	1	12
6	так и	10	12
7	может быть	21	11
8	в том	11	11
9	в этом	25	10
10	но и	11	10
11	том что	9	9
12	если бы	10	9
13	вместе с	2	9
14	что в	8	9
15	было бы	6	8
16	и на	10	7
17	не только	13	7
18	на себя	3	7
19	что и	5	7
20	из них	2	7
21	еще не	5	6
22	в своем	8	6
23	о том	2	6
24	в нем	20	6
25	таким образом	11	6
26	в то	10	6
27	того чтобы	4	6
28	потому что	12	6
29	и здесь	3	6
30	наряду с	1	6
31	то что	18	6
32	в которой	4	5
33	с его	6	5
34	что он	10	5
35	так что	1	5
36	в истории	2	5
37	с этим	1	5
38	для того	2	5
39	ни в	3	5
40	и с	4	5
41	хоть и	1	5
42	один из	2	5
43	в качестве	1	5
44	к этому	2	5
45	уже в	5	4
46	хотя и	1	4
47	в самом	8	4
48	что это	1	4
49	в целом	4	4
50	из этих	2	4
51	с их	5	4
52	это было	1	4
53	в них	3	4
54	как и	8	4
55	в этих	2	4
56	место в	1	4
57	тому что	2	4
58	не менее	1	4
59	это слово	1	4
60	как будто	3	4
61	как мы	5	4
62	что у	1	4
63	можно было	3	4
64	его в	4	4
65	между тем	5	4
66	в его	24	4
67	только в	8	4
68	же в	2	4
69	в начале	1	4
70	так как	7	4
71	у него	6	4
72	на этот	2	4
73	что для	2	4
74	прежде всего	7	4
75	в руках	1	4
76	мира в	6	4
77	в частности	1	4
78	все же	5	4
79	и для	3	4
80	и от	1	4
81	одной из	1	4
82	точки зрения	21	4
83	например в	3	3
84	становится в	1	3
85	в котором	2	3
86	то же	10	3
87	в их	3	3
88	той же	6	3
89	вопрос о	4	3
90	в ней	1	3
91	во всех	5	3
92	как правило	1	3
93	но не	8	3
94	по отношению	11	3
95	как в	6	3
96	что касается	1	3
97	но в	4	3
98	со своей	1	3
99	в этой	4	3
100	как он	2	3
101	друг другу	2	3
