N	3gram	Vygotskiy__1	Hudozhes
1	в том что	15	11
2	по отношению к	7	7
3	о том что	6	7
4	то же время	2	4
5	в то же	2	4
6	к тому что	3	4
7	том что в	2	3
8	в самом деле	2	3
9	не может быть	5	3
10	как и в	1	3
11	в конечном счете	1	3
12	с одной стороны	8	3
13	для того чтобы	15	3
14	тем не менее	1	3
15	в соответствии с	1	3
16	состоит в том	1	2
17	если можно так	1	2
18	и в этом	1	2
19	с точки зрения	18	2
20	до сих пор	4	2
21	и в то	1	2
22	можно так выразиться	1	2
23	можно было бы	3	2
24	в этой связи	1	2
25	но тем не	1	2
26	так же как	5	2
27	в данном случае	2	2
28	то же самое	3	2
29	не только не	1	2
30	не только в	1	2
31	тому что он	1	2
32	и т д	1	2
33	не в состоянии	2	1
34	а для того	1	1
35	в общении в	1	1
36	то что я	1	1
37	той или иной	1	1
38	за ней и	1	1
39	дело в том	1	1
40	же как и	4	1
41	как раз и	1	1
42	что он не	1	1
43	этом отношении она	1	1
44	в этом отношении	4	1
45	же самое время	1	1
46	что не только	1	1
47	при переходе от	2	1
48	по нашему убеждению	1	1
49	то и в	1	1
50	том числе и	1	1
51	а с другой	2	1
52	точно так же	1	1
53	в приложении к	2	1
54	с самим собой	1	1
55	только для того	1	1
56	и то что	1	1
57	тут не в	1	1
58	в значительной степени	2	1
59	едва ли не	1	1
60	приводит к тому	2	1
61	нечто такое что	1	1
62	мышления и поведения	1	1
63	и при этом	1	1
64	между тем в	1	1
65	то время как	4	1
66	как и сама	1	1
67	все более и	2	1
68	но и его	1	1
69	я не могу	2	1
70	с другой стороны	9	1
71	на этом пути	1	1
72	содержит в себе	1	1
73	заключается в том	6	1
74	в то время	5	1
75	с самого начала	8	1
76	более и более	2	1
77	и не то	1	1
78	но все же	1	1
79	можно сказать что	4	1
80	однако и здесь	1	1
81	друг от друга	3	1
82	в жизни и	1	1
83	в одном из	2	1
84	в том числе	1	1
85	происходит и с	1	1
86	в ответ на	1	1
87	и в ходе	1	1
88	того факта что	2	1
