N	2gram	Potebnia_M_4	Analitik
1	не только	10	22
2	тогда как	4	20
3	и в	23	18
4	как и	14	14
5	так и	6	14
6	в этом	23	14
7	и его	2	13
8	но и	11	13
9	том что	12	12
10	в качестве	1	12
11	и не	18	12
12	в частности	1	12
13	при этом	15	11
14	то есть	34	10
15	а в	5	10
16	как бы	5	10
17	что в	17	9
18	может быть	26	9
19	со стороны	3	9
20	а не	12	9
21	в том	23	9
22	своего рода	1	8
23	и даже	2	8
24	в первой	1	8
25	по отношению	10	7
26	в его	5	7
27	с другой	2	7
28	во второй	1	7
29	но не	1	7
30	отношению к	8	7
31	еще не	3	6
32	в этой	1	6
33	он не	2	6
34	в их	1	6
35	не в	11	6
36	к тому	3	6
37	для него	5	6
38	о том	8	6
39	того же	1	5
40	той же	3	5
41	мы имеем	4	5
42	как нам	1	5
43	в самом	3	5
44	лишь в	3	5
45	в слове	22	5
46	в мире	2	5
47	в сущности	2	5
48	что и	7	5
49	между тем	9	5
50	уже не	3	5
51	никогда не	3	5
52	в свою	2	5
53	прежде всего	1	5
54	я в	2	5
55	другой стороны	1	5
56	и на	3	4
57	столь же	2	4
58	что он	4	4
59	в своем	8	4
60	и как	2	4
61	что по	2	4
62	и к	6	4
63	таким образом	24	4
64	состоит в	2	4
65	по себе	11	4
66	тем самым	4	4
67	в одном	4	4
68	имеем дело	2	4
69	не менее	5	4
70	свою очередь	1	4
71	в пределах	1	4
72	и сам	1	4
73	внимание на	5	4
74	можно сказать	4	4
75	крайней мере	5	4
76	не есть	9	4
77	во втором	1	4
78	далеко не	1	4
79	по крайней	5	4
80	в данном	4	4
81	все же	1	4
82	перед нами	1	4
83	его не	1	3
84	мы не	8	3
85	говорить о	5	3
86	уже в	5	3
87	но как	1	3
88	как говорит	1	3
89	как в	7	3
90	с этим	7	3
91	из этих	2	3
92	роль в	1	3
93	нашего времени	3	3
94	подобно тому	2	3
95	то же	14	3
96	в каждом	3	3
97	не будет	3	3
98	его в	4	3
99	ко второму	2	3
100	и того	1	3
101	одного и	1	3
102	точки зрения	4	3
103	и без	2	3
104	все это	5	3
105	до известной	2	3
106	в то	4	3
107	дело не	2	3
108	только не	3	3
109	ничего не	1	3
110	же время	3	3
111	той или	1	3
112	указывает на	2	3
113	говорит и	1	3
114	в ее	2	3
115	данном случае	2	3
116	в произведении	1	3
117	так в	3	3
118	мысль о	6	3
119	именно в	3	3
120	было бы	8	3
121	дело с	1	3
122	на языке	1	3
123	во всем	1	3
124	к содержанию	1	3
125	этом отношении	1	3
126	были бы	1	3
127	что не	6	3
128	не было	12	3
129	не всегда	3	3
130	его как	1	3
131	как это	1	3
132	известной степени	3	3
133	по поводу	4	3
134	во сне	2	3
135	только к	1	2
136	например в	3	2
137	самом деле	3	2
138	в первом	3	2
139	уже по	2	2
140	есть не	4	2
141	а для	1	2
142	власть над	1	2
143	в ней	2	2
144	не от	3	2
145	нам представляется	2	2
146	во всех	1	2
147	ними в	1	2
148	очевидно что	7	2
149	отличие от	1	2
150	более чем	3	2
151	кто говорит	2	2
152	и той	1	2
153	нам кажется	2	2
154	могли бы	4	2
155	как уже	1	2
156	и каждое	1	2
157	но в	8	2
158	то ли	1	2
159	бы и	5	2
160	все эти	3	2
161	в себе	14	2
162	так сказать	5	2
163	на его	3	2
164	что она	2	2
165	в нем	7	2
166	не как	2	2
167	например как	1	2
168	свое время	1	2
169	одной и	1	2
170	и по	3	2
171	и ту	1	2
172	значительной степени	2	2
173	входит в	1	2
174	это не	7	2
175	в них	3	2
176	с тем	7	2
177	с не	1	2
178	не мог	1	2
179	к первому	2	2
180	с точки	3	2
181	от его	2	2
182	состоит не	1	2
183	тем не	4	2
184	но они	1	2
185	даже в	2	2
186	возникает в	1	2
187	дело в	1	2
188	на два	1	2
189	его части	2	2
190	судя по	2	2
191	на наш	1	2
192	могут быть	7	2
193	сравнении с	1	2
194	говоря словами	2	2
195	в себя	1	2
196	те же	3	2
197	не с	2	2
198	в новом	1	2
199	об этом	2	2
200	и здесь	2	2
201	в глаза	1	2
202	любви к	1	2
203	составляет не	1	2
204	в глазах	2	2
205	в форме	1	2
206	тех пор	6	2
207	субъекта и	1	2
208	один из	2	2
209	но с	1	2
210	обе эти	1	2
211	только в	15	2
212	то в	3	2
213	который как	1	2
214	с одной	1	2
215	с нею	3	2
216	в большинстве	2	2
217	всяком случае	3	2
218	мы можем	10	2
219	тем что	10	2
220	указание на	1	2
221	одной стороны	1	2
222	и прежде	2	2
223	на эту	1	2
224	там где	3	2
225	что мы	10	2
226	связь с	1	2
227	не может	11	2
228	вместе с	6	2
229	и потому	10	2
230	по своему	2	2
231	в той	4	2
232	когда мы	6	2
233	истории не	1	2
234	тому как	2	2
235	да и	4	2
236	я с	1	2
237	этого слова	7	2
238	на пути	1	2
239	и для	2	2
240	мира и	1	2
241	хотя и	5	2
242	и все	4	2
243	не более	1	2
244	в сравнении	4	2
245	же в	1	2
246	хотя в	2	2
247	то что	29	2
248	сказать что	8	2
249	в свое	1	2
250	тогда не	1	2
251	а также	1	2
252	в искусстве	3	2
253	во всяком	5	2
254	частей что	1	1
255	а между	4	1
256	произведения но	1	1
257	также что	1	1
258	речь идет	1	1
259	у гоголя	1	1
260	таком случае	2	1
261	человека и	3	1
262	отделен от	1	1
263	связана с	1	1
264	сам по	4	1
265	на самом	3	1
266	забвение всего	1	1
267	и есть	3	1
268	не признает	1	1
269	тем же	1	1
270	к другому	1	1
271	и до	3	1
272	переносном смысле	2	1
273	не дано	2	1
274	мы уже	3	1
275	что между	3	1
276	что если	6	1
277	вопрос о	2	1
278	занимающего нас	1	1
279	начинается с	1	1
280	что иное	2	1
281	оно есть	2	1
282	элемента во	1	1
283	как было	1	1
284	я не	2	1
285	личные местоимения	1	1
286	бы ни	2	1
287	мы и	2	1
288	зависимости от	1	1
289	проявляется в	2	1
