N	4gram	Bakhtin_Pr_3	formyVre
1	в то же время	5	6
2	и в то же	2	4
3	как мы уже говорили	2	3
4	с нашей точки зрения	1	3
5	в том числе и	10	2
6	а также и в	1	2
7	беседа с самим собою	1	2
8	и в последующем развитии	1	1
9	мы не касаемся здесь	1	1
10	в зависимости от ранга	1	1
11	и его судьбы в	1	1
12	в той или иной	1	1
13	с самим собою в	1	1
14	в средние века и	2	1
15	уже на античной почве	1	1
16	не вызывает никаких сомнений	1	1
17	здесь как и в	1	1
18	на античной почве в	1	1
19	есть все то что	1	1
20	о которой мы говорили	1	1
21	к себе самому и	1	1
22	и до сих пор	1	1
23	или во всяком случае	1	1
24	мы еще вернемся в	1	1
25	будем говорить в дальнейшем	1	1
26	бы он ни был	1	1
27	во всех его вариациях	1	1
28	человека и его судьбы	2	1
29	то есть все то	1	1
30	мы встречаем ее в	1	1
31	вплоть до наших дней	1	1
32	но в то же	1	1
33	все более и более	1	1
