N	3gram	Losev_Dial_4	Komedia
1	в том что	9	5
2	о том что	1	4
3	для того чтобы	5	4
4	так или иначе	1	3
5	в связи с	1	3
6	то же время	6	3
7	в то же	6	3
8	одних и тех	2	2
9	в обоих случаях	1	2
10	в силу этого	1	2
11	только потому что	1	2
12	не говоря уже	3	2
13	в этом смысле	4	2
14	говоря уже о	3	2
15	в той же	1	2
16	в отличие от	1	2
17	и тех же	2	2
18	в это время	1	2
19	и с этой	1	2
20	в нем не	1	2
21	после того как	1	2
22	речь идет о	1	2
23	я думаю что	2	1
24	планов из которых	1	1
25	имеется в виду	3	1
26	мы имеем дело	1	1
27	с точки зрения	9	1
28	на первый план	1	1
29	имеет в виду	1	1
30	из них в	1	1
31	том случае если	1	1
32	и в то	2	1
33	всякому ясно что	1	1
34	и та же	1	1
35	что это такое?	1	1
36	как таковой и	2	1
37	точно так же	2	1
38	и вовсе не	1	1
39	все же это	1	1
40	в том случае	1	1
41	а вместе с	1	1
42	же что и	3	1
43	речь заходит о	1	1
44	того чтобы дать	1	1
45	той или иной	1	1
46	вслед за ним	1	1
47	в чем же	2	1
48	по сравнению с	2	1
49	само по себе	4	1
50	того чтобы установить	1	1
51	одна и та	1	1
52	с другой стороны	1	1
53	не может быть	6	1
54	не было бы	1	1
55	и стало быть	4	1
56	то обстоятельство что	1	1
57	в свою очередь	2	1
58	связи с этим	1	1
59	мы можем сказать	1	1
60	хотя бы в	1	1
61	но никак не	1	1
62	не имеет значения	1	1
63	не только в	1	1
64	но все же	1	1
65	что это не	1	1
66	друг от друга	1	1
67	в философии и	1	1
68	и не имеет	1	1
69	тем не менее	2	1
70	ясно что это	3	1
71	можем сказать что	1	1
