N	3gram	Ircho_Kome_1	Problemy
1	и т п	5	9
2	в большинстве случаев	1	8
3	до сих пор	2	7
4	по отношению к	3	5
5	сам по себе	1	5
6	то же время	4	5
7	в то же	4	5
8	в отличие от	1	4
9	и т д	4	4
10	более или менее	1	3
11	можно было бы	1	3
12	к тому же	5	3
13	с другой стороны	5	3
14	как и в	2	3
15	хотя и не	1	2
16	том что он	4	2
17	для своих целей	1	2
18	это вовсе не	1	2
19	в конце концов	4	2
20	в отношении к	1	2
21	но при этом	1	2
22	то время как	4	2
23	тем не менее	1	2
24	в то время	5	2
25	ни в одном	1	2
26	на то что	2	2
27	друг от друга	1	2
28	но прежде всего	1	1
29	сплошь да рядом	1	1
30	а между тем	1	1
31	большей или меньшей	1	1
32	во множественном числе	1	1
33	в том числе	1	1
34	то же самое	2	1
35	в том же	1	1
36	чтобы не сказать	1	1
37	же как и	1	1
38	что он не	1	1
39	бы то ни	2	1
40	у него не	1	1
41	но и в	2	1
42	а может быть	1	1
43	не только их	1	1
44	может быть даже	2	1
45	в книге об	1	1
46	всего его творчества	1	1
47	в значительной степени	1	1
48	т е в	2	1
49	между тем с	1	1
50	до конца и	1	1
51	то ни было	2	1
52	с одной стороны	3	1
53	на этот раз	1	1
54	ставит нас перед	1	1
55	смысле этого слова	1	1
56	в той же	1	1
57	как один из	1	1
58	каждый из них	2	1
59	так или иначе	1	1
60	и в их	1	1
61	во всяком случае	2	1
62	этого слова с	1	1
63	мы не найдем	1	1
64	о которых мы	1	1
65	и в том	1	1
66	не мог бы	1	1
67	о том что	3	1
68	почти каждый из	1	1
69	в одном из	4	1
70	что в рамках	1	1
71	этой точки зрения	1	1
72	где он с	1	1
73	того типа который	1	1
74	т п в	1	1
75	при всех возможных	1	1
76	в его творчестве	1	1
77	мы не только	1	1
78	в другом случае	1	1
79	после того как	3	1
80	как мы уже	1	1
81	в том что	9	1
82	и каждый из	1	1
