N	4gram	Bakhtin_Pr_4	Myslijsy
1	по мере того как	1	4
2	в то же время	5	3
3	если бы не было	1	2
4	и до сих пор	2	2
5	по отношению к ним	1	1
6	до сих пор не	2	1
7	сам по себе он	1	1
8	и не может быть	5	1
9	сих пор не может	1	1
10	иметь в виду что	1	1
11	не в его прямом	1	1
12	а может быть и	1	1
13	одним и тем же	1	1
14	дело в том что	1	1
15	в том числе и	3	1
16	уже после того как	1	1
17	нет и не может	2	1
18	одну и ту же	1	1
19	в большинстве случаев вовсе	1	1
20	большинстве случаев вовсе не	1	1
21	с точки зрения этого	1	1
