N	2gram	Medvedev_F_3	StatiiOP
1	и в	27	44
2	в том	7	36
3	и т	11	30
4	что в	8	30
5	том что	4	29
6	в этом	18	21
7	т д	6	21
8	вовсе не	28	19
9	не только	9	18
10	то что	8	18
11	было бы	6	17
12	о том	4	17
13	а в	1	17
14	а не	17	16
15	и не	30	16
16	может быть	25	15
17	т е	32	15
18	пушкинской эпохи	1	14
19	в области	2	14
20	в данном	6	14
21	как в	4	13
22	можно было	1	13
23	не в	12	12
24	самом деле	16	11
25	в этой	2	11
26	того чтобы	5	11
27	у нас	3	11
28	точки зрения	16	11
29	но в	6	10
30	ясно что	3	10
31	для того	4	10
32	что он	6	10
33	только в	8	10
34	но и	10	10
35	как и	14	9
36	в отношении	2	9
37	в то	7	9
38	так и	21	9
39	если бы	12	9
40	того что	3	9
41	в его	7	9
42	т п	5	9
43	с другой	6	9
44	во всех	3	8
45	все же	6	8
46	но ведь	4	8
47	это не	3	8
48	из них	2	8
49	с точки	14	8
50	и его	19	8
51	не может	24	8
52	что они	5	7
53	в самом	11	7
54	так например	1	7
55	таким образом	18	7
56	другой стороны	5	7
57	для нас	3	7
58	этом отношении	3	7
59	до сих	1	7
60	прежде всего	4	7
61	сих пор	1	7
62	сказать что	3	7
63	на самом	14	6
64	со стороны	4	6
65	из этих	2	6
66	в своей	6	6
67	потому что	7	6
68	данном случае	4	6
69	что и	2	6
70	всяком случае	6	6
71	так что	1	6
72	для него	1	6
73	именно в	1	6
74	дело в	2	6
75	в той	3	6
76	что же	5	6
77	но это	2	6
78	хотя бы	6	6
79	во всяком	6	6
80	и то	1	5
81	то же	15	5
82	той же	3	5
83	в целом	4	5
84	все эти	6	5
85	в нем	15	5
86	евгения онегина	1	5
87	и по	1	5
88	в слове	4	5
89	такой же	2	5
90	в котором	2	5
91	в которых	3	5
92	не менее	7	5
93	никогда не	5	5
94	могут быть	4	5
95	так как	9	5
96	тем что	5	5
97	и даже	2	5
98	там где	7	5
99	что мы	1	5
100	все это	7	5
101	была бы	2	5
102	совершенно не	7	5
103	жизни и	4	5
104	так же	9	5
105	как это	4	4
106	это и	2	4
107	в основу	2	4
108	столь же	3	4
109	бы и	3	4
110	что это	3	4
111	на то	1	4
112	что она	2	4
113	в россии	2	4
114	является не	2	4
115	но все	1	4
116	но если	2	4
117	том как	2	4
118	случае в	3	4
119	времени не	1	4
120	и очень	2	4
121	дело не	2	4
122	же время	7	4
123	научной работы	2	4
124	в ее	4	4
125	языка и	1	4
126	и что	3	4
127	в качестве	1	4
128	же и	4	4
129	как раз	8	4
130	не было	1	4
131	даже не	1	4
132	к которому	2	4
133	в частности	1	4
134	как бы	8	4
135	еще более	1	4
136	или иного	1	4
137	того или	1	4
138	это в	1	4
139	же как	3	3
140	того же	3	3
141	тем же	7	3
142	должна быть	3	3
143	эпохи в	2	3
144	то это	1	3
145	в ней	5	3
146	еще не	6	3
147	он был	4	3
148	из двух	1	3
149	но не	5	3
150	по отношению	3	3
151	или иное	2	3
152	к сожалению	1	3
153	в истории	5	3
154	с этим	1	3
155	не являются	2	3
156	то в	2	3
157	это можно	2	3
158	что так	1	3
159	е с	2	3
160	эпохи и	1	3
161	ведь и	1	3
162	своей статьи	1	3
163	с окончанием	1	3
164	не значит	2	3
165	в каждом	5	3
166	эпохи не	1	3
167	же касается	1	3
168	и с	3	3
169	лишь в	9	3
170	и тем	3	3
171	даже в	2	3
172	кажется что	2	3
173	ни в	8	3
174	чем в	1	3
175	тому что	3	3
176	что о	1	3
177	пушкина с	1	3
178	в конце	3	3
179	а на	2	3
180	в основе	3	3
181	п в	2	3
182	в каком	2	3
183	эпохи как	1	3
184	должен быть	2	3
185	то или	2	3
186	об этом	1	3
187	поэтому в	2	3
188	и вообще	1	3
189	между тем	7	3
190	и только	2	3
191	но с	1	3
192	в двух	1	3
193	в какой	3	3
194	и так	1	3
195	это очень	1	3
196	с одной	1	3
197	если это	1	3
198	вопроса о	1	3
199	в начале	1	3
200	ни с	2	3
201	без всякой	2	3
202	что для	1	3
203	говорит о	1	3
204	да и	4	3
205	с этой	1	3
206	не является	5	3
207	и для	6	3
208	в результате	5	3
209	отношению к	3	3
210	работы в	1	3
211	в таком	2	3
212	отношения к	2	2
213	них это	1	2
214	мере в	1	2
215	в первом	1	2
216	мы имеем	1	2
217	мы не	4	2
218	не была	1	2
219	в сущности	2	2
220	совпадает с	2	2
221	из того	1	2
222	литературы и	3	2
223	конечно это	2	2
224	совсем не	5	2
225	в сторону	2	2
226	иногда и	1	2
227	этой категории	1	2
228	и речи	2	2
229	за пределы	2	2
230	что как	1	2
231	в своем	2	2
232	есть в	1	2
233	смысле этого	2	2
234	в каком-то	1	2
235	от этого	2	2
236	в литературном	1	2
237	так или	1	2
238	бы не	2	2
239	в себе	3	2
240	но он	1	2
241	и те	4	2
242	не могла	1	2
243	вообще не	2	2
244	при этом	8	2
245	он не	1	2
246	всех этих	2	2
247	этого вопроса	1	2
248	и более	3	2
249	ни были	1	2
250	что ни	2	2
251	об эволюции	2	2
252	в данной	2	2
253	его в	7	2
254	должен был	1	2
255	и творчества	1	2
256	нисколько не	2	2
257	только тем	1	2
258	в первую	1	2
259	никаких оснований	3	2
260	в такой	2	2
261	одним и	2	2
262	их в	3	2
263	произведения в	6	2
