N	4gram	Medvedev_F_3	Problemy
1	в то же время	7	12
2	и в то же	2	5
3	бы то ни было	4	4
4	чего бы то ни	1	2
5	сводится к тому чтобы	1	2
6	в такой же степени	1	2
7	то же время не	1	2
8	какой бы то ни	1	1
9	в огромном большинстве случаев	1	1
10	одних и тех же	1	1
11	одного и того же	1	1
12	под эту категорию и	1	1
13	на самом же деле	2	1
14	и во всяком случае	2	1
15	на самом деле все	1	1
16	один и тот же	1	1
17	они на самом деле	1	1
18	не может и не	1	1
19	а вместе с тем	1	1
20	с точки зрения его	3	1
21	в одних и тех	1	1
22	во всяком случае в	2	1
23	мы можем сказать что	1	1
24	смысле этого слова в	1	1
25	все более и более	1	1
26	и по отношению к	1	1
27	какого бы то ни	1	1
