N	3gram	Vinokur_St_3	Komedia
1	в том что	11	9
2	и т п	6	5
3	в то время	4	5
4	с другой стороны	4	5
5	том что он	1	4
6	в этой комедии	1	4
7	то время как	4	4
8	в конце концов	3	4
9	в одном из	1	4
10	то же время	3	4
11	в то же	3	4
12	и т д	2	4
13	в этом отношении	4	3
14	речь идет о	1	3
15	с одной стороны	2	3
16	о том что	4	3
17	не говоря уже	1	2
18	то же самое	1	2
19	говоря уже о	1	2
20	но и в	2	2
21	а то и	1	2
22	и тем что	1	2
23	до сих пор	2	2
24	во всяком случае	4	2
25	на протяжении всего	1	2
26	на то что	3	2
27	можно судить по	1	2
28	таким образом в	1	2
29	я думаю что	1	1
30	и почему его	1	1
31	в годы когда	1	1
32	что же касается	1	1
33	состоит в том	3	1
34	на себя внимание	1	1
35	только что в	1	1
36	более или менее	1	1
37	он может быть	1	1
38	все это однако	1	1
39	относится к г	2	1
40	от которого он	1	1
41	в том же	1	1
42	в руслане и	1	1
43	отдельные сцены из	1	1
44	с этой точки	1	1
45	что по мнению	1	1
46	вместе с тем	1	1
47	и судя по	1	1
48	начала до конца	1	1
49	сам по себе	1	1
50	независимо от того	2	1
51	можно было бы	1	1
52	в году он	1	1
53	в первые годы	1	1
54	относится к гг	1	1
55	указания на то	1	1
56	и в конце	1	1
57	на мой взгляд	1	1
58	в применении к	1	1
59	в самом начале	1	1
60	в этой области	2	1
61	обращает на себя	1	1
62	не только в	3	1
63	руслане и людмиле	1	1
64	только в виде	2	1
65	в чем же	1	1
66	так или иначе	1	1
67	в течение всей	2	1
68	в наибольшей степени	1	1
69	двадцатых годов в	1	1
70	ни у одного	1	1
71	в жизни он	1	1
72	до нас не	1	1
73	до наших дней	1	1
74	этой точки зрения	1	1
75	во множественном числе	1	1
76	нас не дошли	1	1
77	не означает что	1	1
78	что у него	1	1
79	с самого начала	2	1
80	т п в	1	1
81	к этому времени	1	1
82	совершенно очевидно что	1	1
83	в другом случае	1	1
84	к тому что	2	1
85	с меньшим числом	1	1
86	в современном смысле	1	1
87	не заметить что	1	1
88	тем не менее	2	1
89	как мы видели	1	1
90	сплошь да рядом	1	1
91	в предисловии к	2	1
92	для того чтобы	1	1
