N	2gram	Bakhtin_Pr_1	Myshleni
1	в том	8	33
2	том что	3	27
3	точки зрения	8	26
4	то что	8	20
5	в этом	15	19
6	с точки	6	18
7	того что	2	17
8	мышления и	1	16
9	не только	9	15
10	и в	38	15
11	таким образом	10	14
12	что в	7	14
13	того чтобы	2	12
14	что он	2	12
15	в самом	7	11
16	в процессе	1	11
17	в целом	3	10
18	было бы	8	10
19	для того	2	10
20	но и	9	10
21	мы можем	6	10
22	в своем	5	9
23	о том	4	9
24	связи с	2	9
25	может быть	26	9
26	что мы	1	9
27	не может	27	9
28	не является	3	9
29	не в	7	8
30	никогда не	5	8
31	так и	5	8
32	если бы	3	8
33	и что	2	8
34	к действительности	3	8
35	едва ли	3	7
36	на основе	6	7
37	он не	3	7
38	высшей степени	5	7
39	в высшей	5	7
40	по себе	1	7
41	к тому	1	7
42	с одной	3	7
43	одной стороны	3	7
44	как бы	22	7
45	и не	42	7
46	самом деле	6	6
47	мы уже	1	6
48	по отношению	21	6
49	в этой	1	6
50	в истории	2	6
51	мы должны	2	6
52	и к	3	6
53	что это	2	6
54	как он	1	6
55	на то	2	6
56	к выводу	1	6
57	как и	7	6
58	что эта	2	6
59	как мы	7	6
60	в виду	4	6
61	но в	4	6
62	вовсе не	2	6
63	с другой	7	6
64	к которому	4	6
65	на этот	1	6
66	там где	6	6
67	в частности	2	6
68	вместе с	1	6
69	как это	2	6
70	в связи	2	6
71	сказать что	4	6
72	смысле слова	2	5
73	показать что	2	5
74	то же	5	5
75	вопрос о	1	5
76	приводит к	3	5
77	это не	5	5
78	что с	1	5
79	во всей	1	5
80	можно было	4	5
81	и даже	3	5
82	эта проблема	1	5
83	этот вопрос	1	5
84	теории познания	2	5
85	друг друга	1	5
86	и др	8	5
87	с помощью	7	5
88	сравнению с	1	5
89	по существу	2	5
90	отношению к	19	5
91	все что	3	5
92	по сравнению	1	5
93	хотя бы	4	4
94	с его	2	4
95	конечном счете	4	4
96	независимо от	13	4
97	как в	4	4
98	все же	6	4
99	могли бы	1	4
100	в которой	1	4
101	что все	2	4
102	в них	5	4
103	несмотря на	3	4
104	в своей	7	4
105	значение для	3	4
106	к этому	2	4
107	не имеет	9	4
108	и его	16	4
109	что оно	2	4
110	в совершенно	1	4
111	и с	17	4
112	в конечном	4	4
113	только в	13	4
114	который в	1	4
115	для всех	1	4
116	в начале	2	4
117	прежде всего	13	4
118	так же	1	4
119	все это	3	4
120	для нас	1	4
121	а в	6	4
122	по поводу	2	4
123	человека и	1	3
124	на самом	4	3
125	идет о	1	3
126	действительности и	3	3
127	мы имеем	2	3
128	и ее	2	3
