N	2gram	Vygotskiy__2	Komedia
1	и в	15	22
2	и не	7	21
3	том что	27	13
4	таким образом	14	12
5	в том	33	12
6	так как	4	11
7	со стороны	3	11
8	ни в	2	10
9	потому что	7	10
10	в самом	11	9
11	до сих	1	9
12	вместе с	6	9
13	сих пор	1	9
14	в этом	19	8
15	его в	1	8
16	в своем	9	8
17	к ней	2	8
18	о том	9	8
19	если бы	8	8
20	в его	2	8
21	что и	2	8
22	что он	12	8
23	едва ли	7	7
24	то же	5	7
25	при этом	3	7
26	не по	1	7
27	об этом	3	7
28	только что	3	7
29	а в	4	7
30	того же	3	6
31	самом деле	6	6
32	так что	1	6
33	тому же	1	6
34	и его	4	6
35	к тому	7	6
36	того чтобы	12	6
37	и что	8	6
38	для того	10	6
39	может быть	9	6
40	как раз	4	6
41	во время	3	6
42	к этому	4	6
43	речь идет	2	5
44	не хочет	1	5
45	что его	4	5
46	более чем	1	5
47	но в	6	5
48	не только	15	5
49	а по	1	5
50	он не	7	5
51	в своей	4	5
52	в которых	3	5
53	то это	1	5
54	связи с	9	5
55	к себе	2	5
56	и сам	3	5
57	с ним	3	5
58	к нему	1	5
59	что в	14	5
60	по отношению	6	5
61	из них	3	5
62	тем что	2	5
63	прежде всего	4	5
64	как это	6	5
65	все это	4	5
66	в ней	1	4
67	он был	1	4
68	с другой	6	4
69	нет и	2	4
70	и речи	13	4
71	отнюдь не	2	4
72	все же	4	4
73	когда он	3	4
74	то что	20	4
75	в себе	2	4
76	что она	3	4
77	но все	2	4
78	и с	4	4
79	должен был	1	4
80	с тем	1	4
81	несмотря на	4	4
82	точки зрения	26	4
83	не в	8	4
84	однако в	1	4
85	в отношении	6	4
86	с ребенком	1	4
87	самого начала	1	4
88	на него	1	4
89	у него	2	4
90	и здесь	1	4
91	с самого	1	4
92	друг друга	5	4
93	так и	8	4
94	между собой	1	4
95	и поэтому	1	4
96	с помощью	5	4
97	не дает	2	4
98	вовсе не	6	4
99	но и	10	4
100	до конца	1	4
101	ничем не	3	4
102	а не	3	4
103	в связи	6	4
104	не является	9	4
105	и для	2	4
106	бы в	1	4
107	тем более	3	4
108	хотя бы	4	4
109	так же	4	4
110	идет о	3	3
111	который в	4	3
112	говорить о	2	3
113	из того	4	3
114	столь же	2	3
115	с его	4	3
116	в ее	1	3
117	с этим	3	3
118	и к	6	3
119	ситуации в	1	3
120	в которой	4	3
121	представляет собой	2	3
122	в этой	6	3
123	и тот	1	3
124	как он	6	3
125	на то	6	3
126	в нем	1	3
127	приводит к	5	3
128	то ни	1	3
129	было бы	10	3
130	в них	4	3
131	все равно	2	3
132	как и	6	3
133	чем в	2	3
134	и еще	1	3
135	но если	2	3
136	том как	1	3
137	с точки	18	3
138	ни малейшего	3	3
139	их в	4	3
140	к ним	1	3
141	не имеет	4	3
142	никогда не	8	3
143	ничего не	3	3
144	же самое	2	3
145	на это	1	3
146	он так	1	3
147	одного из	1	3
148	не позволяет	1	3
149	и мы	2	3
150	в двух	1	3
151	одной из	3	3
152	нисколько не	2	3
153	с одной	7	3
154	в начале	4	3
155	что не	1	3
156	следует что	2	3
157	это обстоятельство	2	3
158	всяком случае	6	3
159	мы можем	10	3
160	отношению к	5	3
161	в других	2	3
162	и даже	5	3
163	на которые	1	3
164	перед ним	1	3
165	на этот	6	3
166	один из	1	3
167	в частности	6	3
168	не может	9	3
169	конечно не	1	3
170	одной стороны	7	3
171	в течение	2	3
172	как бы	7	3
173	с этой	2	3
174	в целом	10	3
175	из себя	1	3
176	бы он	1	3
177	не знает	1	3
178	все что	5	3
179	во всяком	7	3
180	человека и	3	2
181	достаточно вспомнить	2	2
182	такое же	1	2
183	здесь и	3	2
184	мы не	10	2
185	в сущности	9	2
186	представление о	5	2
187	и он	1	2
188	и на	1	2
189	бы то	1	2
190	во всех	2	2
191	он говорит	3	2
192	конечном счете	4	2
193	отличие от	3	2
194	за пределы	2	2
195	что они	3	2
196	как в	4	2
197	стороны и	2	2
198	ней в	2	2
199	целый ряд	2	2
200	в результате	3	2
201	то обстоятельство	1	2
202	раз в	2	2
203	только один	1	2
204	ни было	1	2
205	и если	1	2
206	после этого	2	2
207	о которой	1	2
208	состоит в	3	2
209	в силу	2	2
210	исходя из	1	2
211	а затем	1	2
212	из всех	2	2
213	с другими	3	2
214	это не	5	2
215	который по	1	2
216	на основании	1	2
217	в развитии	26	2
218	остается в	2	2
219	в котором	2	2
220	в их	2	2
221	из которой	1	2
222	в одном	2	2
223	как видим	1	2
224	что эта	6	2
225	тому что	1	2
226	она не	1	2
227	что с	5	2
228	трудно было	1	2
229	дело не	1	2
230	что их	1	2
231	в основе	3	2
232	за то	2	2
233	больше чем	2	2
234	и после	1	2
235	в области	1	2
236	больше того	3	2
237	и со	1	2
238	настаивает на	1	2
239	ii в	1	2
240	и это	3	2
241	как мы	6	2
242	и о	1	2
243	в виду	6	2
244	вывод что	1	2
245	здесь не	1	2
246	без всякого	2	2
247	можно было	5	2
248	наряду с	2	2
249	именно потому	1	2
250	а также	2	2
251	в другом	2	2
252	на вопрос	4	2
253	аналогии с	1	2
254	и во	1	2
255	в конечном	4	2
256	которой мы	2	2
257	между тем	1	2
258	этих слов	1	2
259	все время	3	2
260	за ней	1	2
261	тот же	7	2
262	должен быть	2	2
263	по мнению	1	2
264	и ее	3	2
265	в качестве	4	2
266	уже в	5	2
267	если мы	6	2
268	за ним	1	2
269	этот раз	1	2
270	мы знаем	7	2
271	был бы	1	2
272	при всей	1	2
273	этом отношении	3	2
274	от того	2	2
275	что для	3	2
276	обстоятельство что	1	2
277	что мы	9	2
278	под влиянием	1	2
279	ближе к	1	2
280	и особенно	3	2
281	в присутствии	2	2
282	его на	1	2
283	из которых	3	2
284	к своему	1	2
285	в пределах	1	2
286	не могут	2	2
287	для обозначения	2	2
288	сравнению с	5	2
289	по существу	5	2
290	только для	3	2
291	и ты	1	2
292	все остальные	1	2
293	при всем	1	2
294	и дают	1	2
295	и все	3	2
296	нет никаких	2	2
297	между ними	1	2
