N	3gram	Bakhtin_Fr_4	StatiiOP
1	в том что	1	16
2	о том что	2	11
3	в этом отношении	1	9
4	до сих пор	1	5
5	для того чтобы	3	5
6	дело в том	1	4
7	с другой стороны	3	3
8	с самого начала	3	3
9	в том же	1	2
10	в одной из	1	2
11	с точки зрения	2	2
12	но все это	1	2
13	в отличие от	1	2
14	потому что это	1	2
15	в это время	1	2
16	как раз в	1	2
17	ни в одном	1	2
18	более или менее	3	2
19	так и в	1	2
20	как своего рода	1	2
21	за то что	1	2
22	к тому же	1	2
23	к участию в	1	1
24	но как раз	1	1
25	да и в	1	1
26	в своем романе	2	1
27	в виду что	1	1
28	между прочим и	1	1
29	на самом деле	1	1
30	еще и до	1	1
31	в той же	1	1
32	о чем он	1	1
33	при этом и	1	1
34	и в тех	1	1
35	большую роль в	1	1
36	с тех пор	1	1
37	в результате с	1	1
38	одно и то	1	1
39	в данном случае	1	1
40	в конце концов	4	1
41	и то же	1	1
42	в этом споре	1	1
43	к одному из	1	1
44	на нее так	1	1
45	существенно связан с	2	1
46	в связи с	1	1
47	не обходилось без	1	1
48	прежде всего к	1	1
49	то же время	8	1
50	на смертном одре	1	1
51	в то время	2	1
52	сих пор в	1	1
53	в свою очередь	1	1
54	и в отдельных	1	1
55	нужно сказать что	2	1
56	с того что	1	1
57	в то же	8	1
58	в том числе	3	1
59	таким образом в	3	1
60	как мы видели	2	1
