N	2gram	Vinokur_St_1	Myslijsy
1	потому что	6	46
2	то есть	2	34
3	в слове	5	32
4	в том	36	32
5	и в	44	30
6	может быть	15	28
7	то же	5	23
8	не только	18	21
9	только в	10	21
10	для нас	7	20
11	но и	10	19
12	того что	9	18
13	том что	29	18
14	то что	18	18
15	что в	30	17
16	в себе	2	16
17	по себе	1	16
18	и не	16	15
19	не в	12	15
20	в сознании	2	15
21	а не	16	15
22	таким образом	7	14
23	что и	6	13
24	так как	5	13
25	если бы	9	12
26	вместе с	1	12
27	а в	17	12
28	точно так	1	12
29	так и	9	11
30	что оно	3	11
31	этого слова	2	11
32	как в	13	10
33	в этом	21	10
34	как и	9	10
35	в то	9	10
36	и что	4	10
37	мы не	2	9
38	из этих	6	9
39	в нем	5	9
40	было бы	17	9
41	тогда когда	1	9
42	между тем	3	9
43	для него	6	9
44	и то	5	8
45	в ней	3	8
46	в самом	7	8
47	от того	1	8
48	что не	3	8
49	что мы	5	8
50	с одной	3	7
51	но не	3	7
52	с тем	1	7
53	и без	3	7
54	тем самым	2	7
55	тем что	5	7
56	как мы	1	7
57	так что	6	7
58	слова в	1	7
59	вовсе не	19	7
60	с другой	9	7
61	смысле этого	2	7
62	к тому	1	7
63	например в	8	6
64	то это	3	6
65	с этим	3	6
66	не имеет	4	6
67	там же	1	6
68	что он	10	6
69	уже не	1	6
70	из них	8	6
71	а потому	2	6
72	не может	8	6
73	что только	1	6
74	но это	6	6
75	если б	1	5
76	художественного произведения	1	5
77	на деле	1	5
78	и т	30	5
79	еще не	3	5
80	по отношению	3	5
81	в своем	2	5
82	думать что	2	5
83	и тем	3	5
84	в них	1	5
85	что я	1	5
86	по крайней	2	5
87	же время	4	5
88	как на	1	5
89	в каком	3	5
90	не могут	1	5
91	не менее	5	5
92	мысль о	1	5
93	крайней мере	2	5
94	уже в	2	5
95	одно из	2	5
96	слово как	1	5
97	очевидно что	1	5
98	есть только	2	5
99	отношению к	3	5
100	сказать что	7	5
101	тем же	3	4
102	или же	2	4
103	столь же	4	4
104	не все	3	4
105	что именно	1	4
106	не было	4	4
107	что это	4	4
108	бы не	2	4
109	не обнаруживает	1	4
110	он не	2	4
111	и по	5	4
112	и наоборот	1	4
113	в один	1	4
114	и при	1	4
115	в котором	5	4
116	того как	1	4
117	это слово	4	4
118	и его	8	4
119	по поводу	7	4
120	для того	10	4
121	оно не	1	4
122	и это	2	4
123	то время	2	4
124	в его	9	4
125	далеко не	1	4
126	что для	3	4
127	если не	2	4
128	и потому	2	4
129	для понимания	1	4
130	все это	5	4
131	и от	1	4
132	тем более	4	4
133	слово в	1	4
134	другой стороны	7	4
135	была бы	5	4
136	и есть	1	3
137	в первом	2	3
138	говорить о	2	3
139	с но	1	3
140	бы ни	1	3
141	и на	1	3
142	в чем	3	3
143	а только	1	3
144	ответ на	3	3
145	мысль в	1	3
146	в целом	5	3
147	имеет для	1	3
148	что она	4	3
149	при этом	2	3
150	т д	21	3
151	в каждом	3	3
152	что все	2	3
153	разница между	2	3
154	его в	2	3
155	и тогда	2	3
156	как бы	4	3
157	представить себе	1	3
158	одним и	2	3
159	место в	1	3
160	что при	2	3
161	тем не	2	3
162	тому что	3	3
163	на него	2	3
164	тогда и	1	3
165	образом в	1	3
166	того чтобы	11	3
167	ни о	1	3
168	могут быть	5	3
169	слова с	1	3
170	для себя	3	3
171	из двух	3	3
172	или в	1	3
173	том как	4	3
174	и вообще	3	3
175	со стороны	6	3
176	время в	1	3
177	можно сказать	1	3
178	то тем	1	3
179	это было	1	3
180	к нему	2	3
181	на которой	2	3
182	же и	4	3
183	есть в	2	3
184	в начале	3	3
185	никто не	4	3
186	прежде всего	7	3
187	себе представить	1	3
188	до сих	7	3
189	именно в	6	3
190	такое же	1	3
191	одной стороны	2	3
192	там где	5	3
193	в одно	1	3
194	так же	5	3
195	том смысле	2	3
196	сих пор	7	3
197	каждой из	1	3
198	тем и	1	3
199	не существует	3	3
200	это можно	3	3
201	и все	2	3
202	не говоря	1	3
203	не знает	2	3
204	в последнем	1	3
205	в которой	4	3
206	к этому	1	3
207	в таком	3	3
208	а между	1	2
209	самом деле	11	2
210	этого последнего	1	2
211	это и	4	2
212	и до	1	2
213	живой речи	1	2
214	той же	5	2
215	не столько	1	2
216	из сказанного	1	2
217	все в	2	2
218	в новом	4	2
219	отношение к	2	2
220	теперь не	1	2
221	за пределы	2	2
222	что они	7	2
223	но без	1	2
224	этой стороны	1	2
225	все же	8	2
226	на человека	1	2
227	целый ряд	2	2
228	что по	1	2
229	так или	2	2
230	в этой	11	2
231	иначе и	1	2
232	на то	4	2
233	не могла	2	2
234	одним только	1	2
235	и почему	4	2
236	не как	1	2
237	что ни	2	2
238	но все	4	2
239	могла бы	1	2
240	бы быть	1	2
241	на все	1	2
242	входит в	1	2
243	время и	1	2
244	ни в	3	2
245	показывает что	1	2
246	не всегда	2	2
247	несмотря на	2	2
248	во время	3	2
249	точки зрения	11	2
250	в своей	6	2
251	что такое	1	2
252	а как	2	2
253	во времена	4	2
254	в которых	5	2
255	несомненно что	1	2
256	бы мы	2	2
257	т п	9	2
258	их в	2	2
259	том же	1	2
260	что поэтому	1	2
261	даже в	3	2
262	что эта	2	2
263	она не	2	2
264	что с	2	2
265	на котором	1	2
266	и притом	1	2
267	как о	2	2
268	но только	1	2
269	в разных	1	2
270	из того	2	2
271	этом отношении	7	2
272	ему не	1	2
273	когда мы	1	2
274	от этого	2	2
275	указание на	1	2
276	в области	14	2
277	отказаться от	1	2
278	так например	7	2
279	ничего общего	3	2
280	то или	3	2
281	и о	1	2
282	в ее	4	2
283	только при	1	2
284	с каким	1	2
285	языка и	4	2
286	так в	1	2
287	каждого из	2	2
