N	2gram	Tiupa_Narr_1	Analitik
1	в тексте	16	24
2	тогда как	12	19
3	в этом	17	18
4	не только	32	16
5	и в	19	16
6	в частности	14	16
7	так и	9	15
8	как и	7	14
9	своего рода	12	12
10	внутреннего зрения	4	12
11	но и	23	12
12	и не	20	12
13	том что	14	12
14	в том	18	12
15	иначе говоря	6	11
16	в качестве	21	11
17	при этом	9	10
18	в эпизоде	3	10
19	могут быть	3	10
20	а не	12	10
21	как бы	4	10
22	в этой	5	9
23	лишь в	1	9
24	ничего не	2	9
25	в пределах	2	9
26	и даже	3	9
27	то есть	19	9
28	всего лишь	2	8
29	в целом	1	8
30	представляет собой	13	8
31	состоит в	13	8
32	в данном	5	8
33	не случайно	2	8
34	и т.п	8	8
35	отнюдь не	5	8
36	особенно в	3	7
37	к тому	7	7
38	а также	7	7
39	о том	6	7
40	в себе	8	7
41	кадров внутреннего	1	7
42	то что	11	7
43	в самом	1	6
44	и на	3	6
45	но в	6	6
46	в мире	9	6
47	говорить о	2	6
48	может быть	25	6
49	с другой	8	6
50	как это	6	6
51	текста в	2	6
52	на себя	3	5
53	и к	1	5
54	произведения в	1	5
55	данном случае	4	5
56	с одной	7	5
57	говорит о	2	5
58	того же	1	4
59	между двумя	5	4
60	в поле	1	4
61	в сущности	3	4
62	совпадает с	1	4
63	столь же	3	4
64	как правило	4	4
65	но не	5	4
66	по отношению	7	4
67	как в	7	4
68	в своем	2	4
69	хотя и	3	4
70	в себя	6	4
71	тому же	5	4
72	читателя в	2	4
73	внутренней речи	1	4
74	уже говорилось	1	4
75	на этом	1	4
76	то же	4	4
77	не с	3	4
78	и тем	4	4
79	тем самым	6	4
80	для него	2	4
81	точки зрения	10	4
82	в ходе	1	4
83	не в	14	4
84	в конце	1	4
85	коммуникативного события	12	4
86	и является	1	4
87	имеет место	4	4
88	не менее	3	4
89	во второй	2	4
90	можно сказать	5	4
91	в новелле	1	4
92	времени в	2	4
93	во всех	1	4
94	композиционная форма	1	4
95	только в	4	4
96	и его	5	4
97	уже не	5	4
98	не так	1	4
99	у него	4	4
100	как раз	2	4
101	одной стороны	7	4
102	не может	10	4
103	в позицию	1	4
104	о его	1	4
105	в аспекте	2	4
106	в один	1	4
107	отношению к	6	4
108	и то	1	3
109	в ситуации	1	3
110	на две	1	3
111	едва ли	1	3
112	в их	1	3
113	в конечном	3	3
114	мы имеем	2	3
115	со смертью	2	3
116	высказывания в	6	3
117	ему в	2	3
118	ответ на	1	3
119	что касается	2	3
120	как уже	1	3
121	на его	1	3
122	ключ к	2	3
123	и сам	1	3
124	содержит в	1	3
125	его от	1	3
126	подобно тому	2	3
127	обнаруживает себя	1	3
128	главного героя	2	3
129	несмотря на	2	3
130	не мог	4	3
131	место в	1	3
132	не столько	4	3
133	на фоне	1	3
134	тем не	3	3
135	по крайней	1	3
136	как о	1	3
137	жизненной позиции	4	3
138	никогда не	3	3
139	имеем дело	2	3
140	сводится к	3	3
141	тем что	3	3
142	как будто	3	3
143	этом отношении	3	3
144	что на	2	3
145	той или	4	3
146	как мы	3	3
147	своем составе	1	3
148	в организации	2	3
