N	2gram	Nazirov_Tv_1	Problemy
1	и в	21	46
2	то есть	12	40
3	и не	7	27
4	может быть	5	23
5	не может	4	19
6	как бы	17	19
7	в нем	3	17
8	в этом	6	16
9	у достоевского	28	16
10	не только	7	14
11	на пороге	1	12
12	перед нами	2	12
13	но и	3	12
14	как и	12	12
15	и на	7	11
16	в одном	1	11
17	а не	5	11
18	не в	2	10
19	и к	1	9
20	в самом	3	9
21	и все	6	9
22	в его	13	9
23	в том	7	9
24	вовсе не	5	9
25	прежде всего	4	9
26	достоевского в	12	8
27	до сих	1	8
28	сих пор	1	8
29	или в	2	8
30	в сущности	1	7
31	еще не	1	7
32	романах достоевского	15	7
33	в себе	2	7
34	и с	3	7
35	слово и	1	7
36	по себе	1	7
37	что ж	1	7
38	как раз	1	7
39	слова и	1	7
40	то же	13	6
41	никогда не	3	6
42	и он	2	6
43	макара девушкина	1	6
44	хотя и	3	6
45	но в	7	6
46	к одному	1	6
47	в каждом	3	6
48	ни в	1	6
49	что я	3	6
50	но это	5	6
51	и его	6	6
52	живет на	1	6
53	настасьи филипповны	2	6
54	макар девушкин	2	6
55	о нем	1	6
56	в него	2	6
57	что он	6	6
58	только в	5	6
59	произведений достоевского	1	6
60	к себе	1	6
61	все это	10	6
62	в романе	10	6
63	в котором	6	5
64	с его	11	5
65	во всех	1	5
66	по отношению	1	5
67	нам кажется	1	5
68	так сказать	2	5
69	на площади	2	5
70	при этом	7	5
71	особенно в	1	5
72	это не	4	5
73	в жизни	2	5
74	в то	15	5
75	в самой	1	5
76	если же	1	5
77	и сам	1	5
78	с самим	1	5
79	о том	6	5
80	же время	12	5
81	к нему	1	5
82	если мы	1	5
83	мы находим	2	5
84	так как	3	5
85	у него	7	5
86	в романах	13	5
87	отношению к	1	5
88	жизни и	3	5
89	самом деле	2	4
90	в их	3	4
91	слово о	1	4
92	на себя	1	4
93	героя и	2	4
94	но не	3	4
95	как в	8	4
96	все же	5	4
97	кроме того	1	4
98	все эти	1	4
99	он не	8	4
100	людей и	2	4
101	таким образом	5	4
102	и наконец	2	4
103	он и	1	4
104	том что	11	4
105	в этих	2	4
106	своего рода	4	4
107	том же	1	4
108	и время	2	4
109	в процессе	1	4
110	потому что	5	4
111	в направлении	2	4
112	в себя	2	4
113	приводит к	2	4
114	так и	2	4
115	по мере	1	4
116	в виду	2	4
117	и здесь	1	4
118	и других	3	4
119	можно сказать	2	4
120	же и	2	4
121	уже не	3	4
122	уже в	3	4
123	к ним	1	4
124	до конца	2	4
125	превращается в	1	4
126	да и	1	4
127	жизни слова	1	4
128	а что	2	4
129	то что	8	4
130	не знает	2	4
131	что в	12	4
132	но эти	1	4
133	себя как	2	3
134	одним из	4	3
135	также и	1	3
136	в бедных	5	3
137	человека и	4	3
138	и это	1	3
139	и до	1	3
140	мы уже	1	3
141	той же	3	3
142	мы имеем	1	3
143	преступления и	5	3
144	всех его	1	3
145	и о	1	3
146	то это	1	3
147	отличие от	2	3
148	князя мышкина	1	3
149	в своем	4	3
150	героев достоевского	3	3
151	в этой	5	3
152	имеем в	1	3
153	как он	1	3
154	не к	1	3
155	на этом	1	3
156	на лестнице	2	3
157	в мире	4	3
158	было бы	1	3
159	и наказания	5	3
160	кажется что	1	3
161	далеко не	3	3
162	такой же	2	3
163	но если	3	3
164	и их	1	3
165	в своей	4	3
166	в отличие	2	3
167	образом и	1	3
168	но он	2	3
169	в повести	5	3
170	в отношении	1	3
171	она не	1	3
172	дело в	3	3
173	на него	1	3
174	мышкин в	1	3
175	не могут	1	3
176	с ее	3	3
177	но при	1	3
178	смешного человека	3	3
179	здесь нет	2	3
180	чем у	1	3
181	никак не	1	3
182	и что	1	3
183	достоевского все	1	3
184	отличается от	1	3
185	себя в	1	3
186	только на	2	3
187	ведь это	1	3
188	в диалоге	1	3
189	в конце	1	3
190	что и	2	3
191	тем что	1	3
192	и даже	3	3
193	с другой	3	3
194	себя и	1	3
195	жизнь в	1	3
196	с помощью	1	3
197	него в	1	3
198	так же	3	3
199	жизнь и	1	3
200	что же	1	3
201	бедных людях	5	3
202	еще более	2	3
203	другой стороны	1	3
204	того же	2	3
205	но этот	1	3
206	героя в	1	3
207	и другие	3	3
208	ту же	3	2
209	же как	1	2
210	и через	1	2
211	а как	2	2
212	он как	1	2
213	себе что	1	2
214	не нужно	2	2
215	он сам	6	2
216	друг на	1	2
217	или другом	1	2
218	если в	2	2
219	к слову	1	2
220	то такой	1	2
221	в одной	2	2
222	с этим	1	2
223	в художественном	1	2
224	когда он	2	2
225	целый ряд	1	2
226	и как	4	2
227	не было	1	2
228	в сне	2	2
229	его к	1	2
230	бы и	1	2
231	так в	1	2
232	творчество достоевского	3	2
233	но на	1	2
234	на том	2	2
235	у пушкина	2	2
236	и по	3	2
237	но все	1	2
238	об этом	2	2
239	самим собой	4	2
240	на все	1	2
241	хотя бы	5	2
242	этом романе	2	2
243	и тем	2	2
244	достоевского и	3	2
245	все равно	1	2
246	на друга	1	2
247	и прямо	1	2
248	что такое	1	2
249	себе а	1	2
250	мысли и	4	2
251	могло бы	1	2
252	не менее	6	2
253	яков петрович	2	2
254	в атмосфере	1	2
255	одна из	2	2
256	этой повести	1	2
257	но она	2	2
258	жизни не	1	2
259	к ней	2	2
260	отношении к	1	2
261	то и	1	2
262	у нас	1	2
263	выпадает из	1	2
264	могут быть	2	2
265	к тому	2	2
266	указывает на	1	2
267	творчества достоевского	4	2
268	людей в	2	2
269	времени и	4	2
270	это вовсе	1	2
271	живет в	2	2
272	с ним	3	2
273	мире достоевского	3	2
274	в преступлении	6	2
275	самого достоевского	3	2
276	преступлении и	4	2
277	между тем	1	2
278	от них	1	2
279	тем как	1	2
280	достоевского это	4	2
281	все время	1	2
282	но с	1	2
283	этот вопрос	1	2
284	для достоевского	4	2
285	том или	1	2
286	отчасти и	2	2
287	же он	1	2
288	так что	2	2
289	слова не	1	2
290	для него	6	2
291	творчестве достоевского	5	2
292	сами по	1	2
293	а в	6	2
294	в других	1	2
295	о которых	1	2
296	для этого	1	2
297	влияние на	2	2
298	он только	1	2
299	на этот	1	2
300	в рассказе	3	2
301	его как	2	2
302	в руках	1	2
303	что так	1	2
304	в одно	2	2
305	вместе с	2	2
306	в духе	2	2
307	в данном	2	2
308	к жизни	2	2
309	художественного видения	1	2
310	в первой	2	2
311	человек с	1	2
312	так ли	2	2
313	романов достоевского	3	2
314	вне его	1	2
315	и времени	1	2
316	причем в	2	2
317	о котором	2	2
318	сказать что	2	2
319	и жизнь	1	2
320	и наказании	4	2
321	карнавального мироощущения	1	2
322	во сне	1	2
323	значение в	1	2
324	я и	3	1
325	и xix	1	1
326	нельзя жить	1	1
327	чтобы не	1	1
328	эта позиция	1	1
329	рассматривать в	3	1
330	должно стать	1	1
331	тон рассказа	2	1
332	у бальзака	1	1
333	этом пункте	1	1
334	на самом	3	1
335	акакия акакиевича	1	1
336	к своей	1	1
337	и есть	1	1
338	из самых	1	1
339	по преимуществу	2	1
340	мировоззрения и	2	1
341	оно было	1	1
342	от которых	1	1
343	из всех	4	1
344	всей ее	1	1
345	в несколько	1	1
346	побуждает его	1	1
347	из подполья	13	1
348	собой как	1	1
349	площади и	2	1
350	не во	2	1
351	достоевского мы	1	1
352	человека однако	1	1
353	мировой литературе	1	1
354	принадлежит к	1	1
355	совершается кризис	1	1
356	не вполне	1	1
357	село степанчиково	1	1
358	с большим	1	1
359	это время	2	1
360	в ней	2	1
361	в xix	1	1
362	ни даже	1	1
363	между собой	1	1
364	от своей	1	1
365	время в	3	1
366	от себя	1	1
367	этой почве	1	1
368	в сюжете	1	1
369	это имеет	1	1
370	иного рода	1	1
371	в двойнике	1	1
372	как правило	1	1
373	одним словом	1	1
374	больших романах	3	1
375	в голове	1	1
376	человеческих отношений	3	1
377	показалось что	1	1
378	к сожалению	1	1
379	искал в	1	1
380	сложную и	1	1
381	одного момента	1	1
382	в собственном	1	1
383	приходит на	1	1
384	для создания	1	1
385	из уст	1	1
386	как к	2	1
387	что как	2	1
388	художественного мира	1	1
389	голядкина в	1	1
390	замыслов в	1	1
391	гораздо существеннее	1	1
392	главных героев	1	1
393	себе не	2	1
394	в коридоре	1	1
395	он на	1	1
396	человеком в	1	1
397	со своей	1	1
398	сливается с	3	1
399	времени как	3	1
400	господин голядкин	1	1
401	та же	4	1
402	из жизни	1	1
403	петрович голядкин	1	1
404	что это	1	1
405	в целом	4	1
406	время это	1	1
407	что достоевский	7	1
408	учение о	1	1
409	еще один	1	1
410	тому же	1	1
411	героя к	1	1
412	и если	1	1
413	рассказе и	1	1
414	на его	3	1
415	что она	2	1
416	в ее	1	1
417	человек не	1	1
418	первой части	3	1
419	свою собственную	1	1
420	на таком	1	1
421	отношений между	2	1
422	и вот	1	1
423	совпадающее с	1	1
424	по законам	1	1
425	в первом	2	1
426	что у	1	1
427	туман и	1	1
428	в плане	1	1
429	они играют	1	1
430	достоевского как	1	1
431	сколько на	1	1
432	здесь мы	2	1
433	его романах	2	1
434	свобода и	1	1
435	что все	3	1
436	же не	1	1
437	на всю	1	1
438	этом он	2	1
439	а по	2	1
440	на ту	1	1
441	на этой	1	1
442	в строго	1	1
443	его в	1	1
444	знает что	1	1
445	который и	1	1
446	свою противоположность	2	1
447	лишь на	1	1
448	герой повести	1	1
449	не боится	1	1
450	делает его	1	1
451	за ней	1	1
452	авторской позиции	3	1
453	мышкина и	1	1
454	слиться с	1	1
455	в них	1	1
456	выражающем его	1	1
457	тем поразительнее	1	1
458	их взаимоотношения	1	1
459	раскольников видит	1	1
460	романы достоевского	1	1
461	и уже	1	1
462	друга в	1	1
463	жизни но	1	1
464	в не	1	1
465	мы знаем	1	1
466	чем в	1	1
467	эпизод романа	1	1
468	не изображал	1	1
469	духовной жизни	1	1
470	в один	2	1
471	и тогда	1	1
472	все как	1	1
473	его обитатели	1	1
474	менее чем	1	1
475	можно только	1	1
476	во время	1	1
477	что если	1	1
478	во второй	2	1
479	и тут	1	1
480	именно и	1	1
481	у дверей	1	1
482	достоевский с	2	1
483	природа человека	1	1
484	место в	3	1
485	через пространство	1	1
486	не столько	2	1
487	что до	1	1
488	что еще	1	1
489	центра и	1	1
490	эта удивительная	1	1
491	дается в	1	1
492	но эта	1	1
493	живут в	1	1
494	сне смешного	2	1
495	поэтому мы	1	1
496	в прямом	1	1
497	тем самым	7	1
498	однако в	2	1
499	даже в	3	1
500	а вот	1	1
501	тому что	1	1
502	между людьми	2	1
503	своего пути	1	1
504	вплоть до	1	1
505	дня и	1	1
506	дома на	1	1
507	самого начала	3	1
508	что ему	1	1
509	появляется князь	1	1
510	дело не	3	1
511	мышления и	1	1
512	от чужого	1	1
513	что их	1	1
514	а ты	1	1
515	и притом	2	1
516	к этим	1	1
517	героев и	3	1
518	и имеет	1	1
519	и снова	1	1
520	но только	2	1
521	человека по	1	1
522	человека если	2	1
523	для всего	1	1
524	до своего	1	1
525	действительности но	1	1
526	с двойным	1	1
527	всего на	1	1
528	на практике	1	1
529	борьбы двух	1	1
530	в другую	1	1
531	его можно	1	1
532	то у	1	1
533	xix веке	1	1
534	раннего творчества	1	1
535	связи с	1	1
536	в более	1	1
537	его собственное	1	1
538	для осуществления	1	1
539	возможно в	1	1
540	только с	1	1
541	как будто	5	1
542	становится объектом	1	1
543	отношение автора	1	1
544	что на	1	1
545	в области	1	1
546	петербургские сновидения	2	1
547	такие же	1	1
548	среди них	1	1
549	иван карамазов	2	1
550	начиная с	1	1
551	в мировой	1	1
552	человека в	6	1
553	не поняв	1	1
554	является одним	2	1
555	здесь они	1	1
556	не способен	1	1
557	но за	1	1
558	бы он	1	1
559	уже на	1	1
560	резких и	1	1
561	стиля но	1	1
562	сон смешного	1	1
563	где совершается	1	1
564	он отлично	1	1
565	им в	1	1
566	а затем	2	1
567	как один	1	1
568	братьев карамазовых	1	1
569	данном случае	2	1
570	из главных	2	1
571	мышкин и	1	1
572	в средневековой	2	1
573	имеют для	1	1
574	с самого	3	1
575	роль в	1	1
576	мы наблюдаем	1	1
577	шекспира и	1	1
578	если они	1	1
579	новый оттенок	1	1
580	что может	1	1
581	с первым	1	1
582	чужого сознания	1	1
583	собой в	2	1
584	во многом	7	1
585	иногда в	1	1
586	еще в	2	1
587	ее истоков	1	1
588	в последней	1	1
589	в эпоху	1	1
590	стремление к	2	1
591	преимущественно в	1	1
592	вот это	1	1
593	каждый раз	1	1
594	слова из	2	1
595	не был	3	1
596	контакт с	1	1
597	это я	1	1
598	и крайне	1	1
599	явно преобладает	1	1
600	или на	1	1
601	скажу что	1	1
602	все его	1	1
603	в сфере	1	1
604	же самая	2	1
605	может не	2	1
606	достоевского он	2	1
607	других людей	2	1
608	у гроба	1	1
609	на площадь	1	1
610	от него	1	1
611	героев например	1	1
612	эти два	1	1
613	автор как	1	1
614	отметить что	1	1
615	произведениям достоевского	1	1
616	любил и	1	1
617	язык в	1	1
618	наконец в	1	1
619	резко отличается	1	1
620	перед тем	2	1
621	художественном мире	1	1
622	концепции времени	1	1
623	это описание	1	1
624	и самые	1	1
625	в жизнь	1	1
626	эта тенденция	1	1
627	такой человек	1	1
628	в литературе	2	1
629	да он	1	1
630	известно что	2	1
631	один из	4	1
632	князь мышкин	3	1
633	себя с	1	1
634	столько на	1	1
635	сторон жизни	1	1
636	в двух	2	1
637	жизни тем	1	1
638	романа и	1	1
639	действие в	1	1
640	характерный для	1	1
641	и резкое	1	1
642	в какой	1	1
643	принимает форму	1	1
644	после появления	1	1
645	акакий акакиевич	1	1
646	должен был	1	1
647	ад и	1	1
648	в литературу	1	1
649	тема в	1	1
650	приходит в	1	1
651	с одной	1	1
652	со всеми	3	1
653	в эти	1	1
654	своего собственного	2	1
655	человека с	2	1
656	переходит в	2	1
657	и у	2	1
658	достоевского говорят	1	1
659	так можно	1	1
660	не знать	1	1
661	достоевский в	3	1
662	до предела	1	1
663	него и	1	1
664	а это	1	1
665	романе идиот	4	1
666	рассказывает о	1	1
667	его и	1	1
668	к своим	1	1
669	что герои	1	1
670	в роман	1	1
671	того мы	1	1
672	достоевского его	1	1
673	в прозе	1	1
674	у нее	1	1
675	в характерах	1	1
676	ее не	1	1
677	достоевского не	6	1
678	и рай	1	1
679	бедных людей	1	1
680	позволяет сделать	1	1
681	даже и	1	1
682	рассказа и	1	1
683	понимая под	1	1
684	не укладывается	1	1
685	никого не	1	1
686	жизни в	6	1
687	он пожалуй	1	1
688	одной стороны	1	1
689	этой проблемы	2	1
690	это есть	1	1
691	он живет	1	1
692	с другим	1	1
693	пороге у	1	1
694	именно в	2	1
695	к которому	1	1
696	поэтики достоевского	4	1
697	понимали и	1	1
698	было и	1	1
699	а с	1	1
700	по всей	1	1
701	есть подлинная	1	1
702	которая всегда	1	1
703	что не	2	1
704	что для	2	1
705	шинели он	1	1
706	в соответствии	3	1
707	его романе	1	1
708	самом же	1	1
709	человека но	3	1
710	и стал	1	1
711	достоевского с	8	1
712	линии развития	1	1
713	и самый	1	1
714	не на	1	1
715	место действия	1	1
716	есть лишь	1	1
717	так называемой	1	1
718	человек есть	1	1
719	из героев	1	1
720	него не	1	1
721	в последующем	1	1
722	в связи	1	1
723	именно поэтому	1	1
724	этот рассказ	1	1
725	все более	2	1
726	деле это	1	1
727	ни на	3	1
728	люди и	1	1
729	до этого	2	1
730	как это	1	1
731	он ее	1	1
732	подхода к	3	1
733	пространства и	2	1
734	о возможности	1	1
735	автора в	1	1
736	степанчиково и	1	1
737	установкой на	1	1
738	но сам	1	1
739	с некоторыми	1	1
740	девушкина но	1	1
741	столкновение с	1	1
742	не умел	1	1
743	в мир	2	1
744	вокруг себя	2	1
745	время достоевский	1	1
746	достоевского вплоть	1	1
747	других романах	1	1
748	в бесах	3	1
749	и смерти	1	1
750	еще раз	1	1
751	и героини	1	1
752	фома фомич	1	1
753	определяющие ее	1	1
754	является как	1	1
755	с поэтическим	1	1
756	хуже для	1	1
757	с большой	4	1
758	функции этих	1	1
759	в книге	3	1
760	живет и	1	1
761	в самые	1	1
762	в точном	1	1
763	и перед	1	1
764	романе и	1	1
765	в другое	1	1
766	обращается к	1	1
767	с установкой	1	1
768	к этой	1	1
769	вовсе нет	1	1
770	конце концов	1	1
771	в гоголевской	1	1
772	все они	1	1
773	судьбы людей	1	1
774	я в	1	1
775	ни было	1	1
776	же деле	1	1
777	мы переходим	1	1
778	очень хорошо	1	1
779	не есть	1	1
780	некоторых сторон	1	1
781	первых произведениях	1	1
782	в свою	7	1
783	это все	1	1
784	личности и	2	1
785	наконец не	1	1
786	и внутренне	1	1
787	была бы	1	1
788	в частности	2	1
789	от всех	1	1
790	жизни а	1	1
791	одновременно и	2	1
792	мертвого дома	2	1
793	из своей	1	1
794	этой сцены	1	1
795	главным героем	1	1
796	важно для	1	1
797	только кажущийся	1	1
798	а может	1	1
799	а я	1	1
800	в своих	5	1
