N	2gram	Tiupa_Disk_1	FransuaR
1	и в	16	45
2	то есть	20	25
3	и т.п	12	16
4	и не	11	15
5	в этом	15	14
6	но в	8	14
7	не только	28	14
8	во всех	5	13
9	и его	2	13
10	в его	7	13
11	как бы	5	12
12	во время	1	12
13	что в	4	12
14	то же	7	11
15	в своем	6	11
16	в то	3	11
17	право на	1	10
18	в нем	9	10
19	как и	16	10
20	в том	23	10
21	но и	14	10
22	прежде всего	11	10
23	же время	4	9
24	таким образом	3	8
25	с миром	1	8
26	как мы	2	8
27	и др	2	8
28	также и	3	7
29	с его	4	7
30	мы видели	1	7
31	том что	19	7
32	не в	7	7
33	потому что	4	7
34	в эпоху	5	7
35	что и	3	7
36	в конце	1	7
37	и все	2	7
38	здесь не	1	6
39	в этой	2	6
40	он не	1	6
41	всех этих	1	6
42	в них	4	6
43	мысли и	2	6
44	связи с	4	6
45	так и	8	6
46	что он	4	6
47	одним из	2	5
48	например в	2	5
49	самом деле	1	5
50	на самом	1	5
51	это и	1	5
52	с ее	2	5
53	и на	5	5
54	в акте	3	5
55	хотя и	2	5
56	и как	6	5
57	и к	4	5
58	в себя	5	5
59	на этом	2	5
60	этом отношении	1	5
61	одной из	4	5
62	со всеми	1	5
63	и их	1	5
64	как раз	1	5
65	существенную роль	3	5
66	в связи	1	5
67	не может	9	5
68	но это	1	5
69	той же	1	4
70	мы не	1	4
71	и о	4	4
72	в сущности	2	4
73	и страха	1	4
74	но не	11	4
75	перед нами	3	4
76	в самом	3	4
77	тому же	5	4
78	по своему	3	4
79	об этом	2	4
80	зрения на	3	4
81	это было	2	4
82	не мог	1	4
83	точки зрения	3	4
84	известной степени	2	4
85	в их	5	4
86	своего рода	8	4
87	до известной	1	4
88	в основе	7	4
89	и это	1	4
90	здесь как	1	4
91	о том	8	4
92	и во	2	4
93	связаны с	1	4
94	только в	7	4
95	с этим	3	4
96	и даже	3	4
97	здесь в	2	4
98	сказать что	3	4
99	а не	22	4
100	его как	2	4
101	как это	1	4
102	и от	1	4
103	а также	8	4
104	а в	5	4
105	том числе	2	4
106	но она	1	3
107	того же	3	3
108	и он	2	3
109	форм в	1	3
110	из этих	1	3
111	как в	10	3
112	в одной	3	3
113	но его	1	3
114	что она	1	3
115	до сих	1	3
116	в своей	5	3
117	в которых	4	3
118	от его	1	3
119	не менее	2	3
120	мир и	1	3
121	но они	2	3
122	дело в	1	3
123	не имеет	1	3
124	здесь же	1	3
125	что на	1	3
126	от того	1	3
127	не могло	2	3
128	в другом	2	3
129	это не	3	3
130	именно в	3	3
131	того что	3	3
132	и прежде	1	3
133	и одновременно	2	3
134	до нас	1	3
135	для всех	1	3
136	есть в	2	3
137	для него	4	3
138	в одном	2	3
139	не было	7	3
140	еще и	1	3
141	о чем	2	3
142	вместе с	1	3
143	сих пор	1	3
144	в году	2	3
145	с помощью	1	3
146	и другие	1	3
147	можно говорить	1	2
148	чтобы не	1	2
149	и есть	2	2
150	не хочет	1	2
151	с точки	1	2
152	и до	1	2
153	из его	1	2
154	и за	1	2
155	из своих	1	2
156	говорить о	1	2
157	в целом	4	2
158	в различных	2	2
159	в чем	1	2
160	в данном	5	2
161	в сторону	4	2
162	отличие от	5	2
