N	3gram	Trubetskoy_1	StatiiOP
1	в том что	7	16
2	о том что	2	11
3	в этом отношении	1	9
4	до сих пор	5	5
5	вместе с тем	3	5
6	для того чтобы	6	5
7	к тому что	2	5
8	дело в том	1	4
9	что он не	2	4
10	тот факт что	2	4
11	так же как	1	3
12	во всяком случае	6	3
13	с самого начала	1	3
14	вопрос о том	1	3
15	речь идет о	1	3
16	в другом месте	1	2
17	в том же	1	2
18	с точки зрения	9	2
19	бы то ни	4	2
20	в значительной степени	1	2
21	то ни было	1	2
22	и в этом	1	2
23	всяком случае не	1	2
24	между тем у	1	2
25	более или менее	4	2
26	в самом деле	1	2
27	но все же	1	2
28	на то что	4	2
29	за то что	1	2
30	свидетельствуют о том	1	2
31	тем не менее	1	2
32	к тому же	1	2
33	речь идет не	1	1
34	а между тем	5	1
35	к участию в	1	1
36	между прочим и	1	1
37	на самом деле	6	1
38	в настоящее время	2	1
39	при таких условиях	3	1
40	важно отметить что	1	1
41	с тем в	1	1
42	он не может	1	1
43	в силе и	1	1
44	ни у кого	1	1
45	именно вследствие этого	1	1
46	точно так же	2	1
47	на этот вопрос	1	1
48	и в другом	2	1
49	никогда не был	1	1
50	для борьбы с	1	1
51	в данном случае	3	1
52	в конце концов	3	1
53	те или другие	1	1
54	и вместе с	2	1
55	к одному из	1	1
56	самого себя и	3	1
57	таким образом при	1	1
58	с нею и	1	1
59	в связи с	1	1
60	не только к	2	1
61	друг к другу	1	1
62	и в том	2	1
63	потому что они	1	1
64	в один общий	1	1
65	отказаться от своего	1	1
66	относится не только	1	1
67	по отношению к	1	1
68	и тот факт	1	1
69	то же время	10	1
70	что на этой	1	1
71	заключается в том	1	1
72	в том чтобы	1	1
73	в свою очередь	1	1
74	в этом случае	3	1
75	на ряду с	1	1
76	как бы ни	1	1
77	в этом вопросе	1	1
78	быть особенно осторожным	1	1
79	в то же	10	1
80	в том числе	1	1
