N	3gram	Bakhtin_Pr_3	Hudozhes
1	в том что	1	11
2	по отношению к	5	7
3	о том что	2	7
4	так и не	1	4
5	подобно тому как	2	4
6	то же время	12	4
7	в то же	12	4
8	к тому что	1	4
9	а между тем	3	3
10	в самом деле	3	3
11	но при этом	1	3
12	не может быть	6	3
13	как и в	1	3
14	для того чтобы	1	3
15	тем не менее	2	3
16	а не в	2	2
17	и в этом	2	2
18	с точки зрения	4	2
19	до сих пор	1	2
20	и в то	5	2
21	хотя бы и	2	2
22	ни одного слова	1	2
23	и т п	6	2
24	но тем не	1	2
25	он знает и	1	2
26	в данном случае	1	2
27	как будто бы	1	2
28	они и в	1	2
29	не только не	1	2
30	к тому же	2	2
31	и т д	2	2
32	одних и тех	1	1
33	то что я	2	1
34	что с ним	1	1
35	раз в жизни	1	1
36	самим собою в	1	1
37	сводится к тому	2	1
38	той или иной	2	1
39	в котором он	1	1
40	ибо в нем	2	1
41	как раз и	2	1
42	самом деле не	1	1
43	точно такое же	1	1
44	но тотчас же	1	1
45	и в других	1	1
46	тому как он	1	1
47	что он не	1	1
48	потому что сознание	1	1
49	бы то ни	4	1
50	в этом отношении	1	1
51	в этом произведении	1	1
52	самим по себе	1	1
53	в другом и	1	1
54	и тех же	1	1
55	с самим собою	7	1
56	с самим собой	6	1
57	же я с	1	1
58	а в другой	1	1
59	и то что	1	1
60	в значительной степени	1	1
61	о себе с	1	1
62	тем что он	2	1
63	особенно в его	1	1
64	и все его	1	1
65	и не было	1	1
66	не только для	1	1
67	все более и	1	1
68	отношению к другому	1	1
69	отношению к чужому	1	1
70	к той же	1	1
71	с другой стороны	3	1
72	и в том	1	1
73	ни на грош	1	1
74	что же такое	1	1
75	никогда и не	1	1
76	похоже было как	1	1
77	в этом случае	2	1
78	на себя роли	1	1
79	на жизнь и	1	1
80	и в самом	3	1
81	но и для	1	1
82	с самого начала	8	1
83	более и более	1	1
84	смысле можно сказать	1	1
85	именно потому что	2	1
86	и не то	2	1
87	но все же	1	1
88	можно сказать что	1	1
89	лежит в основе	1	1
90	как мы знаем	2	1
91	как бы в	1	1
92	в ком не	1	1
93	что и от	1	1
94	что и в	1	1
95	т д он	1	1
96	обратим внимание на	1	1
97	не вступает в	1	1
98	же ты меня	1	1
99	именно тем что	2	1
100	в пределах одного	2	1
