N	3gram	Losev_Prob_1	Freidism
1	с точки зрения	3	11
2	во всяком случае	3	7
3	не может быть	2	7
4	в самом деле	2	6
5	в то же	4	4
6	в данном случае	8	4
7	на самом деле	4	4
8	можно сказать что	3	4
9	как мы уже	1	4
10	как мы видели	1	4
11	если бы он	1	3
12	для того чтобы	8	3
13	в таком случае	6	3
14	бы то ни	1	3
15	мы можем сказать	1	3
16	ни об его	1	2
17	то же самое	9	2
18	что же касается	3	2
19	то или иное	1	2
20	до сих пор	3	2
21	в таких случаях	2	2
22	по своему содержанию	2	2
23	это вовсе не	2	2
24	и не подозревает	1	2
25	но если мы	2	2
26	с мыслью о	1	2
27	может быть и	3	2
28	но в то	1	2
29	так и в	1	2
30	не могут быть	1	2
31	внутренней и внешней	1	2
32	в его целом	1	2
33	может быть это	1	2
34	в этом отношении	1	2
35	и притом в	1	2
36	в жизни человека	1	2
37	тем не менее	18	2
38	мы уже указывали	1	2
39	в конце концов	4	2
40	ни о каких	1	1
41	и может быть	1	1
42	но как раз	1	1
43	сводится к тому	1	1
44	бы он был	1	1
45	только потому что	2	1
46	то ни стало	1	1
47	мы никогда не	3	1
48	а вовсе не	1	1
49	так как они	2	1
50	и нет ничего	1	1
51	но даже и	1	1
52	требуют для своего	1	1
53	в этом случае	2	1
54	во что бы	1	1
55	как раз и	7	1
56	о которой мы	1	1
57	мы находим в	1	1
58	самом деле что	1	1
59	до известной степени	1	1
60	того что мы	1	1
61	друг на друга	1	1
62	является одним из	1	1
63	что все эти	1	1
64	на самом же	1	1
65	не было бы	1	1
66	остается в пределах	1	1
67	только то что	4	1
68	во всех этих	2	1
69	часто и не	1	1
70	смысле слова мы	1	1
71	не менее он	1	1
72	или по крайней	1	1
73	но когда мы	2	1
74	может и должно	1	1
75	составляющих ее элементов	1	1
76	в основе своей	1	1
77	по крайней мере	2	1
78	сознания мы можем	1	1
79	и вовсе не	4	1
80	и тем не	8	1
81	даже и не	2	1
82	никакого отношения к	1	1
83	что бы то	1	1
84	если же мы	1	1
85	мы конечно не	1	1
86	не чем иным	1	1
87	однако и здесь	2	1
88	остановимся только на	1	1
89	мы не знаем	1	1
90	на первый взгляд	1	1
91	а также и	2	1
92	все это является	1	1
93	перейти к дальнейшему	1	1
94	как будто бы	1	1
95	в каком случае	3	1
96	мы говорили выше	2	1
97	говорили выше в	1	1
98	то что он	3	1
99	к той же	1	1
100	из них не	1	1
101	тем что его	1	1
102	а может быть	2	1
103	что же такое	1	1
104	внешней и внутренней	1	1
105	это было бы	1	1
106	ни в каком	3	1
107	вместо этого он	1	1
108	таким образом в	1	1
109	только на путях	1	1
110	чем иным как	1	1
111	не подозревает об	1	1
112	в то время	1	1
113	мы не будем	1	1
114	мы уже сказали	1	1
115	то что мы	6	1
116	сказать и о	3	1
117	о том что	5	1
118	ничего общего с	7	1
119	к нему и	1	1
120	и его содержание	1	1
121	не только не	3	1
122	что находится в	1	1
123	ни о каком	1	1
124	той или иной	4	1
125	каком случае не	2	1
126	и о других	1	1
127	и как мы	1	1
128	которой мы говорили	1	1
129	в этом смысле	6	1
130	и следовательно в	2	1
131	но вместо этого	1	1
132	только оно и	1	1
133	и что он	1	1
134	потому что оно	2	1
135	и т д	10	1
136	самом же деле	1	1
137	случае не может	2	1
138	в том что	5	1
139	по которой можно	1	1
140	может быть даже	2	1
