N	3gram	Potebnia_M_1	Literetu
1	в том что	13	11
2	то же время	3	5
3	в то же	3	5
4	не только в	3	4
5	в связи с	1	4
6	с этой точки	1	3
7	этой точки зрения	1	3
8	дело в том	2	2
9	по отношению к	13	2
10	не говоря уже	1	2
11	подобно тому как	3	2
12	с точки зрения	3	2
13	только в том	6	2
14	в этом отношении	1	2
15	из того что	1	2
16	с одной стороны	3	2
17	но при этом	1	2
18	во всяком случае	1	2
19	о том что	1	2
20	и тем самым	1	2
21	жизни человеческого духа	1	2
22	сознания в формах	1	2
23	тем не менее	6	2
24	бы ни были	1	1
25	может быть назван	1	1
26	на том что	1	1
27	не в состоянии	1	1
28	том что при	1	1
29	в эту минуту	1	1
30	повторением одного и	1	1
31	только потому что	2	1
32	другой стороны он	1	1
33	а не в	1	1
34	на самом деле	1	1
35	как и во	1	1
36	на то что	1	1
37	во многих случаях	1	1
38	в ответ на	1	1
39	потому что я	1	1
40	и не только	1	1
41	не могли быть	1	1
42	бы то ни	2	1
43	между тем как	1	1
44	можно было бы	1	1
45	его связи с	1	1
46	это приводит к	1	1
47	он не мог	1	1
48	по крайней мере	2	1
49	каждому из них	1	1
50	свое собственное слово	1	1
51	однако в глазах	1	1
52	и во всей	1	1
53	становится одним из	1	1
54	быть устранены из	1	1
55	жизни но и	1	1
56	на задний план	1	1
57	говоря уже о	1	1
58	и в этом	6	1
59	в произведении искусства	1	1
60	с тем же	1	1
61	могли быть устранены	1	1
62	все более и	2	1
63	с каким в	1	1
64	же время не	1	1
65	бы потому что	1	1
66	с другой стороны	5	1
67	тем что в	1	1
68	не может быть	9	1
69	не в одном	1	1
70	именно в том	1	1
71	не мог бы	1	1
72	это должно быть	1	1
73	только то что	1	1
74	только то в	1	1
75	в свою очередь	4	1
76	и того же	2	1
77	до сих пор	1	1
78	с самого начала	3	1
79	того что ему	1	1
80	более и более	2	1
81	при этом не	1	1
82	всей духовной жизни	1	1
83	не может стать	1	1
84	но все же	1	1
85	то ни было	1	1
86	и мы в	1	1
87	одного и того	2	1
88	и даже отчасти	1	1
89	но дело в	2	1
90	и самого себя	1	1
91	быть не может	2	1
92	не нуждается в	2	1
93	не есть произведение	1	1
94	и тем более	1	1
