N	3gram	Bakhtin_Fr_4	Psycholo
1	для того чтобы	3	19
2	в том что	1	12
3	о том что	2	10
4	то же самое	1	6
5	на самом деле	1	5
6	с самого начала	3	5
7	с точки зрения	2	4
8	как раз в	1	4
9	здесь мы видим	1	3
10	так как она	1	3
11	в первый раз	1	3
12	в конце концов	4	3
13	смысле этого слова	1	3
14	говорить о том	1	3
15	это и есть	3	3
16	до сих пор	1	3
17	за то что	1	3
18	с одной стороны	2	3
19	и в конце	1	2
20	таким образом что	1	2
21	уже знаем что	1	2
22	как она есть	1	2
23	в это время	1	2
24	то время как	1	2
25	же самое что	1	2
26	с другой стороны	3	2
27	таким образом в	3	2
28	в нем нет	1	2
29	в то время	2	2
30	том что у	1	2
31	что это не	1	2
32	мы видим что	1	2
33	мы уже знаем	1	2
34	к тому же	1	2
35	те же самые	1	2
36	мы уже говорили	5	1
37	он мог сделать	1	1
38	в игре в	1	1
39	подобно тому как	3	1
40	и дает нам	1	1
41	и целый ряд	1	1
42	как бы незаметно	1	1
43	превратить их в	1	1
44	но он же	1	1
45	так как все	1	1
46	в той же	1	1
47	чтобы превратить их	1	1
48	нее так как	1	1
49	потому что это	1	1
50	и в тех	1	1
51	то же время	8	1
52	и не может	1	1
53	в основу этого	1	1
54	образом и здесь	2	1
55	со всех сторон	1	1
56	он думает что	1	1
57	на эту тему	1	1
58	ни в одном	1	1
59	на нее так	1	1
60	на первый взгляд	1	1
61	и в то	4	1
62	в этом знаменитом	1	1
63	том что эта	1	1
64	а также и	1	1
65	самом деле он	1	1
66	и к тому	1	1
67	при помощи одних	1	1
68	а с другой	1	1
69	его современников и	1	1
70	в свою очередь	1	1
71	перед нами в	1	1
72	дело в том	1	1
73	для правильного понимания	2	1
74	что ему нужно	1	1
75	что это и	1	1
76	его так же	1	1
77	не может быть	1	1
78	он как и	1	1
79	сих пор в	1	1
80	и независимо от	1	1
81	то есть в	2	1
82	и если бы	1	1
83	не только в	2	1
84	и все они	1	1
85	в конечном счете	1	1
86	можно сказать что	1	1
87	так же и	1	1
88	в хронологическом порядке	1	1
89	и все прочее	1	1
90	в этой же	3	1
91	в то же	8	1
92	как мы уже	5	1
93	обстояло дело во	1	1
94	что и в	1	1
95	в ней и	1	1
96	которых он сам	1	1
