N	3gram	Voloshinov_2	VLabPisa
1	в этом отношении	1	13
2	с другой стороны	1	8
3	не может быть	10	8
4	по отношению к	8	7
5	более или менее	2	6
6	в зависимости от	2	5
7	то же время	8	5
8	в конечном счете	1	5
9	в то же	8	5
10	не было бы	2	4
11	не могут быть	1	4
12	в связи с	7	4
13	можно сказать что	1	4
14	в том что	6	4
15	мы видели что	1	3
16	о том что	3	3
17	хотя бы в	2	3
18	к тому что	3	3
19	в другом месте	1	2
20	одной стороны и	2	2
21	чуть ли не	1	2
22	в том числе	1	2
23	до сих пор	3	2
24	лишь в пределах	1	2
25	что все эти	1	2
26	каждой из этих	1	2
27	таким образом в	1	2
28	точном смысле слова	1	2
29	и не может	3	2
30	в этом процессе	1	2
31	по крайней мере	2	2
32	так и от	2	2
33	не было в	1	2
34	с одной стороны	3	2
35	для него в	1	2
36	во всех этих	1	2
37	во всяком случае	2	2
38	в этом и	1	2
39	в точном смысле	4	2
40	том числе и	1	2
41	но и он	1	2
42	для того чтобы	6	2
43	если бы он	3	1
44	словесного воплощения в	1	1
45	даже и в	1	1
46	чем же в	1	1
47	какой мере не	1	1
48	в той или	3	1
49	лицом к лицу	1	1
50	бы он был	2	1
51	только в пределах	1	1
52	в какой мере	1	1
53	то о чем	1	1
54	может быть сведена	1	1
55	в самом деле	5	1
56	и сознания а	1	1
57	в соответствии с	1	1
58	все эти тенденции	1	1
59	отнюдь не может	2	1
60	тот или иной	1	1
61	говоря уже о	1	1
62	в таком случае	3	1
63	сами по себе	1	1
64	но и в	2	1
65	прямо и непосредственно	1	1
66	с ними в	1	1
67	может быть и	5	1
68	в противном случае	2	1
69	по себе в	1	1
70	в процессе этого	1	1
71	слова все это	1	1
72	как если бы	4	1
73	то или иное	1	1
74	одно и то	3	1
75	ни в какой	2	1
76	же в таком	1	1
77	так или иначе	1	1
78	но к ним	1	1
79	мы полагаем что	1	1
80	уже о том	1	1
81	приводит к тому	1	1
82	но в то	5	1
83	не только в	1	1
84	в каком направлении	1	1
85	и в процессе	1	1
86	то же самое	5	1
87	и то же	3	1
88	может обойтись без	1	1
89	имеют громадное значение	1	1
90	автора так и	1	1
91	по сравнению с	1	1
92	одна из них	1	1
93	одним из наиболее	1	1
94	зависит как от	1	1
95	хотя бы с	1	1
96	быть сведена к	1	1
97	и речи о	2	1
98	для правильного понимания	1	1
99	а как на	1	1
100	того или иного	2	1
101	не как на	1	1
102	стороны он совершенно	1	1
103	прав в том	2	1
104	не говоря уже	1	1
105	никогда не может	1	1
106	в свою очередь	5	1
107	быть и речи	2	1
108	в работе над	1	1
109	на то или	1	1
110	в статье о	1	1
111	является для него	2	1
112	той или иной	4	1
113	лежит в основе	2	1
114	не может обойтись	1	1
115	таком случае является	1	1
116	ни одна из	1	1
117	отнюдь не являются	1	1
118	а как бы	1	1
119	между собой не	1	1
120	неизбежно приводит к	1	1
121	ними в борьбу	1	1
122	мы только что	1	1
123	и как увидим	1	1
124	к тому же	2	1
125	как мы знаем	1	1
126	что оно является	1	1
