N	4gram	Bakhtin_Pr_2	FransuaR
1	в то же время	5	5
2	как мы уже говорили	1	3
3	в большей или меньшей	1	2
4	с одной стороны и	1	2
5	мы уже говорили что	2	2
6	большей или меньшей степени	1	2
7	в сущности лишь в	1	1
8	в пределах того же	1	1
9	но в то же	3	1
10	и до настоящего времени	1	1
11	в той или иной	3	1
12	дело в том что	1	1
13	в самом деле в	1	1
14	и до сих пор	1	1
15	в большинстве случаев в	1	1
16	с точки зрения этого	1	1
17	в каждом из этих	1	1
18	о том что он	1	1
19	каждом из этих трех	1	1
