N	3gram	Berdyaev_M_2	Myshleni
1	для того чтобы	4	14
2	по отношению к	2	12
3	в том что	2	11
4	с точки зрения	1	9
5	так же как	3	7
6	потому что он	2	5
7	на высшую ступень	1	5
8	по сравнению с	1	5
9	в этом отношении	1	5
10	подобно тому как	2	4
11	но он не	1	4
12	о том что	2	4
13	сама по себе	1	4
14	тому как в	1	3
15	до сих пор	3	3
16	мере в какой	1	3
17	не может быть	8	3
18	той мере в	1	3
19	в той мере	1	3
20	в тот момент	1	2
21	том что в	1	2
22	потому что в	1	2
23	том что он	1	2
24	что он не	1	2
25	лежит в основе	1	2
26	в высшей степени	3	2
27	не до конца	2	2
28	приводит нас к	1	2
29	того чтобы сделать	1	2
30	от того что	3	2
31	его отношение к	4	2
32	хотя бы в	1	2
33	именно потому что	1	2
34	по своей природе	1	1
35	что иное как	3	1
36	смысле слова для	1	1
37	на самом деле	1	1
38	две стороны одной	1	1
39	как и во	2	1
40	же как и	3	1
41	сам по себе	1	1
42	себя и не	1	1
43	и той же	2	1
44	то в чем	1	1
45	но и это	1	1
46	отношению к этим	1	1
47	все равно что	2	1
48	но это и	1	1
49	не что иное	3	1
50	а не только	1	1
51	стороны одной и	1	1
52	не способен к	4	1
53	смысле этого слова	1	1
54	одни и те	1	1
55	ни на что	1	1
56	потому что она	3	1
57	друг к другу	5	1
58	я не могу	1	1
59	на эту тему	1	1
60	по своему значению	1	1
61	есть не что	3	1
62	он принадлежит к	1	1
63	точки зрения так	1	1
64	и никогда не	2	1
65	и те же	2	1
66	что это не	2	1
67	еще в высшей	1	1
68	которые не имеют	1	1
69	то же что	1	1
70	он так же	1	1
71	к тому что	3	1
72	одной и той	2	1
73	что он в	1	1
74	той или иной	1	1
