N	2gram	Tiupa_Narr_1	Problemy
1	и в	11	46
2	чужое слово	1	40
3	то есть	9	40
4	и не	23	27
5	чужого слова	4	23
6	может быть	15	23
7	не может	8	19
8	как бы	6	19
9	в нем	4	17
10	в этом	12	16
11	третьего типа	1	15
12	не только	31	14
13	и т.п	8	14
14	слова в	4	13
15	перед нами	5	12
16	как мы	2	12
17	но и	27	12
18	как и	13	12
19	и на	5	11
20	точки зрения	5	11
21	в одном	4	11
22	а не	13	11
23	в пределах	2	10
24	не в	6	10
25	между ними	2	10
26	и к	1	9
27	в самом	6	9
28	с точки	1	9
29	слово не	1	9
30	и все	3	9
31	в его	6	9
32	в том	8	9
33	прежде всего	4	9
34	до сих	2	8
35	сих пор	2	8
36	или в	6	8
37	в сущности	2	7
38	еще не	4	7
39	в себе	6	7
40	и с	3	7
41	слова с	1	7
42	по себе	4	7
43	как раз	6	7
44	слова и	1	7
45	то же	8	6
46	никогда не	4	6
47	и он	6	6
48	хотя и	4	6
49	но в	7	6
50	к одному	1	6
51	на фоне	1	6
52	что я	1	6
53	но это	1	6
54	и его	10	6
55	на предмет	1	6
56	о нем	3	6
57	на устную	1	6
58	в него	1	6
59	что он	3	6
60	только в	12	6
61	друг друга	2	6
62	к себе	4	6
63	все это	1	6
64	в романе	2	6
65	мы увидим	1	6
66	в котором	1	5
67	установки на	1	5
68	с его	4	5
69	во всех	1	5
70	по отношению	3	5
71	так сказать	2	5
72	при этом	19	5
73	особенно в	2	5
74	это не	3	5
75	в жизни	3	5
76	в то	4	5
77	если же	1	5
78	и сам	1	5
79	о том	4	5
80	же время	4	5
81	к нему	4	5
82	так как	1	5
83	у него	7	5
84	с другом	1	5
85	о себе	1	5
86	друг с	1	5
87	речи и	1	5
88	отношению к	3	5
89	жизни и	6	5
90	например в	1	4
91	самом деле	3	4
92	в их	1	4
93	мы не	3	4
94	на себя	4	4
95	героя и	2	4
96	чужих слов	1	4
97	но не	4	4
98	как в	4	4
99	все же	4	4
100	такое слово	1	4
101	он не	3	4
102	людей и	1	4
103	таким образом	1	4
104	и наконец	1	4
105	он и	2	4
106	том что	7	4
107	в этих	2	4
108	своего рода	10	4
109	у тургенева	2	4
110	любовь к	1	4
111	раз и	1	4
112	этих двух	2	4
113	во всем	1	4
114	потому что	5	4
115	здесь не	2	4
116	приводит к	1	4
117	так и	5	4
118	по мере	2	4
119	в виду	1	4
120	и здесь	1	4
121	можно сказать	5	4
122	уже не	8	4
123	уже в	1	4
124	к ним	2	4
125	мы можем	2	4
126	точек зрения	2	4
127	еще и	1	4
128	до конца	2	4
129	да и	2	4
130	то что	9	4
131	не знает	1	4
132	совершенно не	1	4
133	что в	3	4
134	том числе	1	4
135	одним из	1	3
136	также и	3	3
137	сам по	1	3
138	в приведенном	1	3
139	тем же	2	3
140	между двумя	5	3
141	и до	1	3
142	мы уже	1	3
143	той же	1	3
144	мы имеем	3	3
145	словами в	1	3
146	всех его	2	3
147	и о	3	3
148	мы и	1	3
149	отношение к	1	3
150	отличие от	2	3
151	в центре	3	3
152	в той	2	3
153	в своем	3	3
154	более или	1	3
155	из этих	4	3
156	в этой	6	3
157	как он	1	3
158	на то	2	3
159	направлено на	1	3
160	но именно	3	3
161	их в	3	3
162	в мире	4	3
163	рассказ в	1	3
164	далеко не	1	3
165	в слове	3	3
166	или менее	1	3
167	в своей	5	3
