N	2gram	Bakhtin_Pr_5	Formalny
1	и не	27	30
2	вовсе не	7	28
3	и в	35	27
4	может быть	14	25
5	не может	18	24
6	так и	8	21
7	и его	14	19
8	в этом	14	18
9	таким образом	7	18
10	а не	4	17
11	самом деле	10	16
12	точки зрения	7	16
13	то же	15	15
14	в нем	16	15
15	в процессе	1	15
16	и пр	1	15
17	между ними	1	15
18	на самом	9	14
19	как и	18	14
20	с точки	2	14
21	не в	10	12
22	если бы	1	12
23	в самом	6	11
24	в жизни	2	11
25	и от	3	11
26	художественное произведение	1	11
27	не могут	1	10
28	но и	14	10
29	не только	10	9
30	лишь в	7	9
31	как его	3	9
32	так как	4	9
33	так же	7	9
34	отнюдь не	1	8
35	как бы	31	8
36	при этом	2	8
37	входит в	1	8
38	ни в	2	8
39	как мы	8	8
40	в пределах	11	8
41	только в	6	8
42	как раз	4	8
43	то что	10	8
44	и все	15	8
45	что в	6	8
46	с тем	3	7
47	не менее	2	7
48	же время	10	7
49	потому что	8	7
50	его в	4	7
51	между тем	4	7
52	в его	21	7
53	в том	5	7
54	там где	7	7
55	все это	14	7
56	в то	11	7
57	здесь и	1	6
58	еще не	7	6
59	но в	19	6
60	все эти	3	6
61	в своей	4	6
62	и ее	1	6
63	всяком случае	4	6
64	все время	4	6
65	было бы	3	6
66	что он	24	6
67	с другой	4	6
68	вместе с	2	6
69	в данном	1	6
70	все же	8	6
71	и для	8	6
72	бы в	4	6
73	хотя бы	2	6
74	в своих	1	6
75	во всяком	4	6
76	зависимости от	1	5
77	совсем не	3	5
78	но не	6	5
79	в одной	3	5
80	независимо от	1	5
81	так сказать	2	5
82	без исключения	2	5
83	в каждом	6	5
84	войти в	2	5
85	ни было	3	5
86	материала в	1	5
87	того чтобы	1	5
88	сводится к	3	5
89	в ней	2	5
90	что они	6	5
91	в дальнейшем	2	5
92	никогда не	4	5
93	в идеологическом	1	5
94	говорит он	4	5
95	связи с	1	5
96	большинстве случаев	2	5
97	и их	1	5
98	друг друга	2	5
99	и между	1	5
100	тем что	4	5
101	и потому	1	5
102	тому как	2	5
103	что же	7	5
104	в реальном	3	5
105	не является	1	5
106	в результате	1	5
107	другой стороны	3	5
108	мы не	1	4
109	он был	1	4
110	бы то	3	4
111	менее всего	1	4
112	как в	5	4
113	и как	2	4
114	в целом	3	4
115	является лишь	1	4
116	но ведь	2	4
117	а вовсе	1	4
118	бы ни	1	4
119	подобно тому	2	4
120	то ни	3	4
121	может войти	3	4
122	данном случае	1	4
123	в ее	3	4
124	в слове	6	4
125	приема и	1	4
126	мы знаем	2	4
127	том что	3	4
128	по себе	4	4
129	она не	1	4
130	мы можем	2	4
131	в роман	2	4
132	к тому	6	4
133	роль в	1	4
134	элементов произведения	1	4
135	о том	2	4
136	связь между	1	4
137	слов и	3	4
138	же и	4	4
139	конечно не	2	4
140	уже в	3	4
141	в большинстве	2	4
142	только на	4	4
143	для того	1	4
144	прежде всего	12	4
145	до конца	4	4
146	произведение в	1	4
147	мы видели	2	4
148	да и	5	4
149	слова и	11	4
150	в романе	1	4
151	из этого	2	4
152	одним из	1	3
153	функции в	1	3
154	того же	1	3
155	мы уже	8	3
156	той же	2	3
157	в виду	3	3
158	и на	6	3
159	в которых	2	3
160	столь же	2	3
161	во всех	3	3
162	то он	1	3
163	нет и	4	3
164	бы и	2	3
165	что это	4	3
166	в себе	5	3
167	вследствие этого	1	3
168	этот процесс	2	3
169	не следует	1	3
170	и с	12	3
171	те же	2	3
172	это не	3	3
173	он и	5	3
174	как таковой	1	3
175	раз и	3	3
176	в этих	2	3
177	и более	1	3
178	по отношению	6	3
179	тому что	2	3
180	случае в	1	3
181	в основе	1	3
182	все без	1	3
183	этом отношении	1	3
184	же самое	1	3
185	а что	2	3
186	они и	1	3
187	оно не	1	3
188	совершается в	1	3
189	реальной действительности	1	3
190	в произведении	2	3
191	еще в	4	3
192	жизнь и	2	3
193	никак не	1	3
194	и что	6	3
195	можно сказать	1	3
196	их в	2	3
197	в них	4	3
198	в него	3	3
199	уже не	3	3
200	его и	3	3
201	нуждается в	3	3
202	и навсегда	1	3
203	в конце	5	3
204	слово как	1	3
205	не о	4	3
206	не на	1	3
207	на фоне	1	3
208	к его	1	3
209	может стать	1	3
210	в той	4	3
211	того что	3	3
212	отношению к	7	3
213	дело идет	3	3
214	о нем	2	3
215	лишь как	1	3
216	может и	1	3
217	сказать что	3	3
218	героя в	5	3
219	и эта	1	3
220	ту же	1	2
221	отношения к	1	2
222	чтобы не	2	2
223	в такой	4	2
224	он может	1	2
225	это и	3	2
226	нам кажется	1	2
227	к другому	16	2
228	в котором	3	2
229	высшей степени	3	2
230	с таким	2	2
231	обойтись без	3	2
232	что уже	1	2
233	в сущности	14	2
234	так чтобы	4	2
235	совпадает с	2	2
236	говорить о	3	2
237	и со	3	2
238	мы без	1	2
239	всех сторон	1	2
240	проявляется в	1	2
241	оценок и	1	2
242	с его	7	2
243	видели что	1	2
244	в сторону	2	2
245	в общем	3	2
246	отличие от	2	2
247	за пределы	3	2
248	чем же	1	2
249	в кругозор	2	2
250	вот как	4	2
251	в своем	2	2
252	увидим что	2	2
253	то в	2	2
254	бы не	2	2
255	в этой	1	2
256	как он	2	2
257	вообще не	2	2
258	главным образом	1	2
259	теперь на	3	2
260	всех этих	2	2
261	пределах одного	5	2
262	ведь не	1	2
263	не как	3	2
264	внутренней речи	5	2
265	из виду	1	2
266	на жизнь	1	2
267	на этом	2	2
268	они на	1	2
269	именно это	1	2
270	человека в	1	2
271	на протяжении	5	2
272	этом смысле	3	2
273	кажется что	2	2
274	неразрывной связи	1	2
275	из нее	1	2
276	в высшей	3	2
277	для чего	1	2
278	такой же	3	2
279	нисколько не	1	2
280	в эту	4	2
281	том как	1	2
282	или точнее	1	2
283	таким же	1	2
284	в отличие	2	2
285	в основном	1	2
286	но эта	2	2
287	друг другу	4	2
288	однако в	2	2
289	что этот	1	2
290	даже в	5	2
291	и очень	1	2
292	в отношении	9	2
293	правда в	1	2
294	дело в	1	2
295	одна из	1	2
296	и именно	1	2
297	только не	1	2
298	слова как	1	2
299	находятся в	1	2
300	и лишь	2	2
301	заложенные в	1	2
302	тем не	1	2
303	же слова	2	2
304	на тему	2	2
305	отличается от	1	2
306	увидеть и	2	2
307	и это	5	2
308	с ее	3	2
309	и понять	1	2
310	как не	1	2
311	здесь не	1	2
312	внутренняя речь	3	2
313	так в	2	2
314	является в	1	2
315	поэтому в	1	2
316	для этого	2	2
317	ничего не	3	2
318	ними и	1	2
319	на все	1	2
320	в самой	1	2
321	что каждый	1	2
322	или на	1	2
323	и во	3	2
324	переходит в	2	2
325	поступков и	1	2
326	что и	3	2
327	и только	1	2
328	нем и	1	2
329	человека как	2	2
330	и мир	2	2
331	в формах	1	2
332	но так	3	2
333	мы увидим	2	2
334	и действительно	1	2
335	же он	1	2
336	материал как	1	2
337	из них	3	2
338	превращаются в	1	2
339	характерно что	1	2
340	совсем другое	2	2
341	без всякой	1	2
342	и даже	5	2
343	или иной	4	2
344	и из	1	2
345	и тех	1	2
346	к которому	1	2
347	действующих лиц	1	2
348	мы еще	1	2
349	пародии на	1	2
350	превращается в	1	2
351	то ведь	1	2
352	но оно	1	2
353	но уже	2	2
354	без труда	1	2
355	установкой на	3	2
356	смысле этого	2	2
357	со всею	1	2
358	этого слова	5	2
359	но это	6	2
360	но для	2	2
361	сознания и	4	2
362	от него	6	2
363	конце концов	3	2
364	мы должны	3	2
365	произведении нет	1	2
366	к самому	5	2
367	одной из	2	2
368	слово в	2	2
369	героя и	10	2
370	возможно лишь	1	2
371	именно потому	2	2
372	является и	1	2
373	бы быть	1	2
374	в последнем	2	2
375	к этому	1	2
376	я и	2	1
377	от этой	1	1
378	не иначе	1	1
379	нем нет	1	1
380	именно эта	1	1
381	в движение	2	1
382	и через	1	1
383	же нам	1	1
384	сам по	2	1
385	и то	5	1
386	нашей современности	1	1
387	тех же	1	1
388	с какой-то	1	1
389	между двумя	2	1
390	в первом	2	1
391	и до	1	1
392	уже указывали	1	1
393	ведь и	4	1
394	все те	1	1
395	в доме	1	1
396	собою в	1	1
397	и этот	2	1
398	входящих в	1	1
399	не происходит	1	1
400	и обнажение	1	1
401	есть не	1	1
402	со всех	1	1
403	бы уже	4	1
404	или наоборот	1	1
405	на ответную	1	1
406	своего внутреннего	1	1
407	всех его	1	1
408	ни единого	1	1
409	в каждый	1	1
410	всех без	1	1
411	это сделать	1	1
412	двух сознаний	1	1
413	ему в	1	1
414	то это	1	1
415	как впрочем	1	1
416	одного слова	2	1
417	его акценты	1	1
418	под эту	1	1
419	в каждой	2	1
420	и сводится	1	1
421	оно может	1	1
422	не имел	1	1
423	не найдем	1	1
424	это действительно	3	1
425	его внутреннюю	2	1
426	служит для	1	1
427	он умеет	3	1
428	лежал бы	1	1
429	другого человека	3	1
430	не входит	1	1
431	к слову	2	1
432	иначе что	1	1
433	себе и	7	1
434	на речь	1	1
