N	2gram	Vygotskiy__5	Tvorches
1	и в	16	21
2	как бы	5	17
3	в то	5	15
4	то же	8	13
5	в его	11	13
6	как и	8	12
7	что в	16	12
8	с его	1	11
9	том что	15	11
10	все это	2	10
11	как в	5	8
12	он не	8	8
13	то что	26	8
14	и на	6	7
15	но в	6	7
16	не только	16	7
17	при этом	4	7
18	тем самым	8	7
19	у него	6	7
20	и не	12	7
21	в том	18	7
22	в свою	4	7
23	в этом	25	6
24	в котором	2	6
25	не менее	3	6
26	и его	3	6
27	он сам	1	6
28	о том	8	6
29	и все	1	6
30	что он	25	6
31	для него	5	6
32	а в	3	6
33	все же	3	5
34	в этой	6	5
35	таким образом	19	5
36	вовсе не	2	5
37	в своих	2	5
38	потому что	21	5
39	как будто	2	5
40	по нашему	1	5
41	только в	10	5
42	может быть	9	5
43	нашему мнению	1	5
44	а не	10	5
45	но это	3	5
46	хотя бы	5	5
47	не имеют	2	4
48	в своем	5	4
49	и как	3	4
50	в целом	4	4
51	это не	4	4
52	в своей	2	4
53	мысли и	5	4
54	одной из	3	4
55	прежде всего	3	4
56	на эту	1	4
57	в момент	2	4
58	не может	18	4
59	и от	2	4
60	в основном	1	4
61	один из	1	4
62	процесса в	3	4
63	одним из	2	4
64	ту же	2	3
65	на самом	1	3
66	это и	3	3
67	той же	4	3
68	я не	2	3
69	что я	2	3
70	со всеми	2	3
71	в самом	4	3
72	представляет собой	7	3
73	в нем	7	3
74	на его	2	3
75	и по	4	3
76	в каждом	1	3
77	что все	6	3
78	и с	3	3
79	и других	1	3
80	на протяжении	2	3
81	в их	3	3
82	место в	1	3
83	представление о	1	3
84	дело не	1	3
85	самого начала	5	3
86	никогда не	5	3
87	вот почему	3	3
88	приходит к	3	3
89	с ее	1	3
90	и другие	2	3
91	с самого	5	3
92	с ним	5	3
93	в ту	1	3
94	того что	16	3
95	который в	1	3
96	во времени	1	3
97	уже в	1	3
98	в виде	1	3
99	говорит о	3	3
100	не так	1	3
101	так как	16	3
102	в которой	5	3
103	связан с	1	3
104	и даже	2	3
105	с другой	4	3
106	но и	6	3
107	ни на	2	3
108	но не	10	3
109	он говорит	1	3
110	не существует	1	3
111	это как	1	3
112	утверждал что	1	3
113	но если	6	3
114	жизни и	2	3
115	ее в	3	3
116	это в	1	3
117	так же	15	3
118	того же	7	2
119	проблемы в	1	2
120	самом деле	3	2
121	на деле	1	2
122	в первом	3	2
123	есть не	2	2
124	на первом	1	2
125	но она	1	2
126	и он	1	2
127	в ней	2	2
128	собой в	1	2
129	в отличие	2	2
130	не нужно	1	2
131	это означало	1	2
132	в чем	3	2
133	не то	4	2
134	если в	3	2
135	отличие от	2	2
136	в одной	1	2
137	как к	1	2
138	когда он	2	2
139	говорит что	5	2
140	и наконец	1	2
141	то в	3	2
142	в себе	1	2
143	что она	2	2
144	по самому	1	2
145	тем не	1	2
146	так сказать	1	2
147	отношений между	2	2
148	здесь мы	1	2
149	известно что	1	2
150	свою противоположность	1	2
151	и тем	3	2
152	в данном	1	2
153	такой же	4	2
154	и того	3	2
155	в этих	3	2
156	этой связи	1	2
157	не столько	1	2
158	говорит об	1	2
159	не в	6	2
160	самое время	1	2
161	но он	7	2
162	однако в	1	2
163	и притом	1	2
164	в основе	8	2
165	но только	2	2
166	к ней	1	2
167	которого он	1	2
168	в духе	1	2
169	в направлении	1	2
170	могут быть	4	2
171	является одним	1	2
172	к тому	6	2
173	где он	1	2
174	в жизни	2	2
175	более не	1	2
176	в виду	2	2
177	и отношений	3	2
178	не могу	1	2
179	с каким	2	2
180	из главных	1	2
181	мысль о	1	2
182	в себя	3	2
183	приводит к	7	2
184	так и	7	2
185	об этом	1	2
186	еще в	3	2
187	во второй	2	2
188	можно сказать	5	2
189	может не	1	2
190	и будет	1	2
191	одного из	1	2
192	что его	1	2
193	что и	3	2
194	вслед за	2	2
195	вот в	1	2
196	значит что	5	2
197	тот же	5	2
198	больше чем	3	2
199	в качестве	4	2
200	так что	4	2
201	при помощи	1	2
202	из них	2	2
203	не означает	4	2
204	мы находим	1	2
205	к осознанию	10	2
206	только на	2	2
207	именно в	4	2
208	своего собственного	2	2
209	что не	1	2
210	влияние на	1	2
211	от мысли	1	2
212	что для	2	2
213	до конца	3	2
214	зависит от	4	2
215	с которым	1	2
216	сам себе	1	2
217	все более	1	2
218	в частности	3	2
219	вместе с	4	2
220	до этого	1	2
221	к жизни	3	2
222	еще более	5	2
223	в первой	2	2
224	перед нами	1	2
225	на эти	1	2
226	для этой	1	2
227	из себя	1	2
228	только что	5	2
229	не знает	5	2
230	сказать что	13	2
231	как единый	1	2
232	к этому	3	2
233	гораздо более	1	2
234	как известно	4	1
235	и развитие	17	1
236	в сфере	5	1
237	к их	2	1
238	же как	7	1
239	в движение	1	1
240	он произносит	2	1
241	связана с	1	1
242	должно стать	1	1
243	этом пункте	1	1
244	переход от	7	1
245	но тем	1	1
246	и есть	7	1
247	нам кажется	2	1
248	эта теория	4	1
249	этой теории	5	1
250	из самых	1	1
251	оно было	1	1
252	места в	1	1
253	от которых	1	1
254	уже по	4	1
255	извлек из	1	1
256	также и	1	1
257	мы уже	1	1
258	их и	2	1
259	этом она	1	1
260	на пороге	4	1
261	умственного развития	6	1
262	мы имеем	1	1
263	собой как	3	1
264	что если	4	1
265	для раскрытия	1	1
266	в сущности	13	1
267	время как	4	1
268	говорить о	3	1
269	что иное	1	1
270	принадлежит к	2	1
271	в полной	1	1
272	через которые	2	1
273	событий и	1	1
274	возможно не	1	1
275	то это	2	1
276	что можно	1	1
277	частный случай	3	1
278	не способен	2	1
279	себе а	1	1
280	вопрос об	3	1
281	еще не	4	1
282	он был	1	1
283	между собой	13	1
284	сопоставим это	1	1
285	иное как	1	1
286	нам представляется	1	1
287	столь же	2	1
288	бы то	1	1
289	более интеллектуально	1	1
290	во всех	2	1
291	сознания а	1	1
292	как правило	1	1
293	мышления как	1	1
294	в голове	1	1
295	на трех	1	1
296	действия и	1	1
297	по отношению	12	1
298	как справедливо	1	1
299	тогда как	1	1
300	развитие его	1	1
301	человеку и	1	1
302	в истории	2	1
303	с этим	3	1
304	более и	1	1
305	кроме того	1	1
306	в мысли	6	1
307	сознания в	3	1
308	целый ряд	1	1
309	как уже	3	1
310	к этой	3	1
311	и к	2	1
312	в действительности	3	1
313	этой цели	1	1
314	для ее	1	1
315	в этот	2	1
316	за собой	1	1
317	при таком	1	1
318	что это	1	1
319	формы в	1	1
320	он в	3	1
321	все эти	4	1
322	связанного с	2	1
323	учение о	2	1
324	еще один	1	1
325	в известном	8	1
326	нас на	1	1
327	чем его	3	1
328	имеем в	1	1
329	тому же	2	1
330	и те	1	1
331	эксперимента но	1	1
332	если он	2	1
333	связанные с	6	1
334	своем развитии	5	1
335	да и	1	1
336	чем для	1	1
337	идет от	2	1
338	было нами	1	1
339	но само	1	1
340	в первую	1	1
341	не повторяет	2	1
342	же невозможно	1	1
343	к одному	2	1
344	этого вопроса	3	1
345	собой не	1	1
346	означает в	3	1
347	своего пути	1	1
348	на этом	3	1
349	и давно	1	1
350	повторяет в	1	1
351	значение в	3	1
