N	2gram	Savitsky_P_1	Problemy
1	и в	14	34
2	и не	12	29
3	как бы	4	27
4	в его	2	22
5	в нем	3	19
6	может быть	5	19
7	не может	4	19
8	как и	1	18
9	в этом	10	16
10	но в	9	16
11	все это	2	16
12	и с	2	15
13	прежде всего	3	15
14	то же	9	14
15	и к	4	12
16	в то	7	12
17	же время	7	12
18	потому что	3	12
19	но и	6	12
20	т е	3	12
21	то что	4	11
22	не только	17	10
23	а я	5	10
24	не в	5	9
25	в отношении	10	9
26	а не	2	9
27	и т	3	8
28	никогда не	1	8
29	в самом	1	8
30	так же	1	8
31	точки зрения	3	8
32	что не	1	7
33	с которым	1	7
34	там где	1	7
35	все же	1	7
36	отношении к	5	7
37	что в	4	7
38	и на	1	6
39	с его	1	6
40	в пределах	8	6
41	в себе	3	6
42	только в	7	6
43	с ними	3	6
44	что это	1	5
45	и вот	2	5
46	с тем	3	5
47	и что	1	5
48	что и	1	5
49	это не	3	5
50	того что	2	5
51	из них	2	5
52	творчестве достоевского	1	5
53	всяком случае	1	5
54	дело идет	1	5
55	мы должны	4	5
56	хотя бы	8	5
57	а в	4	5
58	во всяком	1	5
59	еще не	1	4
60	но не	3	4
61	но как	1	4
62	над собой	1	4
63	бы и	1	4
64	но на	1	4
65	что все	1	4
66	в мире	2	4
67	его в	1	4
68	этом смысле	1	4
69	с точки	3	4
70	друг другу	2	4
71	как раз	2	4
72	и это	2	4
73	если бы	4	4
74	только на	1	4
75	в виде	2	4
76	в начале	2	4
77	в общем	2	4
78	не о	2	4
79	с другой	5	4
80	вместе с	1	4
81	слова о	1	4
82	да и	2	4
83	как к	1	4
84	отношением к	1	4
85	и то	1	3
86	говорить о	2	3
87	в ней	6	3
88	что его	1	3
89	вот как	1	3
90	хотя и	3	3
91	и как	3	3
92	уже в	1	3
93	не как	1	3
94	в каждом	1	3
95	далеко не	1	3
96	должно быть	2	3
97	в котором	4	3
98	не менее	2	3
99	по себе	4	3
100	что с	1	3
101	том что	4	3
102	где он	1	3
103	с ее	1	3
104	в ее	2	3
105	еще в	1	3
106	для этого	1	3
107	сводится к	3	3
108	между тем	3	3
109	в том	9	3
110	человека с	1	3
111	большинстве случаев	1	3
112	а с	1	3
113	в творчестве	1	3
114	но для	1	3
115	только что	1	3
116	другой стороны	1	3
117	я и	3	2
118	от этой	1	2
119	например в	2	2
120	мы и	1	2
121	в которых	5	2
122	столь же	3	2
123	во всех	2	2
124	отличие от	1	2
125	с этим	2	2
126	в своем	4	2
127	и слова	1	2
128	к чему	2	2
129	в которой	1	2
130	в большинстве	1	2
131	т д	1	2
132	и если	4	2
