N	2gram	Bakhtin_Pr_1	Myshleni
1	в том	8	33
2	том что	7	27
3	точки зрения	19	26
4	то что	15	20
5	в этом	22	19
6	с точки	13	18
7	того что	1	17
8	не только	15	15
9	и в	29	15
10	таким образом	12	14
11	что в	8	14
12	того чтобы	1	12
13	говорит он	6	12
14	что он	8	12
15	в самом	10	11
16	в процессе	4	11
17	мы не	1	10
18	в целом	6	10
19	было бы	5	10
20	для того	1	10
21	но и	14	10
22	в сущности	5	9
23	в своем	8	9
24	о том	1	9
25	связи с	2	9
26	может быть	24	9
27	что мы	1	9
28	не может	12	9
29	заключается в	1	8
30	не в	7	8
31	никогда не	3	8
32	так и	7	8
33	если бы	9	8
34	и что	2	8
35	едва ли	1	7
36	он не	5	7
37	высшей степени	1	7
38	в высшей	1	7
39	по себе	8	7
40	к тому	1	7
41	тот же	2	7
42	потому что	8	7
43	как бы	19	7
44	и не	31	7
45	во всяком	5	7
46	самом деле	6	6
47	с таким	1	6
48	в зависимости	5	6
49	мы уже	2	6
50	зависимости от	5	6
51	по отношению	8	6
52	в этой	4	6
53	в истории	2	6
54	мы должны	3	6
55	и к	2	6
56	что это	1	6
57	как он	1	6
58	как и	12	6
59	мы видели	1	6
60	всяком случае	3	6
61	точку зрения	6	6
62	в отношении	2	6
63	как мы	4	6
64	в виду	1	6
65	развития в	1	6
66	но в	7	6
67	по этому	1	6
68	если мы	1	6
69	вовсе не	7	6
70	с другой	3	6
71	к которому	1	6
72	на этот	2	6
73	там где	10	6
74	в частности	1	6
75	сказать что	3	6
76	смысле слова	1	5
77	то же	14	5
78	вопрос о	2	5
79	от внешней	1	5
80	уже в	3	5
81	приводит к	3	5
82	это не	9	5
83	во всей	2	5
84	можно было	2	5
85	и даже	2	5
86	этот вопрос	2	5
87	и их	1	5
88	друг друга	3	5
89	и др	5	5
90	с помощью	1	5
91	сравнению с	1	5
92	по существу	3	5
93	отношению к	8	5
94	все что	3	5
95	по сравнению	1	5
96	хотя бы	2	4
97	с его	9	4
98	из этих	1	4
