N	2gram	Voloshinov_1	Psycholo
1	то что	8	37
2	и в	19	30
3	в том	6	27
4	что в	4	24
5	и что	1	23
6	потому что	1	23
7	том что	3	21
8	того чтобы	5	20
9	таким образом	17	20
10	для того	4	20
11	как бы	15	19
12	что он	2	17
13	не только	8	16
14	если мы	11	16
15	в этом	16	14
16	в самом	10	14
17	как раз	2	13
18	так же	7	13
19	в сущности	3	12
20	с одной	1	12
21	одной стороны	1	12
22	может быть	26	11
23	если бы	2	11
24	что мы	1	11
25	о том	2	10
26	и то	1	9
27	никогда не	2	9
28	так как	2	9
29	с другой	5	9
30	для этого	1	9
31	не может	24	9
32	сказать что	4	9
33	мы увидим	1	9
34	самом деле	10	8
35	что это	1	8
36	при этом	8	8
37	с тем	1	8
38	не в	5	8
39	к тому	2	8
40	и это	3	8
41	тому что	2	8
42	того что	3	8
43	мы видим	1	8
44	а не	7	8
45	могут быть	2	8
46	то же	7	7
47	зависимости от	2	7
48	но не	1	7
49	все же	8	7
50	и как	3	7
51	в нем	10	7
52	точки зрения	34	7
53	по себе	4	7
54	в основе	2	7
55	этих двух	1	7
56	мы можем	2	7
57	как это	1	7
58	мы уже	2	6
59	в своем	2	6
60	и если	1	6
61	что все	2	6
62	ясно что	5	6
63	как и	12	6
64	и его	19	6
65	в совершенно	1	6
66	или в	2	6
67	и здесь	6	6
68	и тем	1	6
69	уже в	1	6
70	тем что	2	6
71	но и	8	6
72	именно в	5	6
73	и не	26	6
74	и для	11	6
75	совершенно не	3	6
76	жизни и	2	6
77	и есть	3	5
78	еще не	4	5
79	ответ на	1	5
80	в себе	2	5
81	в целом	1	5
82	в этой	1	5
83	было бы	4	5
84	рядом с	5	5
85	сих пор	8	5
86	только не	1	5
87	же самое	3	5
88	как мы	13	5
89	но в	7	5
90	сводится к	3	5
91	в двух	2	5
92	только в	9	5
93	именно на	2	5
94	до сих	8	5
95	и потому	5	5
96	бы в	2	5
97	другой стороны	6	5
98	в своих	2	5
99	исходит из	1	4
100	как только	1	4
101	в виду	2	4
102	в ней	4	4
103	как говорит	1	4
104	стороны и	1	4
105	могли бы	1	4
106	и к	3	4
107	мы говорили	3	4
108	именно то	1	4
109	в своей	3	4
110	из которых	2	4
111	как она	2	4
112	у нас	2	4
113	что всякая	1	4
114	действия и	1	4
115	и совершенно	1	4
116	мы могли	1	4
117	в его	6	4
118	этот вопрос	5	4
119	только на	4	4
120	содержания и	1	4
121	в конце	5	4
122	от того	4	4
123	прежде всего	13	4
124	как ни	1	4
125	там где	2	4
126	уже давно	1	4
127	в частности	2	4
128	о чем	1	4
129	именно это	1	4
130	в результате	9	4
131	от него	2	4
132	и все	5	4
133	а в	4	4
134	не есть	3	4
135	тем же	1	3
136	той же	2	3
137	мы не	6	3
138	в каждой	1	3
139	и на	4	3
140	первый план	2	3
141	противоположных направлениях	1	3
142	в ее	7	3
143	как в	4	3
144	и наконец	1	3
145	в которой	3	3
