N	2gram	Voloshinov_1	formyVre
1	и в	12	46
2	в этом	4	22
3	прежде всего	8	14
4	вовсе не	1	13
5	человеческого тела	1	12
6	и его	13	12
7	во всех	1	11
8	не только	4	11
9	только в	6	11
10	как бы	13	10
11	то есть	1	10
12	точки зрения	14	10
13	в том	6	10
14	но в	5	10
15	мы уже	1	9
16	не в	4	9
17	у него	1	9
18	но и	3	9
19	вместе с	2	9
20	и не	10	9
21	и для	3	9
22	то же	5	8
23	как и	5	8
24	с точки	2	8
25	того чтобы	1	8
26	связи с	1	8
27	в его	2	8
28	в основном	2	8
29	жизни и	4	8
30	и на	4	7
31	так и	4	7
32	в них	3	7
33	может быть	14	7
34	в одном	1	7
35	то что	5	7
36	как мы	1	6
37	еще не	3	6
38	все же	4	6
39	и наконец	3	6
40	при этом	6	6
41	и с	3	6
42	его в	4	6
43	в основе	1	6
44	никогда не	5	6
45	те же	2	6
46	и во	1	6
47	так как	9	6
48	в особенности	2	6
49	все это	3	6
50	и все	2	6
51	но не	2	5
52	в своем	2	5
53	все эти	3	5
54	он не	2	5
55	в нем	6	5
56	этих форм	1	5
57	должно быть	1	5
58	в то	2	5
59	в пространстве	1	5
60	и др	5	5
61	в частности	1	5
62	в пределах	3	5
63	в смысле	1	5
64	что в	2	5
65	и самое	2	4
66	и он	1	4
67	значение и	1	4
68	что они	1	4
69	в истории	1	4
70	как в	5	4
71	уже в	2	4
72	в себе	3	4
73	и было	1	4
74	том что	5	4
75	в котором	3	4
76	место в	2	4
77	том же	1	4
78	героев и	2	4
79	же время	1	4
80	с ним	3	4
81	о том	3	4
82	вопросу о	1	4
83	конечно не	3	4
84	и их	1	4
85	а не	5	4
86	отнюдь не	5	4
87	с этой	2	4
88	еще более	1	4
89	жизни в	1	4
90	пространстве и	1	4
91	в виду	5	3
92	слова и	6	3
93	мы еще	1	3
94	точка зрения	3	3
95	для других	2	3
96	отношение к	4	3
97	хотя и	1	3
98	как уже	2	3
99	и художественного	1	3
100	уже не	4	3
101	та же	1	3
102	в большинстве	1	3
103	имеем в	2	3
104	и по	3	3
105	уже сказали	1	3
106	таким образом	12	3
107	здесь мы	1	3
108	связанных с	1	3
109	кроме того	2	3
110	формы для	1	3
111	на границе	3	3
112	же самое	2	3
113	к тому	1	3
114	имеет место	2	3
115	себя и	2	3
116	на основе	1	3
117	зрения не	1	3
118	и совершенно	2	3
119	жизнь и	1	3
120	в другом	1	3
121	что и	2	3
122	того что	3	3
123	тот же	1	3
124	дана в	1	3
125	во времени	1	3
126	все они	2	3
127	в качестве	1	3
128	на протяжении	1	3
129	для него	3	3
130	зрения другого	1	3
131	в форме	2	3
132	и прежде	1	3
133	не было	1	3
134	не на	1	3
135	о чем	1	3
136	вещами и	1	3
137	с помощью	6	3
138	к вопросу	1	3
139	не является	1	3
140	тем более	1	3
141	в этих	2	3
142	но эти	1	3
143	и другие	2	3
144	к этому	2	3
145	ту же	1	2
146	как его	1	2
147	тем же	1	2
148	и так	2	2
149	мы имеем	2	2
150	и стиль	1	2
151	и т.п	1	2
152	к ним	2	2
153	в одной	1	2
154	опирается на	1	2
155	то в	1	2
156	и к	4	2
157	с одной	2	2
158	перестает быть	2	2
159	в корне	2	2
160	и вот	1	2
161	на этом	1	2
162	форма в	2	2
163	по аналогии	1	2
164	по себе	3	2
165	далеко не	1	2
166	которой он	1	2
167	одна и	1	2
168	мы видели	1	2
169	автора и	2	2
170	и становится	1	2
171	всего нужно	1	2
172	но эта	1	2
173	с такою	1	2
174	и более	3	2
175	и почти	1	2
176	в отношении	2	2
