N	2gram	Tiupa_Narr_1	Hudozhes
1	в мире	4	23
2	в качестве	14	19
3	то есть	9	18
4	состоит в	10	16
5	и не	23	16
6	не только	31	15
7	и в	11	15
8	в том	8	15
9	тогда как	10	13
10	может быть	15	13
11	в частности	14	13
12	при этом	19	12
13	и его	10	12
14	а в	13	12
15	от лат	1	12
16	но не	4	11
17	в этом	12	11
18	в себе	6	11
19	я в	2	11
20	то же	8	10
21	по отношению	3	10
22	представляет собой	8	10
23	как бы	6	10
24	так и	5	10
25	а не	13	10
26	отношению к	3	10
27	но и	27	10
28	такого рода	10	9
29	точки зрения	5	9
30	в его	6	9
31	в рамках	1	8
32	своего рода	10	8
33	сводится к	3	8
34	себя в	2	8
35	знаковой системы	1	8
36	в душе	1	8
37	присутствия в	3	8
38	отличие от	2	7
39	но в	7	7
40	в принципе	4	7
41	в отличие	2	7
42	в то	4	7
43	или иной	4	7
44	с другой	2	7
45	в искусстве	1	7
46	с его	4	6
47	отношение к	1	6
48	художественного письма	3	6
49	том что	7	6
50	не в	6	6
51	же время	4	6
52	по своей	1	6
53	в ее	1	6
54	приводит к	1	6
55	в состав	3	6
56	не сводится	2	6
57	в тексте	13	6
58	не может	8	6
59	что в	3	6
60	в их	1	5
61	более или	1	5
62	в самом	6	5
63	то что	9	5
64	не предполагает	1	5
65	тем самым	5	5
66	коммуникативного события	1	5
67	могут быть	1	5
68	той или	5	5
69	с ее	2	5
70	по сути	2	5
71	внутреннего зрения	2	5
72	можно сказать	5	5
73	а также	6	5
74	того что	4	5
75	только в	12	5
76	уже не	8	5
77	и т.п	8	5
78	между ними	2	5
79	другой стороны	2	5
80	или менее	1	5
81	в нем	4	5
82	героя и	2	5
83	и то	3	4
84	мы имеем	3	4
85	высказывания в	2	4
86	жизни как	2	4
87	еще не	4	4
88	а только	1	4
89	кто говорит	2	4
90	хотя и	4	4
91	сознания в	2	4
92	и как	3	4
93	он не	3	4
94	в другом	1	4
95	и тем	4	4
96	в слове	3	4
97	в этих	2	4
98	в ходе	3	4
99	в своей	5	4
100	относительно его	1	4
101	и т.д	6	4
102	входит в	2	4
103	между тем	3	4
104	аналогичным образом	1	4
105	в форме	2	4
106	во времени	9	4
107	для него	4	4
108	со стороны	8	4
109	прежде всего	4	4
110	а на	2	4
111	не знает	1	4
112	как это	3	4
113	например в	1	4
114	к тому	6	4
115	сказать что	2	4
116	речи и	1	4
117	того же	1	3
118	значении этого	1	3
119	со своей	1	3
120	и ее	3	3
121	в целом	3	3
122	в виду	1	3
123	как правило	5	3
124	конечном счете	1	3
125	субъекта и	1	3
126	и к	1	3
127	в противоположность	1	3
128	всего лишь	3	3
129	в которой	1	3
130	картины мира	3	3
131	одно и	2	3
132	лишь в	3	3
133	его в	1	3
