N	4gram	Vinokur_Vv_1	StatiiOP
1	дело в том что	2	4
2	и т д но	5	4
3	в то же время	5	4
4	жизни и творчества пушкина	1	2
5	в том отношении что	3	2
6	и т д и	1	2
7	но с другой стороны	1	2
8	и в самом деле	3	2
9	заключается в том что	2	2
10	но в то же	3	2
11	в том что в	1	2
12	но также и в	1	1
13	заключается вовсе не в	1	1
14	мы имеем дело с	1	1
15	в той мере в	4	1
16	может быть и речи	1	1
17	для того чтобы можно	1	1
18	уже о том что	1	1
19	том-то и дело что	1	1
20	дело не только в	1	1
21	только в том что	1	1
22	в ее отношении к	1	1
23	виде в каком он	1	1
24	и в том отношении	2	1
25	том что нет вообще	1	1
26	в том чтобы выяснить	1	1
27	той мере в какой	4	1
28	и т д в	2	1
29	есть существенная разница между	1	1
30	но если таким образом	1	1
31	второй половины xix в	2	1
32	говорить о том что	1	1
33	на вопрос о том	4	1
34	также в том что	1	1
35	так или иначе но	2	1
36	по тем или иным	1	1
37	и т д иными	1	1
38	то что могло оказаться	1	1
39	нечего и говорить о	1	1
40	и говорить о том	1	1
41	не может быть и	1	1
42	в том-то и дело	1	1
43	не только в том	1	1
44	сих пор и в	1	1
45	сомнений в том что	1	1
46	до сих пор и	1	1
47	не трудно видеть что	5	1
48	только в применении к	2	1
49	т е не только	1	1
50	когда мы имеем дело	1	1
51	вопрос о том что	3	1
52	того чтобы можно было	1	1
53	т д иными словами	1	1
54	для того чтобы лучше	1	1
55	на тему о том	1	1
56	ответ на этот вопрос	1	1
57	вовсе не в том	1	1
58	также и то что	1	1
59	ответ на вопрос о	1	1
60	не говоря уже о	1	1
61	но в том-то и	1	1
