N	3gram	Voloshinov_1	Komedia
1	до сих пор	3	9
2	в том что	4	9
3	в самом деле	5	6
4	для того чтобы	1	6
5	в свою очередь	1	6
6	в то же	5	4
7	лет тому назад	1	4
8	о том что	1	4
9	то же время	5	4
10	с самого начала	5	4
11	если бы он	3	3
12	по отношению к	9	3
13	с точки зрения	10	3
14	во всяком случае	3	3
15	с одной стороны	1	3
16	тем не менее	2	3
17	хотя и не	1	2
18	в этом случае	1	2
19	по сравнению с	1	2
20	что он не	1	2
21	бы то ни	1	2
22	он и не	1	2
23	в этом отношении	2	2
24	вместе с ним	1	2
25	по отношению ко	2	2
26	то обстоятельство что	1	2
27	из того же	1	2
28	в то время	1	2
29	в конечном счете	1	2
30	но все же	1	2
31	все тот же	2	1
32	бы он был	1	1
33	такое же положение	1	1
34	в г в	1	1
35	ни разу не	1	1
36	отношению ко всем	1	1
37	равно как и	1	1
38	потому что по	1	1
39	бы он не	1	1
40	и таким путем	1	1
41	но как раз	1	1
42	в зависимости от	2	1
43	мы конечно не	1	1
44	с ним а	1	1
45	в отличие от	1	1
46	много лет тому	1	1
47	что в некоторых	1	1
48	отнюдь не является	1	1
49	и не может	1	1
50	по собственному желанию	1	1
51	и не нуждается	2	1
52	по крайней мере	1	1
53	еще не знает	1	1
54	его отношение к	2	1
55	в настоящее время	1	1
56	далеко не всегда	3	1
57	его роль в	1	1
58	таким образом и	1	1
59	к отцу он	2	1
60	зависимости от того	1	1
61	его в том	1	1
62	но при этом	1	1
63	и в отношении	1	1
64	то что он	1	1
65	навлекает на себя	1	1
66	но вместе с	2	1
67	как бы в	1	1
68	в которой мы	1	1
69	в себе самом	1	1
70	сих пор не	1	1
71	так и в	2	1
72	можно сказать что	3	1
73	и без того	1	1
74	половое общение с	1	1
75	ничего общего с	1	1
76	можно сделать вывод	1	1
77	отца с сыном	1	1
78	к этому времени	2	1
79	таким образом что	1	1
80	вовсе не является	1	1
81	сделать вывод что	1	1
82	и с его	1	1
83	выходят за пределы	1	1
84	не нуждается в	1	1
85	и все его	2	1
86	и т д	1	1
87	в свое время	1	1
