N	3gram	Tiupa_Teor_1	Myshleni
1	в том что	8	21
2	с точки зрения	3	18
3	для того чтобы	1	10
4	с одной стороны	2	7
5	заключается в том	1	7
6	в связи с	1	6
7	не может быть	4	6
8	по отношению к	4	5
9	из того что	1	4
10	а с другой	2	4
11	о том что	1	4
12	в конечном счете	6	4
13	состоит в том	5	3
14	в том числе	2	3
15	в отличие от	6	3
16	том числе и	1	3
17	в данном случае	5	3
18	том что в	1	2
19	мы видим в	1	2
20	здесь и теперь	1	2
21	более или менее	2	2
22	по ту сторону	1	2
23	подобно тому как	1	2
24	в этом смысле	2	2
25	как раз в	1	2
26	но на деле	1	2
27	на вопрос о	1	2
28	то же самое	1	2
29	друг от друга	1	2
30	сама по себе	1	2
31	каждая из этих	1	1
32	точки зрения и	1	1
33	по своей природе	2	1
34	чем это может	1	1
35	по сути дела	1	1
36	в той или	1	1
37	иметь в виду	1	1
38	дело в том	1	1
39	этого слова как	1	1
40	это было бы	1	1
41	имеем в виду	3	1
42	не возникает в	1	1
43	и потому что	1	1
44	того же типа	1	1
45	именно потому что	1	1
46	или иной мере	1	1
47	тот или иной	2	1
48	а также в	1	1
49	как это ни	1	1
50	что представляет собой	1	1
51	бы то ни	1	1
52	только то что	1	1
53	отнюдь не оказывается	1	1
54	точно так же	1	1
55	во всей его	1	1
56	именно в этом	1	1
57	что даже в	1	1
58	в том случае	1	1
59	в коем случае	2	1
60	который может быть	1	1
61	ибо и в	1	1
62	в таких случаях	1	1
63	в данный момент	2	1
64	то ни было	1	1
65	таким образом и	1	1
66	все без исключения	1	1
67	не могут быть	2	1
68	приводит к тому	2	1
69	дело не в	1	1
70	и тем самым	2	1
71	с другой стороны	5	1
72	так же как	1	1
73	речи от внешней	1	1
74	ни в коем	2	1
75	том случае если	1	1
76	коем случае не	2	1
77	и теперь в	1	1
78	речи состоит в	1	1
79	даже в том	1	1
80	не только не	2	1
81	той или иной	1	1
82	можно сказать что	2	1
83	мы имеем в	3	1
84	из этих двух	1	1
85	в известном смысле	1	1
86	как и в	2	1
87	в другой своей	1	1
88	в своей жизни	1	1
