N	2gram	Tiupa_Lite_2	PoTuStor
1	может быть	17	17
2	и в	19	16
3	в этом	9	9
4	таким образом	1	9
5	и только	2	9
6	прежде всего	4	9
7	и с	3	8
8	точки зрения	4	8
9	и его	3	8
10	не может	9	8
11	не только	8	7
12	я и	4	6
13	самом деле	1	6
14	при этом	6	6
15	с точки	3	6
16	для него	4	6
17	и к	2	6
18	еще не	2	5
19	в чем	1	5
20	все эти	1	5
21	в него	2	5
22	как бы	2	5
23	на самом	1	4
24	и на	6	4
25	отнюдь не	4	4
26	и наконец	2	4
27	но в	2	4
28	в этой	3	4
29	в нем	3	4
30	его в	1	4
31	художественного творчества	2	4
32	мысли и	2	4
33	как мы	1	4
34	с ее	2	4
35	так и	7	4
36	но мы	1	4
37	можно сказать	1	4
38	в его	4	4
39	а потому	2	4
40	для всех	5	4
41	так как	3	4
42	и даже	8	4
43	но и	10	4
44	и не	11	4
45	и все	1	4
46	хотя бы	2	4
47	все что	2	4
48	если б	1	3
49	отношения к	1	3
50	едва ли	4	3
51	во всех	3	3
52	и как	3	3
53	и художественного	1	3
54	и теперь	1	3
55	и вот	1	3
56	их в	1	3
57	на этом	2	3
58	реальности и	1	3
59	том что	7	3
60	в одном	2	3
61	по крайней	2	3
62	и притом	1	3
63	в основе	2	3
64	мира и	1	3
65	в конечном	5	3
66	с другими	1	3
67	крайней мере	2	3
68	в том	10	3
69	только на	1	3
70	в области	4	3
71	и др	3	3
72	вместе с	5	3
73	и потому	1	3
74	как это	2	3
75	быть это	1	3
76	могут быть	2	3
77	в основном	1	3
78	что в	4	3
79	в этих	1	3
80	а в	3	3
81	то что	7	3
82	только как	1	3
83	жизни и	4	3
84	ту же	2	2
85	же как	2	2
86	в самом	1	2
87	мы не	4	2
88	и о	1	2
89	того же	4	2
90	но как	2	2
91	конечном счете	5	2
92	нет и	1	2
93	за пределы	1	2
94	в этот	1	2
95	что это	1	2
96	в переводе	1	2
97	он не	5	2
98	и по	1	2
99	то же	12	2
100	на протяжении	1	2
101	и мы	1	2
102	было бы	2	2
103	в жизни	2	2
104	в них	2	2
105	всю жизнь	1	2
106	как и	10	2
107	между собою	1	2
108	в своей	1	2
109	войти в	1	2
110	и вся	1	2
111	возникает в	1	2
112	не менее	6	2
113	никогда не	3	2
114	только и	1	2
115	на два	2	2
116	всей жизни	1	2
117	сводится к	1	2
118	так называемый	1	2
119	что на	1	2
120	все то	1	2
121	не могут	1	2
122	он ищет	1	2
123	на основе	1	2
124	только то	1	2
125	в пределах	1	2
126	быть может	3	2
127	для этого	2	2
128	с ним	2	2
129	находится в	1	2
130	о том	2	2
131	для нас	2	2
132	путь к	2	2
133	что и	2	2
134	во всей	1	2
135	один из	4	2
136	что он	3	2
137	со всеми	1	2
138	есть в	1	2
139	не можем	1	2
140	в итоге	1	2
141	в начале	3	2
142	и других	4	2
143	при всей	2	2
144	у него	2	2
145	дела с	1	2
146	и т.п	10	2
147	себя и	2	2
148	что не	2	2
149	в развитии	1	2
150	что мы	1	2
151	в частности	4	2
152	так же	1	2
153	ненависть к	1	2
154	с этой	2	2
155	в свое	2	2
156	своей жизни	1	2
157	но это	3	2
158	и для	3	2
159	но зато	1	2
160	ни было	2	2
161	из тех	2	2
162	не знает	2	2
163	есть и	1	2
164	ее в	1	2
165	к этому	1	2
166	можно назвать	1	2
167	они не	1	2
168	с новыми	1	1
169	даже более	1	1
170	пути своего	1	1
171	потом и	1	1
172	в движение	1	1
173	и то	3	1
174	это и	1	1
175	эта метафора	1	1
176	повлечь за	1	1
177	смерть в	1	1
178	в году	5	1
179	его не	1	1
180	мы имеем	1	1
181	на место	1	1
182	а для	1	1
183	но исключительно	1	1
184	я не	5	1
185	как я	3	1
186	из того	2	1
187	но даже	1	1
188	первого и	1	1
189	в ней	4	1
190	он был	1	1
191	столь же	5	1
192	бы то	1	1
193	но не	5	1
194	есть исполнение	1	1
195	с сыном	1	1
196	право на	3	1
197	это самое	1	1
198	в рамках	4	1
199	общего с	1	1
200	от содержания	1	1
201	пути в	8	1
202	она как	1	1
203	сам же	1	1
204	как нам	1	1
205	все же	2	1
206	однако не	1	1
207	в полном	1	1
208	когда он	1	1
209	что по	1	1
210	этой цели	1	1
211	от этого	1	1
212	уже не	2	1
213	лежит на	1	1
214	ни один	1	1
215	в нашем	2	1
216	не оставляет	1	1
217	их объединяет	1	1
218	мы чувствуем	1	1
219	как он	2	1
220	жизнь как	2	1
221	во многих	1	1
222	не следует	1	1
223	что было	2	1
224	но именно	1	1
225	с нашим	1	1
226	свое время	2	1
227	подобно тому	2	1
228	эта аналогия	1	1
229	с чем	1	1
230	без исключения	1	1
231	человека в	4	1
232	то ни	1	1
233	а то	1	1
234	различие между	1	1
235	в мире	9	1
236	что никакого	1	1
237	той же	2	1
238	искусства в	1	1
239	за ней	1	1
240	поведения и	1	1
241	с тем	2	1
242	мир в	1	1
243	и еще	2	1
244	от своего	1	1
245	что есть	1	1
246	и культуры	1	1
247	вот она	1	1
248	не сумеет	1	1
249	формы так	1	1
250	что до	1	1
251	что я	2	1
252	но эта	1	1
253	времени не	1	1
254	вещей и	1	1
255	однако в	6	1
256	из огня	1	1
257	и внешней	1	1
258	на работу	1	1
259	можно указать	1	1
260	только здесь	1	1
261	в смысле	1	1
262	одна из	5	1
263	в сущности	3	1
264	к новым	1	1
265	сын не	1	1
266	без остатка	3	1
267	и снова	1	1
