N	3gram	Voloshinov_1	Dialekti
1	по крайней мере	1	9
2	с точки зрения	5	8
3	в том что	1	6
4	и не только	2	5
5	и та же	1	4
6	то или иное	4	4
7	одно и то	3	4
8	и то же	3	4
9	в связи с	2	4
10	одна и та	1	4
11	то же время	7	4
12	о том что	2	4
13	с другой стороны	1	4
14	только тогда когда	1	4
15	что иное как	2	3
16	не может не	1	3
17	в самом деле	1	3
18	в то же	9	3
19	не что иное	2	3
20	содержит в себе	1	3
21	по себе не	1	3
22	не может быть	2	3
23	можно сказать что	2	3
24	мы уже знаем	1	3
25	иметь в виду	1	2
26	в виду что	1	2
27	более или менее	1	2
28	так как и	1	2
29	до сих пор	1	2
30	в зависимости от	5	2
31	тех или других	1	2
32	ни в какой	1	2
33	не только в	3	2
34	как мы это	1	2
35	тем не менее	1	2
36	есть не что	2	2
37	не должно быть	2	2
38	само по себе	1	2
39	та или иная	1	2
40	с самого начала	4	2
41	то же самое	4	2
42	не говоря уже	1	2
43	дает нам возможность	1	1
44	точки зрения и	1	1
45	бросается в глаза	1	1
46	только потому что	2	1
47	одному из них	1	1
48	как только мы	1	1
49	фотография того что	1	1
50	что это значит?	1	1
51	не только о	1	1
52	равно как и	2	1
53	на самом деле	3	1
54	в том и	1	1
55	и не может	1	1
56	и в то	2	1
57	это еще не	1	1
58	что в одном	1	1
59	но и в	3	1
60	в себе и	1	1
61	в этом отношении	2	1
62	что мы называем	3	1
63	вместе с тем	2	1
64	говорить не о	1	1
65	ту или иную	3	1
66	чтобы убедиться в	1	1
67	не только его	1	1
68	по самой своей	1	1
69	это дает нам	1	1
70	на первый взгляд	1	1
71	в конце концов	3	1
72	но при этом	2	1
73	как и нет	1	1
74	и в этом	1	1
75	и при этом	1	1
76	этом мы будем	1	1
77	мы будем говорить	2	1
78	как и вообще	1	1
79	мы никогда не	5	1
80	о котором мы	1	1
81	на ту или	1	1
82	жизни и в	1	1
83	но почему же	1	1
84	того или иного	5	1
85	один взгляд на	1	1
86	и как бы	1	1
87	по сравнению с	1	1
88	и от этого	1	1
89	пространство и время	1	1
90	то что мы	4	1
91	не очевидно что	1	1
92	всего того что	1	1
93	связи с этим	2	1
94	об этом мы	1	1
95	не забудем что	3	1
96	вопрос о том	1	1
97	нам в голову	1	1
98	теперь перед нами	1	1
99	той или иной	3	1
100	но все же	2	1
101	но даже и	1	1
102	не только на	1	1
103	но все эти	1	1
104	в своей жизни	1	1
105	как мы уже	2	1
106	может быть так	1	1
107	к тому что	2	1
108	же как мы	1	1
109	но как только	1	1
110	только мы начинаем	1	1
111	во всех своих	3	1
112	в жизни и	1	1
113	независимо от того	1	1
114	конечно гораздо более	1	1
