N	4gram	Propp_Isto_4	Morfolog
1	и т д но	1	4
2	как мы увидим ниже	1	3
3	начинается с того что	2	2
4	себя в распоряжение героя	1	2
5	в то время как	1	2
6	и т д в	1	2
7	в тех случаях когда	2	2
8	то же происходит с	1	1
9	а в другом случае	1	1
10	в иных случаях герой	1	1
11	время я тебе пригожусь	1	1
12	не ешь моего мяса	1	1
13	и т д здесь	1	1
14	для исследователя но не	1	1
15	и в других случаях	1	1
16	что ни вздумать ни	1	1
17	же в этих случаях	1	1
18	одно и то же	1	1
19	не что иное как	3	1
20	одна из них не	1	1
21	талисманы и т д	1	1
22	которые не могут быть	1	1
23	д с другой стороны	1	1
24	е мы опять имеем	1	1
25	не может входить в	1	1
26	и т д с	1	1
27	при помощи волшебного средства	1	1
28	даже в тех случаях	1	1
29	т д с другой	1	1
30	во всех этих случаях	1	1
31	здесь не может быть	1	1
32	что ни шерстинка то	2	1
33	т е мы опять	1	1
34	ни вздумать ни взгадать	1	1
35	ответить на этот вопрос	1	1
36	ни шерстинка то серебринка	2	1
37	бросают некоторый свет на	1	1
38	к тому что в	1	1
39	есть не что иное	1	1
