N	3gram	Trubetskoy_1	Russkaja
1	друг с другом	9	14
2	то же время	2	10
3	в то же	2	10
4	с точки зрения	8	9
5	в том что	15	7
6	на самом деле	7	6
7	во всяком случае	2	6
8	для того чтобы	7	6
9	а между тем	8	5
10	до сих пор	8	5
11	более или менее	7	4
12	на то что	7	4
13	бы то ни	2	4
14	в том случае	4	4
15	не может быть	3	4
16	к которой он	1	4
17	возможно лишь при	2	4
18	не может не	3	3
19	при таких условиях	1	3
20	в этом случае	4	3
21	в лучшем случае	1	3
22	том случае если	4	3
23	вместе с тем	2	3
24	можно было бы	1	3
25	и не может	1	3
26	и то что	3	3
27	в данном случае	3	3
28	в конце концов	4	3
29	самого себя и	1	3
30	а следовательно и	1	2
31	то это потому	1	2
32	точно так же	1	2
33	в настоящее время	2	2
34	в том и	2	2
35	лишь при условии	2	2
36	такую точку зрения	1	2
37	только в том	1	2
38	самих себя и	1	2
39	о том чтобы	2	2
40	в себе и	1	2
41	в противоречие с	1	2
42	тот факт что	4	2
43	таким же образом	2	2
44	мы говорили в	1	2
45	совершенно таким же	1	2
46	котором идет речь	5	2
47	том и в	1	2
48	и в том	2	2
49	это потому что	1	2
50	из которых каждый	1	2
51	лишь в том	5	2
52	о том что	4	2
53	ни одна из	1	2
54	за последнее время	1	2
55	друг от друга	6	2
56	в другом случае	1	2
57	о котором идет	5	2
58	к тому что	1	2
59	смотреть на себя	1	2
60	надо признать что	1	2
61	и в другом	1	2
62	тянуться за природными	1	1
63	совершенным из всех	1	1
64	ко всем этим	1	1
65	этом и состоит	1	1
66	отстоит от него	1	1
67	и того же	3	1
68	общечеловеческая цивилизация и	1	1
69	в том виде	2	1
70	выраженной эгоцентрической психологией	1	1
71	в себе всегда	1	1
72	как сказано выше	3	1
73	есть ничто иное	1	1
74	уже знаем что	1	1
75	никогда не было	1	1
76	том виде как	1	1
77	и в жизни	1	1
78	венцом создания лучшим	1	1
79	всегда помнить что	1	1
80	наивно уверены в	1	1
81	зорко следить за	1	1
82	состоит в том	1	1
83	в начале этой	2	1
84	уверены в том	1	1
85	цивилизацией и наконец	1	1
86	сильнее чем сильнее	1	1
87	то придется признать	1	1
88	дело в том	1	1
89	в свою очередь	2	1
90	на том же	1	1
91	которой этот человек	1	1
92	по отношению к	9	1
93	они люди что	1	1
94	ясно что такой	1	1
95	наиболее совершенным из	1	1
96	что для этого	1	1
97	в самом деле	5	1
98	им самой совершенной	1	1
99	на него похоже	1	1
100	в том числе	1	1
101	во всем мире	1	1
102	то же самое	1	1
103	в том же	3	1
104	которой он принадлежит	1	1
105	культуру общечеловеческой цивилизацией	1	1
106	по сие время	1	1
107	таким образом оказывается	1	1
108	и сейчас стоят	1	1
109	человек принадлежит признается	1	1
110	мы уже знаем	1	1
111	которых мы говорили	3	1
112	называли себя человечеством	1	1
113	он не может	2	1
114	свою культуру общечеловеческой	1	1
115	каждый данный момент	3	1
116	группа существ к	1	1
117	естественно поэтому что	3	1
118	самой совершенной его	1	1
119	совершенной его семья	1	1
120	более на него	1	1
121	что он может	1	1
122	на точку зрения	1	1
123	существ то которое	1	1
124	к европейской культуре	2	1
125	лишь тогда когда	2	1
126	с ярко выраженной	1	1
127	только то что	2	1
128	как общероманогерманский шовинизм	1	1
129	ко всему этому	2	1
130	представителей данного народа	1	1
131	принадлежит признается им	1	1
132	но для этого	1	1
133	галлов и германцев	2	1
134	лучшим наиболее совершенным	1	1
135	совершенно ясно что	1	1
136	том числе и	1	1
137	данного народа а	2	1
138	за то что	1	1
139	заключает в себе	2	1
140	всех существ из	1	1
141	его племя его	1	1
142	ближе более на	1	1
143	хуже поэтому всякая	1	1
144	в мире есть	1	1
145	и их приспешников	1	1
146	вытекающей из этого	1	1
147	люди что называли	1	1
148	тот или иной	1	1
149	но по существу	1	1
150	в борьбе за	1	1
151	но мы знаем	1	1
152	несмотря на то	2	1
153	него хуже поэтому	1	1
154	существ к которой	1	1
155	признается им самой	1	1
156	по крайней мере	1	1
157	бессознательно считает себя	1	1
158	не подлежит сомнению	3	1
159	лишь постепенно в	1	1
160	для борьбы с	1	1
161	тем сильнее чем	1	1
162	сходные друг с	1	1
163	мы уже указали	1	1
164	нему ближе более	1	1
165	всякая естественная группа	1	1
166	культура того народа	1	1
167	его раса лучше	1	1
168	и по сие	1	1
169	на такой путь	1	1
170	оградить себя от	1	1
171	и более или	1	1
172	в культурном отношении	3	1
173	то которое к	1	1
174	говорить что в	1	1
175	столь наивно уверены	1	1
176	считает себя центром	1	1
177	положение по сравнению	1	1
178	и при отсутствии	1	1
179	раса лучше всех	1	1
180	то ни было	2	1
181	которое к нему	1	1
182	и с точки	1	1
183	в своем целом	2	1
184	которых идет речь	3	1
185	например тот факт	1	1
186	смысле этого слова	1	1
187	то которое дальше	1	1
188	в мире является	1	1
189	но при этом	1	1
190	язык и культуру	1	1
191	аспекта одного и	1	1
192	к которой этот	1	1
193	во всех этих	2	1
194	в совместной работе	1	1
195	что ни одна	1	1
196	к одному из	1	1
197	человечеством свою культуру	1	1
198	с ними вместе	1	1
199	возможна лишь при	1	1
200	создания лучшим наиболее	1	1
201	в связи с	3	1
202	в вышеопределенном смысле	1	1
203	если бы все	1	1
204	также и то	1	1
205	мы говорили выше	5	1
206	ярко выраженной эгоцентрической	1	1
207	как бы то	2	1
208	немцев таким образом	1	1
209	только с точки	1	1
210	психологией бессознательно считает	1	1
211	него похоже лучше	1	1
