N	2gram	Tiupa_Anal_2	Mirosoze
1	может быть	6	30
2	не только	16	29
3	и в	16	28
4	не может	4	28
5	но и	12	25
6	а не	10	25
7	он не	2	24
8	в этом	18	20
9	о свободе	2	18
10	у него	4	17
11	не в	4	16
12	потому что	1	16
13	в своей	2	15
14	он был	2	14
15	никогда не	3	14
16	человека в	1	13
17	в нем	1	13
18	и он	2	12
19	в самом	6	11
20	для него	4	11
21	и не	12	11
22	в своем	4	10
23	было бы	3	10
24	что в	2	10
25	в мире	6	10
26	прежде всего	3	10
27	и потому	1	10
28	и все	3	10
29	и его	4	9
30	не есть	2	9
31	в его	2	9
32	есть лишь	1	9
33	судьба человека	1	9
34	в глубине	1	8
35	в котором	2	8
36	но не	4	8
37	не был	3	7
38	но в	6	7
39	в себе	7	7
40	в конце	4	7
41	к нему	1	7
42	того что	2	7
43	и на	6	6
44	в которой	1	6
45	лишь в	9	6
46	в этой	9	6
47	ведет к	1	6
48	только в	4	6
49	вместе с	2	6
50	и ад	1	6
51	все это	4	6
52	человек и	1	6
53	в том	12	6
54	свободы но	1	5
55	если он	1	5
56	это не	1	5
57	как и	14	5
58	у нас	1	5
59	то что	7	5
60	и я	2	5
61	отношения к	2	4
62	есть не	1	4
63	за пределы	4	4
64	привести к	1	4
65	не к	1	4
66	не как	1	4
67	и по	1	4
68	в них	1	4
69	в этих	2	4
70	точки зрения	4	4
71	в их	3	4
72	она не	2	4
73	что и	3	4
74	один из	2	4
75	и свободы	2	4
76	уже не	4	4
77	уже в	1	4
78	ни с	2	4
79	а в	3	4
80	тем что	3	4
81	и там	1	4
82	с этой	1	4
83	которых он	1	4
84	от него	1	4
85	не знает	3	4
86	его не	1	3
87	и мира	1	3
88	с его	1	3
89	когда он	1	3
90	этого мира	1	3
91	бы и	1	3
92	вера в	1	3
93	на свободу	1	3
94	на этом	4	3
95	то есть	9	3
96	его в	2	3
97	в жизни	1	3
98	только одно	1	3
99	не мог	3	3
100	том что	12	3
101	но если	1	3
102	мира не	1	3
103	не имеет	2	3
104	ничего не	9	3
105	к тому	7	3
106	в ее	1	3
107	особенно в	7	3
108	с собой	1	3
109	только и	1	3
110	все его	1	3
111	себя в	2	3
112	одно из	2	3
113	не так	4	3
114	и их	2	3
115	так как	1	3
116	себя и	1	3
117	о себе	2	3
118	ко всем	1	3
119	для человека	1	3
120	для нас	1	3
121	хотя бы	1	3
122	будто бы	1	3
123	от природы	1	3
124	также и	1	2
125	проникает в	1	2
126	а как	2	2
127	в виду	1	2
128	не все	1	2
129	по отношению	4	2
130	себе и	1	2
131	т е	2	2
132	в центре	3	2
133	как в	4	2
134	на человека	1	2
135	и как	1	2
136	и к	5	2
137	он в	4	2
138	все эти	1	2
139	бы не	1	2
140	приводит к	3	2
141	самого себя	1	2
142	с их	2	2
143	вообще не	2	2
144	как он	1	2
145	если бы	3	2
146	было с	1	2
147	с ней	1	2
148	прежде чем	1	2
149	входит в	1	2
150	на протяжении	2	2
151	с самим	3	2
152	в ином	1	2
153	прийти к	1	2
154	место в	3	2
155	и жизнь	1	2
156	свободы как	1	2
157	в то	2	2
158	о предопределении	5	2
159	пути и	1	2
160	по своей	1	2
161	на природу	1	2
162	и сама	1	2
163	личности в	1	2
164	могут быть	10	2
165	отличается от	1	2
166	всего в	2	2
167	мысли о	1	2
168	и уж	1	2
169	и что	1	2
170	рассудка и	1	2
171	еще в	2	2
172	с ним	2	2
