N	3gram	Losev_Prob_1	Narrotol
1	в том что	5	8
2	о том что	5	6
3	не может быть	2	5
4	в основе своей	1	4
5	в данном случае	8	4
6	к тому же	1	4
7	с другой стороны	3	4
8	той или иной	4	4
9	можно сказать что	3	4
10	на себя внимание	1	3
11	бы то ни	1	3
12	в этом отношении	1	3
13	тем не менее	18	3
14	и тем самым	3	3
15	в то же	4	3
16	что иное как	2	2
17	мы имеем дело	1	2
18	а не в	1	2
19	более или менее	3	2
20	подобно тому как	2	2
21	с точки зрения	3	2
22	в таком случае	6	2
23	сами по себе	3	2
24	можно было бы	2	2
25	перед нами не	1	2
26	точно так же	4	2
27	то или иное	1	2
28	не то что	1	2
29	так же как	2	2
30	не что иное	2	2
31	не только в	1	2
32	на первый взгляд	1	2
33	в известном смысле	1	2
34	переход от одной	1	2
35	в связи с	4	2
36	того или иного	2	2
37	то есть в	4	2
38	так или иначе	2	2
39	и того же	2	1
40	и не быть	1	1
41	только потому что	2	1
42	это то что	1	1
43	в данный момент	1	1
44	дело в том	3	1
45	на самом деле	4	1
46	в этом последнем	1	1
47	увидел у себя	1	1
48	в самом деле	2	1
49	в этом смысле	6	1
50	далеко не всякий	3	1
51	то же самое	9	1
52	в том же	1	1
53	же как и	1	1
54	начала и конца	1	1
55	по крайней мере	2	1
56	не было и	1	1
57	до сих пор	3	1
58	тот или иной	1	1
59	предстают перед нами	1	1
60	и в то	1	1
61	до известной степени	1	1
62	сам по себе	7	1
63	при этом что	1	1
64	в первую очередь	1	1
65	только то что	4	1
66	к тому или	1	1
67	и то что	2	1
68	что по своему	1	1
69	из них в	1	1
70	во всей его	1	1
71	до наших дней	1	1
72	что оно есть	1	1
73	может быть и	3	1
74	то что было	1	1
75	может и не	1	1
76	еще не есть	4	1
77	как бы желая	1	1
78	но в таком	4	1
79	пока еще только	1	1
80	а не только	2	1
81	содержит в себе	7	1
82	дело не с	1	1
83	один из них	1	1
84	и с точки	1	1
85	объединения составляющих ее	1	1
86	а также и	2	1
87	ни на что	1	1
88	вовсе не то	1	1
89	есть так или	1	1
90	содержащий в себе	1	1
91	и как бы	2	1
92	иметь в виду	3	1
93	а именно с	1	1
94	то что он	3	1
95	так и для	2	1
96	несет в себе	1	1
97	имеем дело не	1	1
98	как мы увидим	2	1
99	но о том	1	1
100	и до наших	1	1
101	здесь не только	2	1
102	есть не что	2	1
103	здесь в качестве	1	1
104	это пока еще	1	1
105	но уже в	2	1
106	так и в	1	1
107	в том чтобы	1	1
108	ни для кого	1	1
109	и тем более	1	1
110	что никогда не	1	1
111	и такого рода	1	1
112	или может быть	1	1
113	одного и того	2	1
114	не обязательно в	1	1
115	а также ее	1	1
116	есть прежде всего	1	1
117	как мы уже	1	1
118	тех или иных	2	1
119	в какой-то мере	1	1
120	как и в	1	1
121	в себе не	3	1
122	но еще не	1	1
123	как мы видели	1	1
124	то есть система	1	1
