N	2gram	Losev_Vlad_3	Problema
1	и в	40	30
2	в своей	9	22
3	то есть	24	21
4	не только	25	18
5	то что	28	18
6	в этом	16	17
7	том что	18	17
8	и даже	6	14
9	таким образом	11	13
10	но и	18	13
11	потому что	11	13
12	также и	17	12
13	о том	11	12
14	в его	14	12
15	а именно	12	12
16	в том	18	12
17	и не	25	12
18	так что	14	11
19	в своем	8	11
20	у него	24	11
21	в этой	8	10
22	в виде	13	10
23	для нас	5	10
24	точки зрения	13	10
25	все же	4	9
26	на земле	1	9
27	но в	4	9
28	и вообще	3	9
29	который в	2	9
30	только в	13	9
31	и все	4	9
32	сказать что	12	9
33	хотя и	7	8
34	с точки	6	8
35	никак не	4	8
36	в конце	12	8
37	вовсе не	13	8
38	но не	4	7
39	как и	7	7
40	не в	3	7
41	никогда не	11	7
42	связи с	2	7
43	у нас	5	7
44	здесь не	3	7
45	в дальнейшем	4	7
46	так и	6	7
47	что он	5	7
48	мы находим	2	7
49	может быть	8	7
50	говорит о	4	7
51	в связи	3	7
52	подобного рода	3	7
53	в результате	4	7
54	вместе с	7	7
55	и на	6	6
56	тут же	5	6
57	и как	7	6
58	в нем	3	6
59	при помощи	4	6
60	его в	2	6
61	несмотря на	7	6
62	можно найти	2	6
63	и его	10	6
64	можно сказать	1	6
65	и что	8	6
66	что и	7	6
67	уже не	9	6
68	так как	7	6
69	с другой	5	6
70	прежде всего	10	6
71	как бы	3	6
72	и для	3	6
73	конце концов	5	6
74	а в	7	6
75	другой стороны	2	6
76	и то	9	5
77	для себя	5	5
78	в году	10	5
79	не просто	10	5
80	в которой	2	5
81	тем не	10	5
82	в силу	2	5
83	и с	9	5
84	с тем	7	5
85	еще в	5	5
86	нисколько не	3	5
87	но он	1	5
88	что этот	3	5
89	не менее	9	5
90	и притом	3	5
91	того как	1	5
92	и о	4	5
93	и у	3	5
94	и их	1	5
95	а не	8	5
96	не может	14	5
97	так же	8	5
98	как раз	10	5
99	будто бы	1	5
100	в самом	4	5
101	что в	17	5
102	человека и	3	4
103	того же	2	4
104	едва ли	11	4
105	и он	1	4
106	отнюдь не	5	4
107	и к	2	4
108	в себе	9	4
109	при этом	3	4
110	но все	3	4
111	же не	2	4
112	об этом	6	4
113	было бы	4	4
114	ни в	10	4
115	не мог	6	4
116	не так	3	4
117	необходимо сказать	7	4
118	любви и	1	4
119	в то	7	4
120	но даже	4	4
121	за что	1	4
122	все еще	1	4
123	и сам	1	4
124	iii в	1	4
125	ясно что	1	4
126	разного рода	3	4
127	некоторого рода	5	4
128	оказывается что	2	4
129	в качестве	3	4
130	богов и	1	4
131	даже и	12	4
132	далеко не	3	4
133	еще и	18	4
134	а с	4	4
135	если не	6	4
136	в частности	1	4
137	и вполне	2	4
138	в смысле	6	4
139	под названием	9	4
140	как именно	3	4
141	из этого	2	4
142	гораздо более	1	4
143	новое время	1	3
144	смысле слова	6	3
145	на первом	3	3
146	от своих	1	3
147	время как	2	3
148	в виду	3	3
149	в ней	5	3
150	и самого	1	3
151	еще не	4	3
152	он сам	2	3
153	иное как	1	3
154	что его	2	3
155	в ее	1	3
156	совсем не	5	3
157	что они	1	3
158	что касается	2	3
159	от этого	2	3
160	он в	1	3
161	бы не	1	3
162	поскольку в	3	3
163	учение о	24	3
164	с одной	3	3
165	он не	8	3
166	такого же	1	3
167	в другом	2	3
168	знает что	1	3
169	этом смысле	3	3
170	всю свою	1	3
171	в новое	1	3
172	не всегда	1	3
173	или вернее	1	3
174	сам же	2	3
175	в отношении	5	3
176	и другое	1	3
177	у неоплатоников	1	3
178	что иное	1	3
179	но только	2	3
180	в самой	1	3
181	и после	1	3
182	не столь	1	3
183	как будто	1	3
184	здесь тоже	1	3
185	в духе	3	3
186	есть только	9	3
187	сравнении с	2	3
188	только еще	1	3
