N	3gram	Bakhtin_Pr_3	DiskursI
1	в отличие от	1	12
2	в том что	3	6
3	то же время	5	5
4	как и в	3	5
5	по отношению к	1	4
6	в этом отношении	1	4
7	в то же	5	4
8	так и в	2	3
9	не может быть	1	3
10	о том что	2	3
11	той или иной	1	3
12	и может быть	1	2
13	в обоих случаях	1	2
14	состоит в том	1	2
15	в соответствии с	2	2
16	с точки зрения	2	2
17	и не может	1	2
18	и то что	1	2
19	но при этом	1	2
20	в мире в	1	2
21	в жанровом отношении	4	2
22	в мире и	1	2
23	и прежде всего	5	2
24	он не признает	1	1
25	но тут же	1	1
26	по своей природе	1	1
27	в той или	1	1
28	по своей жанровой	1	1
29	к себе самому	6	1
30	мы имеем дело	1	1
31	прежде всего в	1	1
32	друг от друга	1	1
33	с другой стороны	1	1
34	и в то	2	1
35	и не к	1	1
36	жизни и смерти	2	1
37	в предыдущей главе	1	1
38	позиции в мире	1	1
39	в целом и	1	1
40	в применении к	1	1
41	как и его	1	1
42	данной жанровой традиции	1	1
43	целом и в	1	1
44	а также и	3	1
45	между человеком и	1	1
46	с ней и	1	1
47	это своего рода	2	1
48	в жанровую структуру	1	1
49	хвалы и брани	1	1
50	во всяком случае	1	1
51	при всей их	1	1
52	и той же	1	1
53	равно как и	1	1
54	то есть в	2	1
55	с самого начала	3	1
56	в себя и	1	1
57	включает в себя	1	1
58	можно сказать что	4	1
59	времени и пространства	1	1
60	в большинстве случаев	4	1
61	в том числе	11	1
62	одной и той	1	1
63	ее может быть	1	1
64	тем не менее	2	1
65	все то что	2	1
66	здесь как и	1	1
67	по крайней мере	1	1
68	том числе и	10	1
69	грустно потому что	1	1
